la_fabrique_de_crimes_01_f000001|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.|Voici déjà plusieurs années que les fabricants de crimes ne livrent rien.
la_fabrique_de_crimes_11_f000061|-- Payez ce que vous voudrez, répondirent les folles filles. Le plus sera le meilleur.|-- Payez ce que vous voudrez, répondirent les folles filles. Le plus sera le meilleur.
la_fabrique_de_crimes_11_f000062|Alors Lina tira de sa poche la sinistre bouteille de fer blanc, tandis que Messa et Sali atteignaient leurs petits flacons en métal d'Alger.|Alors Lina tira de sa poche la sinistre bouteille de fer blanc, tandis que Messa et Sali atteignaient leurs petits flacons en métal d'Alger.
la_fabrique_de_crimes_11_f000063|Les malheureuses tendirent leurs tasses de thé, c'en était fait d'elles. Lorsque sous la table, du sein du cercueil d'enfant, un faible cri s'éleva.|Les malheureuses tendirent leurs tasses de thé, c'en était fait d'elles. Lorsque sous la table, du sein du cercueil d'enfant, un faible cri s'éleva.
la_fabrique_de_crimes_11_f000064|Vous ne connaissez pas le coeur des mères!|Vous ne connaissez pas le coeur des mères!
la_fabrique_de_crimes_11_f000065|Ce cri suffit pour rappeler au souvenir d'Elvire la naissance récente de son cher fils Virtuté.|Ce cri suffit pour rappeler au souvenir d'Elvire la naissance récente de son cher fils Virtuté.
la_fabrique_de_crimes_11_f000066|Elle se mit sur ses jambes tremblantes arracha son voile et s'élança, semblable à une lionne, dans la chambre voisine où était le berceau.|Elle se mit sur ses jambes tremblantes arracha son voile et s'élança, semblable à une lionne, dans la chambre voisine où était le berceau.
la_fabrique_de_crimes_11_f000067|Son mouvement avait été rapide comme l'éclair, mais rien n'échappait à Boulet-Rouge.|Son mouvement avait été rapide comme l'éclair, mais rien n'échappait à Boulet-Rouge.
la_fabrique_de_crimes_11_f000068|Ce malfaiteur imita le chant de la pieuvre femelle, appelant ses petits dans les profondeurs de l'Océan.|Ce malfaiteur imita le chant de la pieuvre femelle, appelant ses petits dans les profondeurs de l'Océan.
la_fabrique_de_crimes_11_f000069|Arbre-à-Couche et Carapace connaissaient ce signal qui annonçait une péripétie de premier ordre, Ils ouvrirent des oreilles attentives et Boulet-Rouge leur dit: -- Le voile épais cachait la bru de la Condamnée.|Arbre-à-Couche et Carapace connaissaient ce signal qui annonçait une péripétie de premier ordre, Ils ouvrirent des oreilles attentives et Boulet-Rouge leur dit: -- Le voile épais cachait la bru de la Condamnée.
la_fabrique_de_crimes_11_f000070|L'héritier combiné de l'immense fortune des Rudelame et des magnifiques économies du docteur Fandango est dans mon cercueil!|L'héritier combiné de l'immense fortune des Rudelame et des magnifiques économies du docteur Fandango est dans mon cercueil!
la_fabrique_de_crimes_11_f000071|À ce moment, l'infortuné Elvire trouvant le berceau vide, poussait un cri d'horrible douleur: -- Virtuté! Virtuté!|À ce moment, l'infortuné Elvire trouvant le berceau vide, poussait un cri d'horrible douleur: -- Virtuté! Virtuté!
la_fabrique_de_crimes_11_f000072|Mais à ce cri, de l'autre côté de la rue, dans la retraite du vénérable Silvio Pellico, un second cri répondit: -- Avez-vous du vieux linge? avait demandé le généreux Mustapha.|Mais à ce cri, de l'autre côté de la rue, dans la retraite du vénérable Silvio Pellico, un second cri répondit: -- Avez-vous du vieux linge? avait demandé le généreux Mustapha.
la_fabrique_de_crimes_11_f000073|Il avait tout vu!|Il avait tout vu!
la_fabrique_de_crimes_11_f000074|D'un coup d'oeil et grâce à un rayon de lune, il avait reconnu la jeune madame Fandango et dans l'atelier même, trois des plus méchants carnassiers des impasses: Messa, Sali, Lina!|D'un coup d'oeil et grâce à un rayon de lune, il avait reconnu la jeune madame Fandango et dans l'atelier même, trois des plus méchants carnassiers des impasses: Messa, Sali, Lina!
la_fabrique_de_crimes_11_f000075|Nous devons spécifier ici, que l'eau pour changer les physionomies n'a pas un effet très durable. Il faut renouveler souvent.|Nous devons spécifier ici, que l'eau pour changer les physionomies n'a pas un effet très durable. Il faut renouveler souvent.
la_fabrique_de_crimes_11_f000076|Les trois Fléaux, d'ailleurs, voyant que la catastrophe approchait, ne prenaient plus la peine de dissimuler leurs pénibles desseins.|Les trois Fléaux, d'ailleurs, voyant que la catastrophe approchait, ne prenaient plus la peine de dissimuler leurs pénibles desseins.
la_fabrique_de_crimes_11_f000077|À l'instant où le noble Mustapha les apercevait, ils tiraient de leurs poches, sans se gêner aucunement, des poignards, des armes à feu,|À l'instant où le noble Mustapha les apercevait, ils tiraient de leurs poches, sans se gêner aucunement, des poignards, des armes à feu,
la_fabrique_de_crimes_11_f000078|quelques massues, des cordons à étrangler, des boulettes et même une certaine quantité de charbon d'Yonne, propre à déterminer l'asphyxie,|quelques massues, des cordons à étrangler, des boulettes et même une certaine quantité de charbon d'Yonne, propre à déterminer l'asphyxie,
la_fabrique_de_crimes_11_f000079|pour le cas où tous les autres moyens leur manqueraient.|pour le cas où tous les autres moyens leur manqueraient.
la_fabrique_de_crimes_11_f000080|Nous savons que l'éminent cocher de citadine ayant franchi la rue de Sévigné passa au travers des châssis de la fenêtre comme un boulet de canon, sans se faire aucun mal.|Nous savons que l'éminent cocher de citadine ayant franchi la rue de Sévigné passa au travers des châssis de la fenêtre comme un boulet de canon, sans se faire aucun mal.
la_fabrique_de_crimes_11_f000081|Ce que nous ignorons, c'est qu'avant de pénétrer dans l'atelier, il se débarrassa de ses vieux linges.|Ce que nous ignorons, c'est qu'avant de pénétrer dans l'atelier, il se débarrassa de ses vieux linges.
la_fabrique_de_crimes_11_f000082|Ce que nul ne peut deviner, c'est l'effet produit par son aspect soudain et complètement inattendu sur les trois Fléaux de la capitale,|Ce que nul ne peut deviner, c'est l'effet produit par son aspect soudain et complètement inattendu sur les trois Fléaux de la capitale,
la_fabrique_de_crimes_11_f000083|surpris ainsi dans l'exercice de leur coupable industrie.|surpris ainsi dans l'exercice de leur coupable industrie.
la_fabrique_de_crimes_11_f000084|Ce fut l'effet de la tête de Méduse!|Ce fut l'effet de la tête de Méduse!
la_fabrique_de_crimes_11_f000085|Ce fut l'effet de la statue du commandeur!|Ce fut l'effet de la statue du commandeur!
la_fabrique_de_crimes_12_f000001|LA CONDAMNÉE!|LA CONDAMNÉE!
la_fabrique_de_crimes_12_f000002|Dès sa plus tendre enfance, M. le duc de Rudelame-Carthagène avait eu cette tête de hibou.|Dès sa plus tendre enfance, M. le duc de Rudelame-Carthagène avait eu cette tête de hibou.
la_fabrique_de_crimes_12_f000003|À l'école, autrefois, avant la Révolution, ses jeunes camarades l'appelaient le grand-duc, par allusion à l'oiseau qui porte ce nom.|À l'école, autrefois, avant la Révolution, ses jeunes camarades l'appelaient le grand-duc, par allusion à l'oiseau qui porte ce nom.
la_fabrique_de_crimes_12_f000004|Ces railleries du premier âge sont dangereuses; elles avaient peut-être influé sur toute la carrière de l'aïeul d'Elvire. À cet égard, néanmoins, nous n'affirmons rien.|Ces railleries du premier âge sont dangereuses; elles avaient peut-être influé sur toute la carrière de l'aïeul d'Elvire. À cet égard, néanmoins, nous n'affirmons rien.
la_fabrique_de_crimes_12_f000005|En quittant la jeune accouchée de l'allée sombre, où il n'avait pu assouvir sa cruauté, il remonta la rue de Sévigné, cherchant un homme du commun à qui il put emprunter son costume.|En quittant la jeune accouchée de l'allée sombre, où il n'avait pu assouvir sa cruauté, il remonta la rue de Sévigné, cherchant un homme du commun à qui il put emprunter son costume.
la_fabrique_de_crimes_12_f000006|Il en avait besoin pour ses projets.|Il en avait besoin pour ses projets.
la_fabrique_de_crimes_12_f000007|Non loin de là, rue du Port-Royal, il aperçut un commissionnaire assis sur une borne. Il le tua aussitôt d'un coup de fusil à vent et le dépouilla pour se revêtir de ses hardes.|Non loin de là, rue du Port-Royal, il aperçut un commissionnaire assis sur une borne. Il le tua aussitôt d'un coup de fusil à vent et le dépouilla pour se revêtir de ses hardes.
la_fabrique_de_crimes_12_f000008|L'air était tiède et lourd. Le bisaïeul d'Elvire évita un rhume grâce à cette circonstance.|L'air était tiède et lourd. Le bisaïeul d'Elvire évita un rhume grâce à cette circonstance.
la_fabrique_de_crimes_12_f000009|Il entra dans une taverne de l'impasse du marché Sainte-Catherine, où ses habits de duc lui auraient nui.|Il entra dans une taverne de l'impasse du marché Sainte-Catherine, où ses habits de duc lui auraient nui.
la_fabrique_de_crimes_12_f000010|Dans cette taverne se réunissaient habituellement les ennemis du docteur Fandango qui demeuraient dans le quartier.|Dans cette taverne se réunissaient habituellement les ennemis du docteur Fandango qui demeuraient dans le quartier.
la_fabrique_de_crimes_12_f000011|Il savait y rencontrer Coloquinte, du Plat-d'Étain, Sorribel, des Arts-et-Métiers et même peut-être Pile-de-Pont, le tigre de l'impasse où se trouvait la taverne.|Il savait y rencontrer Coloquinte, du Plat-d'Étain, Sorribel, des Arts-et-Métiers et même peut-être Pile-de-Pont, le tigre de l'impasse où se trouvait la taverne.
la_fabrique_de_crimes_12_f000012|Par le plus grand des hasards, il ne trouva que Montaroux, un débutant; simple chacal à la Villette.|Par le plus grand des hasards, il ne trouva que Montaroux, un débutant; simple chacal à la Villette.
la_fabrique_de_crimes_12_f000013|Il se fit connaître de lui au moyen des signes du troisième degré.|Il se fit connaître de lui au moyen des signes du troisième degré.
la_fabrique_de_crimes_12_f000014|-- Maître, lui dit Montaroux, tous nos frères sont partis à la tombée de la nuit pour le palais de Rudelame-Carthagène qui est devenu la proie des flammes.|-- Maître, lui dit Montaroux, tous nos frères sont partis à la tombée de la nuit pour le palais de Rudelame-Carthagène qui est devenu la proie des flammes.
la_fabrique_de_crimes_12_f000015|Ce soir, à minuit, vous les trouverez dans les souterrains qui s'étendent sous le fleuve.|Ce soir, à minuit, vous les trouverez dans les souterrains qui s'étendent sous le fleuve.
la_fabrique_de_crimes_12_f000016|Le duc lui donna une bourse pleine d'or et répondit: -- Non loin d'ici, il existe une place de fiacres. Choisis un cocher ami des libations et attire-le dans un cabaret mal famé.|Le duc lui donna une bourse pleine d'or et répondit: -- Non loin d'ici, il existe une place de fiacres. Choisis un cocher ami des libations et attire-le dans un cabaret mal famé.
la_fabrique_de_crimes_12_f000017|Fais-le boire. Quand tu l'auras plongé dans l'ivresse, cache-le sous la table, après l'avoir préalablement poignardé...|Fais-le boire. Quand tu l'auras plongé dans l'ivresse, cache-le sous la table, après l'avoir préalablement poignardé...
la_fabrique_de_crimes_12_f000018|Montaroux frissonna, car il n'était pas encore endurci.|Montaroux frissonna, car il n'était pas encore endurci.
la_fabrique_de_crimes_12_f000019|Le bisaïeul d'Elvire laissa échapper un geste de mépris.|Le bisaïeul d'Elvire laissa échapper un geste de mépris.
la_fabrique_de_crimes_12_f000020|-- Réprime ces frémissements insensés, si tu veux parvenir, poursuivit-il.|-- Réprime ces frémissements insensés, si tu veux parvenir, poursuivit-il.
la_fabrique_de_crimes_12_f000021|Tu prendras les vêtements du cadavre; à l'heure où je te parle, je porte les défroques de ma dernière victime qui probablement est encore chaude. On en prend l'habitude au point de ne plus pouvoir s'en passer...|Tu prendras les vêtements du cadavre; à l'heure où je te parle, je porte les défroques de ma dernière victime qui probablement est encore chaude. On en prend l'habitude au point de ne plus pouvoir s'en passer...
la_fabrique_de_crimes_12_f000022|Te voilà tout blême, jeune homme.|Te voilà tout blême, jeune homme.
la_fabrique_de_crimes_12_f000023|Si tu hésites, crains un châtiment sévère.|Si tu hésites, crains un châtiment sévère.
la_fabrique_de_crimes_12_f000024|L'infortuné Montaroux, vit le crick malais qui sortait à demi de l'une des ex-poches du défunt commissionnaire. Il tomba à genoux.|L'infortuné Montaroux, vit le crick malais qui sortait à demi de l'une des ex-poches du défunt commissionnaire. Il tomba à genoux.
la_fabrique_de_crimes_12_f000025|-- J'assassinerai le cocher, dit-il, quoiqu'ils soient tous père de famille!|-- J'assassinerai le cocher, dit-il, quoiqu'ils soient tous père de famille!
la_fabrique_de_crimes_12_f000026|-- Très bien... Une fois couvert de ton déguisement, tu t'assoiras sur le siège du fiacre, à la place du mort et tu iras stationner au coin de la rue de Sévigné...|-- Très bien... Une fois couvert de ton déguisement, tu t'assoiras sur le siège du fiacre, à la place du mort et tu iras stationner au coin de la rue de Sévigné...
la_fabrique_de_crimes_12_f000027|Connais-tu la Maison du Repris de justice?|Connais-tu la Maison du Repris de justice?
la_fabrique_de_crimes_12_f000028|-- Oui, maître.|-- Oui, maître.
la_fabrique_de_crimes_12_f000029|-- Tu ne perdras pas un seul instant de vue la porte de cette maison, et si tu en voyais sortir une jeune femme, portant dans ses bras un enfant nouveau-né, tu donnerais aussitôt le signal.|-- Tu ne perdras pas un seul instant de vue la porte de cette maison, et si tu en voyais sortir une jeune femme, portant dans ses bras un enfant nouveau-né, tu donnerais aussitôt le signal.
la_fabrique_de_crimes_12_f000030|-- Quel signal? -- Sais-tu imiter le cri du canard?|-- Quel signal? -- Sais-tu imiter le cri du canard?
la_fabrique_de_crimes_12_f000031|-- Oui maître. -- Imite?|-- Oui maître. -- Imite?
la_fabrique_de_crimes_12_f000032|Montaroux imita. M. le duc fut satisfait.|Montaroux imita. M. le duc fut satisfait.
la_fabrique_de_crimes_12_f000033|-- Tu as plus de capacité que je croyais, dit-il. Par trois fois, tu imiteras le cri du canard.|-- Tu as plus de capacité que je croyais, dit-il. Par trois fois, tu imiteras le cri du canard.
la_fabrique_de_crimes_12_f000034|Écoute. Tu surveilleras également la maison qui fait face. Si tu y voyais entrer Mustapha, ou quelque autre suppôt de Fandango, voici une chandelle romaine; tu l'allumerais.|Écoute. Tu surveilleras également la maison qui fait face. Si tu y voyais entrer Mustapha, ou quelque autre suppôt de Fandango, voici une chandelle romaine; tu l'allumerais.
la_fabrique_de_crimes_12_f000035|-- Oui maître.|-- Oui maître.
la_fabrique_de_crimes_12_f000036|-- Écoute encore. Chaque fois que tu verras passer un des nôtres, tu produiras le sifflement d'une couleuvre, il s'approchera, tu lui diras:|-- Écoute encore. Chaque fois que tu verras passer un des nôtres, tu produiras le sifflement d'une couleuvre, il s'approchera, tu lui diras:
la_fabrique_de_crimes_12_f000037|le maître est au café de Rohan, vis à vis le palais Cardinal, à voir jouer une poule.|le maître est au café de Rohan, vis à vis le palais Cardinal, à voir jouer une poule.
la_fabrique_de_crimes_12_f000038|Après avoir prononcé ces paroles, le bisaïeul d'Elvire remit ses habits de duc et s'éloigna précipitamment.|Après avoir prononcé ces paroles, le bisaïeul d'Elvire remit ses habits de duc et s'éloigna précipitamment.
la_fabrique_de_crimes_12_f000039|Est-il besoin d'expliquer que les divers évènements, racontés dans nos premiers chapitres, disparurent aux yeux de Montaroux derrière l'immense voiture de vidange de la compagnie Lesage,|Est-il besoin d'expliquer que les divers évènements, racontés dans nos premiers chapitres, disparurent aux yeux de Montaroux derrière l'immense voiture de vidange de la compagnie Lesage,
la_fabrique_de_crimes_12_f000040|nouveau système diviseur et inodore?|nouveau système diviseur et inodore?
la_fabrique_de_crimes_12_f000041|À cet égard, le meurtre du cocher fut inutile. Nous n'aurions pas pris la peine de le mentionner, s'il ne devait plus tard servir au développement de notre drame...|À cet égard, le meurtre du cocher fut inutile. Nous n'aurions pas pris la peine de le mentionner, s'il ne devait plus tard servir au développement de notre drame...
la_fabrique_de_crimes_12_f000042|Dans un salon somptueux et nobiliaire de la rue de Grenelle-Saint- Germain, une femme d'un certain âge était demi-couchée sur un lit de repos.|Dans un salon somptueux et nobiliaire de la rue de Grenelle-Saint- Germain, une femme d'un certain âge était demi-couchée sur un lit de repos.
la_fabrique_de_crimes_12_f000043|Un jeune homme de vingt-huit ans, remarquable par sa beauté méditative, lui tâtait le pouls.|Un jeune homme de vingt-huit ans, remarquable par sa beauté méditative, lui tâtait le pouls.
la_fabrique_de_crimes_12_f000044|L'une était la princesse Troïka, propriétaire des mines d'or de Tobolsk;|L'une était la princesse Troïka, propriétaire des mines d'or de Tobolsk;
la_fabrique_de_crimes_12_f000045|dans l'autre vous eussiez reconnu le faux porteur d'eau des noces précitées: Coriolan des ruines de Palmyre, connu dans l'univers sous le nom de docteur Fandango.|dans l'autre vous eussiez reconnu le faux porteur d'eau des noces précitées: Coriolan des ruines de Palmyre, connu dans l'univers sous le nom de docteur Fandango.
la_fabrique_de_crimes_12_f000046|- Docteur, demanda-t-elle d'une voix languissante, avez-vous deviné le mal dont je meurs?|- Docteur, demanda-t-elle d'une voix languissante, avez-vous deviné le mal dont je meurs?
la_fabrique_de_crimes_12_f000047|- Oui princesse, répondit Fandango.|- Oui princesse, répondit Fandango.
la_fabrique_de_crimes_12_f000048|Elle le regarda d'un air d'étonnement qui n'excluait pas le doute.|Elle le regarda d'un air d'étonnement qui n'excluait pas le doute.
la_fabrique_de_crimes_12_f000049|-- Princesse, reprit le docteur, comme répondant à ce regard, vous ne pouvez vous consoler de la perte de votre enfant.|-- Princesse, reprit le docteur, comme répondant à ce regard, vous ne pouvez vous consoler de la perte de votre enfant.
la_fabrique_de_crimes_12_f000050|-- Ô ciel! s'écria Troïka, homme surprenant, lisez-vous donc au fond des coeurs?|-- Ô ciel! s'écria Troïka, homme surprenant, lisez-vous donc au fond des coeurs?
la_fabrique_de_crimes_12_f000051|Mon art va jusque-là, madame.|Mon art va jusque-là, madame.
la_fabrique_de_crimes_12_f000052|Troïka soupira.|Troïka soupira.
la_fabrique_de_crimes_12_f000053|-- Vous m'inspirez un tel sentiment que pour un rien je vous raconterais ma touchante histoire.|-- Vous m'inspirez un tel sentiment que pour un rien je vous raconterais ma touchante histoire.
la_fabrique_de_crimes_12_f000054|-- Je suis un peu pressé... est-elle longue votre histoire?|-- Je suis un peu pressé... est-elle longue votre histoire?
la_fabrique_de_crimes_12_f000055|-- J'abrégerai.|-- J'abrégerai.
la_fabrique_de_crimes_12_f000056|-- J'écoute.|-- J'écoute.
la_fabrique_de_crimes_12_f000057|La princesse prit une posture à la fois agréable et commode, puis elle débuta ainsi: -- Mon père possédait la moitié des mines d'or de Tobolsk, le père du prince Troïka possédait l'autre moitié.|La princesse prit une posture à la fois agréable et commode, puis elle débuta ainsi: -- Mon père possédait la moitié des mines d'or de Tobolsk, le père du prince Troïka possédait l'autre moitié.
la_fabrique_de_crimes_12_f000058|Nous nous rencontrâmes dans une société choisie. Il me plut, je fus adorée par lui, les convenances y étaient, nous nous mariâmes. Il y a de cela trente ans moins six mois.|Nous nous rencontrâmes dans une société choisie. Il me plut, je fus adorée par lui, les convenances y étaient, nous nous mariâmes. Il y a de cela trente ans moins six mois.
la_fabrique_de_crimes_12_f000059|Fandango était distrait, il ne fit nulle attention à ce chiffre qui eut dû exciter son intérêt car ce fut vers la même époque que le travail de génération spontanée dût commencer à préparer sa naissance.|Fandango était distrait, il ne fit nulle attention à ce chiffre qui eut dû exciter son intérêt car ce fut vers la même époque que le travail de génération spontanée dût commencer à préparer sa naissance.
la_fabrique_de_crimes_12_f000060|La princesse continua: -- Mon mari et moi, nous avions du goût pour les voyages. Nous résolûmes d'aller passer en Asie les derniers mois de notre lune de miel...|La princesse continua: -- Mon mari et moi, nous avions du goût pour les voyages. Nous résolûmes d'aller passer en Asie les derniers mois de notre lune de miel...
la_fabrique_de_crimes_12_f000061|-- En Asie, répéta Fandango qui songeait volontairement à son berceau.|-- En Asie, répéta Fandango qui songeait volontairement à son berceau.
la_fabrique_de_crimes_12_f000062|-- N'ayant pu obtenir la permission du czar, nous partîmes secrètement et nous apprîmes, sur les bords du Wolga, que l'empereur de toutes les Russies m'avait condamnée...|-- N'ayant pu obtenir la permission du czar, nous partîmes secrètement et nous apprîmes, sur les bords du Wolga, que l'empereur de toutes les Russies m'avait condamnée...
la_fabrique_de_crimes_12_f000063|-- Condamnée! répéta encore le docteur.|-- Condamnée! répéta encore le docteur.
la_fabrique_de_crimes_12_f000064|-- Il me trouvait belle, murmura Troïka en baissant les yeux, et il avait contre ma vertu des desseins coupables...|-- Il me trouvait belle, murmura Troïka en baissant les yeux, et il avait contre ma vertu des desseins coupables...
la_fabrique_de_crimes_12_f000065|Condamnée à mort, disais-je. Nous passâmes la frontière et parvînmes, après de longues traversées, jusqu'aux rives de l'Euphrate.|Condamnée à mort, disais-je. Nous passâmes la frontière et parvînmes, après de longues traversées, jusqu'aux rives de l'Euphrate.
la_fabrique_de_crimes_12_f000066|Nous entrâmes en Arabie; c'était là que le plus affreux malheur m'attendait.|Nous entrâmes en Arabie; c'était là que le plus affreux malheur m'attendait.
la_fabrique_de_crimes_12_f000067|Un soir, il y a de cela juste vingt-huit ans et neuf mois...|Un soir, il y a de cela juste vingt-huit ans et neuf mois...
la_fabrique_de_crimes_12_f000068|Fandango tressaillit si visiblement que la princesse s'interrompit pour lui demander: -- Docteur, qu'avez-vous?|Fandango tressaillit si visiblement que la princesse s'interrompit pour lui demander: -- Docteur, qu'avez-vous?
la_fabrique_de_crimes_12_f000069|-- Rien, fit-il, poursuivez!|-- Rien, fit-il, poursuivez!
la_fabrique_de_crimes_12_f000070|-- Je fus prise des douleurs de l'enfantement dans un lieu désert, peu éloigné des fameuses ruines de Palmyre...|-- Je fus prise des douleurs de l'enfantement dans un lieu désert, peu éloigné des fameuses ruines de Palmyre...
la_fabrique_de_crimes_12_f000071|Pour la troisième fois, le docteur interrompit et répéta: -- Les ruines de Palmyre!|Pour la troisième fois, le docteur interrompit et répéta: -- Les ruines de Palmyre!
la_fabrique_de_crimes_12_f000072|Il devint plus pensif.|Il devint plus pensif.
la_fabrique_de_crimes_12_f000073|-- Pendant que je souffrais, continua la princesse, notre caravane fut attaquée par les habitants voleurs de ce pernicieux pays, qui hachèrent en pièces notre escorte et se portèrent sur mes femmes de chambre à d'atroces extrémités.|-- Pendant que je souffrais, continua la princesse, notre caravane fut attaquée par les habitants voleurs de ce pernicieux pays, qui hachèrent en pièces notre escorte et se portèrent sur mes femmes de chambre à d'atroces extrémités.
la_fabrique_de_crimes_12_f000074|Ils empalèrent mon malheureux époux après l'avoir scalpé comme un Mohican et ne s'arrêtèrent même pas devant cet état critique où je me trouvais et qui inspire de l'intérêt aux cinq parties du monde.|Ils empalèrent mon malheureux époux après l'avoir scalpé comme un Mohican et ne s'arrêtèrent même pas devant cet état critique où je me trouvais et qui inspire de l'intérêt aux cinq parties du monde.
la_fabrique_de_crimes_12_f000075|Ce fut au milieu de ces tortures que je mis au jour un enfant du sexe masculin...|Ce fut au milieu de ces tortures que je mis au jour un enfant du sexe masculin...
la_fabrique_de_crimes_12_f000076|-- Ah! fit Coriolan avec explosion, c'était un fils!|-- Ah! fit Coriolan avec explosion, c'était un fils!
la_fabrique_de_crimes_12_f000077|-- L'auriez vous connu? demanda la princesse dans le naïf élan de son amour maternel.|-- L'auriez vous connu? demanda la princesse dans le naïf élan de son amour maternel.
la_fabrique_de_crimes_12_f000078|Coriolan répondit d'un accent étouffé: -- J'ai fait plus!|Coriolan répondit d'un accent étouffé: -- J'ai fait plus!
la_fabrique_de_crimes_12_f000079|Puis il ajouta, en proie à une indescriptible agitation: -- Madame, je croyais être le fruit de la génération spontanée, mais toutes ces circonstances sont tellement étranges...|Puis il ajouta, en proie à une indescriptible agitation: -- Madame, je croyais être le fruit de la génération spontanée, mais toutes ces circonstances sont tellement étranges...
la_fabrique_de_crimes_12_f000080|Mon berceau a été trouvé, il y a vingt-huit ans et neuf mois dans les ruines de Palmyre...|Mon berceau a été trouvé, il y a vingt-huit ans et neuf mois dans les ruines de Palmyre...
la_fabrique_de_crimes_12_f000081|-- Prouvez-le! s'écria la princesse! Fandango prit dans sa poche un petit morceau de marbre et dit: -- Voici un fragment de la colonne qui frappa mon premier regard!|-- Prouvez-le! s'écria la princesse! Fandango prit dans sa poche un petit morceau de marbre et dit: -- Voici un fragment de la colonne qui frappa mon premier regard!
la_fabrique_de_crimes_12_f000082|-- Je reconnais ce porphyre! dit Troïka en un cri du coeur, mais j'avais pendu à ton cou un bijou de corail aquatique...|-- Je reconnais ce porphyre! dit Troïka en un cri du coeur, mais j'avais pendu à ton cou un bijou de corail aquatique...
la_fabrique_de_crimes_12_f000083|-- Ma jeune épouse le porte sur son coeur interrompit Coriolan à son tour, et qui pourrait dire ce qu'elle est devenue.|-- Ma jeune épouse le porte sur son coeur interrompit Coriolan à son tour, et qui pourrait dire ce qu'elle est devenue.
la_fabrique_de_crimes_12_f000084|La princesse prit un air froid, elle doutait.|La princesse prit un air froid, elle doutait.
la_fabrique_de_crimes_12_f000085|Mais tout à coup elle sauta sur ses pieds et dit: -- Tu avais une marque de naissance. J'avais eu une envie d'écrevisses dans ces solitudes où l'absence d'eau les rend très rares...|Mais tout à coup elle sauta sur ses pieds et dit: -- Tu avais une marque de naissance. J'avais eu une envie d'écrevisses dans ces solitudes où l'absence d'eau les rend très rares...
la_fabrique_de_crimes_12_f000086|tu portais... mon fils portait une écrevisse à peu près dessinée, non loin du cordon ombilical!|tu portais... mon fils portait une écrevisse à peu près dessinée, non loin du cordon ombilical!
la_fabrique_de_crimes_12_f000087|L'épreuve était facile. Elle fut faite. La princesse Troïka et le docteur Fandango tombèrent dans les bras l'un de l'autre en murmurant des paroles inarticulées parmi lesquelles on distinguait: -- Mon fils!|L'épreuve était facile. Elle fut faite. La princesse Troïka et le docteur Fandango tombèrent dans les bras l'un de l'autre en murmurant des paroles inarticulées parmi lesquelles on distinguait: -- Mon fils!
la_fabrique_de_crimes_12_f000088|-- Ma mère!|-- Ma mère!
la_fabrique_de_crimes_12_f000089|Cette scène attendrissante se serait prolongée peut-être si elle n'avait été tranchée par un coup de foudre.|Cette scène attendrissante se serait prolongée peut-être si elle n'avait été tranchée par un coup de foudre.
la_fabrique_de_crimes_12_f000090|La porte s'ouvrit brusquement. Mandina de Hachecor, couverte de transpiration, de poussière, de sang et de larmes, mais belle encore,|La porte s'ouvrit brusquement. Mandina de Hachecor, couverte de transpiration, de poussière, de sang et de larmes, mais belle encore,
la_fabrique_de_crimes_12_f000091|malgré tant de malpropretés, s'élança dans l'appartement.|malgré tant de malpropretés, s'élança dans l'appartement.
la_fabrique_de_crimes_12_f000092|Elle ne portait point de déguisement.|Elle ne portait point de déguisement.
la_fabrique_de_crimes_12_f000093|-- Au secours! râla-t-elle d'une voix étrange.|-- Au secours! râla-t-elle d'une voix étrange.
la_fabrique_de_crimes_12_f000094|Puis se reprenant: -- Fils de la Condamnée, dit-elle, me permettez-vous...|Puis se reprenant: -- Fils de la Condamnée, dit-elle, me permettez-vous...
la_fabrique_de_crimes_12_f000095|-- Je te le permets, répliqua Coriolan, tu m'inquiètes, parle!|-- Je te le permets, répliqua Coriolan, tu m'inquiètes, parle!
la_fabrique_de_crimes_12_f000096|Mandina aussitôt se remit à crier: -- Au secours! au secours! Ah! quel affreux carnage! tout est à feu et à sang dans la Maison du Repris de justice.|Mandina aussitôt se remit à crier: -- Au secours! au secours! Ah! quel affreux carnage! tout est à feu et à sang dans la Maison du Repris de justice.
la_fabrique_de_crimes_12_f000097|Mustapha est blessé, le gendarme est massacré, le Rémouleur... et Elvire...|Mustapha est blessé, le gendarme est massacré, le Rémouleur... et Elvire...
la_fabrique_de_crimes_12_f000098|-- Ma jeune épouse! prononça Fandango en un cri terrible.|-- Ma jeune épouse! prononça Fandango en un cri terrible.
la_fabrique_de_crimes_12_f000099|Les nerfs, déjà fort agacés de la princesse Troïka, n'y tinrent plus, elle choisit ce moment pour s'évanouir.|Les nerfs, déjà fort agacés de la princesse Troïka, n'y tinrent plus, elle choisit ce moment pour s'évanouir.
la_fabrique_de_crimes_12_f000100|-- Ma tendre mère! fit Coriolan qui se précipita sur elle.|-- Ma tendre mère! fit Coriolan qui se précipita sur elle.
la_fabrique_de_crimes_12_f000101|En tout autre moment, Mandina de Hachecor eût donné une attention extrême à cet épisode si dramatique, mais elle n'avait qu'une idée et reprit avec force:|En tout autre moment, Mandina de Hachecor eût donné une attention extrême à cet épisode si dramatique, mais elle n'avait qu'une idée et reprit avec force:
