kleinzaches_01_f000001|Erstes Kapitel.|Erstes Kapitel.
kleinzaches_07_f000092|Ich liebe, fuhr Prosper Alpanus fort, ich liebe Jünglinge, die so wie du, mein Balthasar, Sehnsucht und Liebe im reinen Herzen tragen, in deren Innerm noch jene herrlichen Akkorde widerhallen,|Ich liebe, fuhr Prosper Alpanus fort, ich liebe Jünglinge, die so wie du, mein Balthasar, Sehnsucht und Liebe im reinen Herzen tragen, in deren Innerm noch jene herrlichen Akkorde widerhallen,
kleinzaches_07_f000093|die dem fernen Lande voll göttlicher Wunder angehören, das meine Heimat ist.|die dem fernen Lande voll göttlicher Wunder angehören, das meine Heimat ist.
kleinzaches_07_f000094|Die glücklichen, mit dieser inneren Musik begabten Menschen sind die einzigen, die man Dichter nennen kann, wiewohl viele auch so gescholten werden, die den ersten besten Brummbaß zur Hand nehmen,|Die glücklichen, mit dieser inneren Musik begabten Menschen sind die einzigen, die man Dichter nennen kann, wiewohl viele auch so gescholten werden, die den ersten besten Brummbaß zur Hand nehmen,
kleinzaches_07_f000095|darauf herumstreichen und das verworrene Gerassel der unter ihrer Faust stöhnenden Saiten für herrliche Musik halten, die aus ihrem eignen Innern heraustönt.|darauf herumstreichen und das verworrene Gerassel der unter ihrer Faust stöhnenden Saiten für herrliche Musik halten, die aus ihrem eignen Innern heraustönt.
kleinzaches_07_f000096|Dir ist, ich weiß es, mein geliebter Balthasar, dir ist es zuweilen so, als verstündest du die murmelnden Quellen, die rauschenden Bäume, ja, als spräche das aufflammende Abendrot zu dir mit verständlichen Worten!|Dir ist, ich weiß es, mein geliebter Balthasar, dir ist es zuweilen so, als verstündest du die murmelnden Quellen, die rauschenden Bäume, ja, als spräche das aufflammende Abendrot zu dir mit verständlichen Worten!
kleinzaches_07_f000097|Ja, mein Balthasar!|Ja, mein Balthasar!
kleinzaches_07_f000098|in diesen Momenten verstehst du wirklich die wunderbaren Stimmen der Natur, denn aus deinem eignen Innern erhebt sich der göttliche Ton, den die wundervolle Harmonie des tiefsten Wesens der Natur entzündet.|in diesen Momenten verstehst du wirklich die wunderbaren Stimmen der Natur, denn aus deinem eignen Innern erhebt sich der göttliche Ton, den die wundervolle Harmonie des tiefsten Wesens der Natur entzündet.
kleinzaches_07_f000099|Da du Klavier spielst, o Dichter, so wirst du wissen, daß dem angeschlagenen Ton die ihm verwandten Töne nachklingen.|Da du Klavier spielst, o Dichter, so wirst du wissen, daß dem angeschlagenen Ton die ihm verwandten Töne nachklingen.
kleinzaches_07_f000100|Dieses Naturgesetz dient zu mehr als zum schalen Gleichnis!|Dieses Naturgesetz dient zu mehr als zum schalen Gleichnis!
kleinzaches_07_f000101|Ja, o Dichter, du bist ein viel besserer, als es manche glauben, denen du deine Versuche, die innere Musik mit Feder und Tinte zu Papier zu bringen, vorgelesen.|Ja, o Dichter, du bist ein viel besserer, als es manche glauben, denen du deine Versuche, die innere Musik mit Feder und Tinte zu Papier zu bringen, vorgelesen.
kleinzaches_07_f000102|Mit diesen Versuchen ist es nicht weit her.|Mit diesen Versuchen ist es nicht weit her.
kleinzaches_07_f000103|Doch hast du im historischen Stil einen guten Wurf getan, als du mit pragmatischer Breite und Genauigkeit die Geschichte von der Liebe der Nachtigall zur Purpurrose aufschriebst, welche sich unter meinen Augen begeben.|Doch hast du im historischen Stil einen guten Wurf getan, als du mit pragmatischer Breite und Genauigkeit die Geschichte von der Liebe der Nachtigall zur Purpurrose aufschriebst, welche sich unter meinen Augen begeben.
kleinzaches_07_f000104|Das ist eine ganz artige Arbeit – Prosper Alpanus hielt inne, Balthasar blickte ihn ganz verwundert an mit großen Augen, er wußte gar nicht, was er dazu sagen sollte, daß Prosper das Gedicht, welches er für das phantastischste hielt,|Das ist eine ganz artige Arbeit - Prosper Alpanus hielt inne, Balthasar blickte ihn ganz verwundert an mit großen Augen, er wußte gar nicht, was er dazu sagen sollte, daß Prosper das Gedicht, welches er für das phantastischste hielt,
kleinzaches_07_f000105|das er jemals aufgeschrieben, für einen historischen Versuch erklärte.|das er jemals aufgeschrieben, für einen historischen Versuch erklärte.
kleinzaches_07_f000106|Du magst, fuhr Prosper Alpanus fort, indem ein anmutiges Lächeln sein Gesicht überstrahlte, du magst dich wohl über meine Reden verwundern, dir mag überhaupt manches seltsam an mir vorkommen.|Du magst, fuhr Prosper Alpanus fort, indem ein anmutiges Lächeln sein Gesicht überstrahlte, du magst dich wohl über meine Reden verwundern, dir mag überhaupt manches seltsam an mir vorkommen.
kleinzaches_07_f000107|Bedenke aber, daß ich nach dem Urteil aller vernünftigen Leute eine Person bin, die nur im Märchen auftreten darf, und du weißt, geliebter Balthasar, daß solche Personen sich wunderlich gebärden und tolles Zeug schwatzen können,|Bedenke aber, daß ich nach dem Urteil aller vernünftigen Leute eine Person bin, die nur im Märchen auftreten darf, und du weißt, geliebter Balthasar, daß solche Personen sich wunderlich gebärden und tolles Zeug schwatzen können,
kleinzaches_07_f000108|wie sie nur mögen, vorzüglich wenn hinter allem doch etwas steckt, was gerade nicht zu verwerfen.|wie sie nur mögen, vorzüglich wenn hinter allem doch etwas steckt, was gerade nicht zu verwerfen.
kleinzaches_07_f000109|Nun aber weiter!|Nun aber weiter!
kleinzaches_07_f000110|Nahm sich die Fee Rosabelverde des mißgestalteten Zinnober so eifrig an, so bist du, mein Balthasar, nun ganz und gar mein lieber Schützling.|Nahm sich die Fee Rosabelverde des mißgestalteten Zinnober so eifrig an, so bist du, mein Balthasar, nun ganz und gar mein lieber Schützling.
kleinzaches_07_f000111|Höre also, was ich für dich zu tun gesonnen!|Höre also, was ich für dich zu tun gesonnen!
kleinzaches_07_f000112|Der Zauberer Lothos besuchte mich gestern, er brachte mir tausend Grüße, aber auch tausend Klagen von der Prinzessin Balsamine, die aus dem Schlafe erwacht ist und in den süßen Tönen des Chartah Bhade,|Der Zauberer Lothos besuchte mich gestern, er brachte mir tausend Grüße, aber auch tausend Klagen von der Prinzessin Balsamine, die aus dem Schlafe erwacht ist und in den süßen Tönen des Chartah Bhade,
kleinzaches_07_f000113|jenes herrlichen Gedichts, das unsere erste Liebe war, sehnende Arme nach mir ausstreckt.|jenes herrlichen Gedichts, das unsere erste Liebe war, sehnende Arme nach mir ausstreckt.
kleinzaches_07_f000114|Auch mein alter Freund, der Minister Yuchi, winkt mir freundlich zu vom Polarstern.|Auch mein alter Freund, der Minister Yuchi, winkt mir freundlich zu vom Polarstern.
kleinzaches_07_f000115|Ich muß fort nach dem fernsten Indien!|Ich muß fort nach dem fernsten Indien!
kleinzaches_07_f000116|Mein Landgut, das ich verlasse, wünsche ich in keines andern Besitz zu sehen als in dem deinigen.|Mein Landgut, das ich verlasse, wünsche ich in keines andern Besitz zu sehen als in dem deinigen.
kleinzaches_07_f000117|Morgen gehe ich nach Kerepes und lasse eine förmliche Schenkungsurkunde ausfertigen, in der ich als dein Oheim auftrete.|Morgen gehe ich nach Kerepes und lasse eine förmliche Schenkungsurkunde ausfertigen, in der ich als dein Oheim auftrete.
kleinzaches_07_f000118|Ist nun Zinnobers Zauber gelöst; trittst du vor den Professor Mosch Terpin hin als Besitzer eines vortrefflichen Landguts, eines beträchtlichen Vermögens,|Ist nun Zinnobers Zauber gelöst; trittst du vor den Professor Mosch Terpin hin als Besitzer eines vortrefflichen Landguts, eines beträchtlichen Vermögens,
kleinzaches_07_f000119|und wirbst du um die Hand der schönen Candida, so wird er in voller Freude dir alles gewähren.|und wirbst du um die Hand der schönen Candida, so wird er in voller Freude dir alles gewähren.
kleinzaches_07_f000120|Aber noch mehr!|Aber noch mehr!
kleinzaches_07_f000121|Ziehst du mit deiner Candida ein in mein Landhaus, so ist das Glück deiner Ehe gesichert.|Ziehst du mit deiner Candida ein in mein Landhaus, so ist das Glück deiner Ehe gesichert.
kleinzaches_07_f000122|Hinter den schönen Bäumen wächst alles, was das Haus bedarf; außer den herrlichsten Früchten der schönste Kohl und tüchtiges schmackhaftes Gemüse überhaupt, wie man es weit und breit nicht findet.|Hinter den schönen Bäumen wächst alles, was das Haus bedarf; außer den herrlichsten Früchten der schönste Kohl und tüchtiges schmackhaftes Gemüse überhaupt, wie man es weit und breit nicht findet.
kleinzaches_07_f000123|Deine Frau wird immer den ersten Salat, die ersten Spargel haben.|Deine Frau wird immer den ersten Salat, die ersten Spargel haben.
kleinzaches_07_f000124|Die Küche ist so eingerichtet, daß die Töpfe niemals überlaufen und keine Schüssel verdirbt, solltest du auch einmal eine ganze Stunde über die Essenszeit ausbleiben.|Die Küche ist so eingerichtet, daß die Töpfe niemals überlaufen und keine Schüssel verdirbt, solltest du auch einmal eine ganze Stunde über die Essenszeit ausbleiben.
kleinzaches_07_f000125|Teppiche, Stuhl- und Sofa-Bezüge sind von der Beschaffenheit, daß es bei der größten Ungeschicklichkeit der Dienstboten unmöglich bleibt, einen Fleck hineinzubringen, ebenso zerbricht kein Porzellan,|Teppiche, Stuhl- und Sofa-Bezüge sind von der Beschaffenheit, daß es bei der größten Ungeschicklichkeit der Dienstboten unmöglich bleibt, einen Fleck hineinzubringen, ebenso zerbricht kein Porzellan,
kleinzaches_07_f000126|kein Glas, sollte sich auch die Dienerschaft deshalb die größte Mühe geben und es auf den härtesten Boden werfen.|kein Glas, sollte sich auch die Dienerschaft deshalb die größte Mühe geben und es auf den härtesten Boden werfen.
kleinzaches_07_f000127|Jedesmal endlich, wenn deine Frau waschen läßt, ist auf dem großen Wiesenplan hinter dem Hause das allerschönste heiterste Wetter, sollte es auch rings umher regnen, donnern und blitzen.|Jedesmal endlich, wenn deine Frau waschen läßt, ist auf dem großen Wiesenplan hinter dem Hause das allerschönste heiterste Wetter, sollte es auch rings umher regnen, donnern und blitzen.
kleinzaches_07_f000128|Kurz, mein Balthasar, es ist dafür gesorgt, daß du das häusliche Glück an deiner holden Candida Seite ruhig und ungestört genießest!|Kurz, mein Balthasar, es ist dafür gesorgt, daß du das häusliche Glück an deiner holden Candida Seite ruhig und ungestört genießest!
kleinzaches_07_f000129|Doch nun ist es wohl an der Zeit, daß ich heimkehre und in Gemeinschaft mit meinem Freunde Lothos die Anstalten zu meiner baldigen Abreise beginne.|Doch nun ist es wohl an der Zeit, daß ich heimkehre und in Gemeinschaft mit meinem Freunde Lothos die Anstalten zu meiner baldigen Abreise beginne.
kleinzaches_07_f000130|Lebe wohl, mein Balthasar!|Lebe wohl, mein Balthasar!
kleinzaches_07_f000131|Damit pfiff Prosper ein – zweimal der Libelle, die alsbald sumsend herbeiflog.|Damit pfiff Prosper ein - zweimal der Libelle, die alsbald sumsend herbeiflog.
kleinzaches_07_f000132|Er zäumte sie auf und schwang sich in den Sattel.|Er zäumte sie auf und schwang sich in den Sattel.
kleinzaches_07_f000133|Aber schon im Davonschweben hielt er plötzlich an und kehrte um zu Balthasar.|Aber schon im Davonschweben hielt er plötzlich an und kehrte um zu Balthasar.
kleinzaches_07_f000134|Beinahe, sprach er, hätte ich deinen Freund Fabian vergessen.|Beinahe, sprach er, hätte ich deinen Freund Fabian vergessen.
kleinzaches_07_f000135|In einem Anfall schalkischer Laune habe ich ihn für seinen Vorwitz zu hart gestraft.|In einem Anfall schalkischer Laune habe ich ihn für seinen Vorwitz zu hart gestraft.
kleinzaches_07_f000136|In dieser Dose ist das enthalten, was ihn tröstet!|In dieser Dose ist das enthalten, was ihn tröstet!
kleinzaches_07_f000137|Prosper reichte dem Balthasar ein kleines, blank poliertes schildkrötenes Döschen hin, das er ebenso einsteckte, wie die kleine Lorgnette, die er erst zur Entzauberung Zinnobers von Prosper erhalten.|Prosper reichte dem Balthasar ein kleines, blank poliertes schildkrötenes Döschen hin, das er ebenso einsteckte, wie die kleine Lorgnette, die er erst zur Entzauberung Zinnobers von Prosper erhalten.
kleinzaches_07_f000138|Prosper Alpanus rauschte nun fort durch das Gebüsch, indem die Stimmen des Waldes stärker und anmutiger ertönten.|Prosper Alpanus rauschte nun fort durch das Gebüsch, indem die Stimmen des Waldes stärker und anmutiger ertönten.
kleinzaches_07_f000139|Balthasar kehrte zurück nach Hoch-Jakobsheim, alle Wonne, alles Entzücken der süßesten Hoffnung im Herzen.|Balthasar kehrte zurück nach Hoch-Jakobsheim, alle Wonne, alles Entzücken der süßesten Hoffnung im Herzen.
kleinzaches_07_f000140|Ende von Kapitel sieben.|Ende von Kapitel sieben.
kleinzaches_08_f000001|Kapitel acht von Klein zaches, genannt Zinnober von E. T. A. Hoffmann.|Kapitel acht von Klein zaches, genannt Zinnober von E. T. A. Hoffmann.
kleinzaches_08_f000002|Diese Librivox Aufnahme ist in der public Domain.|Diese Librivox Aufnahme ist in der public Domain.
kleinzaches_08_f000003|Achtes Kapitel.|Achtes Kapitel.
kleinzaches_08_f000004|Wie Fabian seiner langen Rockschöße halber für einen Sektierer und Tumultuanten gehalten wurde.|Wie Fabian seiner langen Rockschöße halber für einen Sektierer und Tumultuanten gehalten wurde.
kleinzaches_08_f000005|Wie Fürst Barsanuph hinter den Kaminschirm trat und den Generaldirektor der natürlichen Angelegenheiten kassierte.|Wie Fürst Barsanuph hinter den Kaminschirm trat und den Generaldirektor der natürlichen Angelegenheiten kassierte.
kleinzaches_08_f000006|Zinnobers Flucht aus Mosch Terpins Hause.|Zinnobers Flucht aus Mosch Terpins Hause.
kleinzaches_08_f000007|Wie Mosch Terpin auf einem Sommervogel ausreiten und Kaiser werden wollte, dann aber zu Bette ging.|Wie Mosch Terpin auf einem Sommervogel ausreiten und Kaiser werden wollte, dann aber zu Bette ging.
kleinzaches_08_f000008|In der frühesten Morgendämmerung, als Wege und Straßen noch einsam, schlich sich Balthasar hinein nach Kerepes und lief augenblicklich zu seinem Freunde Fabian.|In der frühesten Morgendämmerung, als Wege und Straßen noch einsam, schlich sich Balthasar hinein nach Kerepes und lief augenblicklich zu seinem Freunde Fabian.
kleinzaches_08_f000009|Als er an die Stubentüre pochte, rief eine kranke matte Stimme: Herein!|Als er an die Stubentüre pochte, rief eine kranke matte Stimme: Herein!
kleinzaches_08_f000010|Bleich – entstellt, hoffnungslosen Schmerz im Antlitz, lag Fabian auf dem Bette.|Bleich - entstellt, hoffnungslosen Schmerz im Antlitz, lag Fabian auf dem Bette.
kleinzaches_08_f000011|Um des Himmels willen, rief Balthasar, um des Himmels willen – Freund! sprich! was ist dir widerfahren?|Um des Himmels willen, rief Balthasar, um des Himmels willen - Freund! sprich! was ist dir widerfahren?
kleinzaches_08_f000012|Ach Freund, sprach Fabian mit gebrochener Stimme, indem er sich mühsam in die Höhe richtete, mit mir ist es aus, rein aus.|Ach Freund, sprach Fabian mit gebrochener Stimme, indem er sich mühsam in die Höhe richtete, mit mir ist es aus, rein aus.
kleinzaches_08_f000013|Der verfluchte Hexenspuk, den, ich weiß es, der rachsüchtige Prosper Alpanus über mich gebracht, stürzt mich ins Verderben!|Der verfluchte Hexenspuk, den, ich weiß es, der rachsüchtige Prosper Alpanus über mich gebracht, stürzt mich ins Verderben!
kleinzaches_08_f000014|Wie ist das möglich? fragte Balthasar; Zauberei, Hexenspuk, du glaubtest sonst an dergleichen nicht.|Wie ist das möglich? fragte Balthasar; Zauberei, Hexenspuk, du glaubtest sonst an dergleichen nicht.
kleinzaches_08_f000015|Ach, fuhr Fabian mit weinerlicher Stimme fort, ach, ich glaube jetzt an alles, an Zauberer und Hexen und Erdgeister und Wassergeister, an den Rattenkönig und die Alraunwurzel – an alles, was du willst.|Ach, fuhr Fabian mit weinerlicher Stimme fort, ach, ich glaube jetzt an alles, an Zauberer und Hexen und Erdgeister und Wassergeister, an den Rattenkönig und die Alraunwurzel - an alles, was du willst.
kleinzaches_08_f000016|Wem das Ding so auf den Hals tritt wie mir, der gibt sich wohl!|Wem das Ding so auf den Hals tritt wie mir, der gibt sich wohl!
kleinzaches_08_f000017|Du erinnerst dich an den höllischen Skandal mit meinem Rocke, als wir von Prosper Alpanus kamen!|Du erinnerst dich an den höllischen Skandal mit meinem Rocke, als wir von Prosper Alpanus kamen!
kleinzaches_08_f000018|Ja! wäre es nur dabei geblieben!|Ja! wäre es nur dabei geblieben!
kleinzaches_08_f000019|Sich dich doch etwas um in meinem Zimmer, lieber Balthasar!|Sich dich doch etwas um in meinem Zimmer, lieber Balthasar!
kleinzaches_08_f000020|Balthasar tat es und gewahrte an allen Wänden rings umher eine Unzahl von Fracks, Überröcken, Kurtken von allem möglichen Zuschnitt, von allen möglichen Farben.|Balthasar tat es und gewahrte an allen Wänden rings umher eine Unzahl von Fracks, Überröcken, Kurtken von allem möglichen Zuschnitt, von allen möglichen Farben.
kleinzaches_08_f000021|Wie, rief er, willst du einen Kleiderkram anlegen, Fabian?|Wie, rief er, willst du einen Kleiderkram anlegen, Fabian?
kleinzaches_08_f000022|Spotte nicht, erwiderte Fabian, spotte nicht, lieber Freund.|Spotte nicht, erwiderte Fabian, spotte nicht, lieber Freund.
kleinzaches_08_f000023|Alle diese Kleider ließ ich anfertigen von den berühmtesten Schneidern, immer hoffend, endlich einmal der unseligen Verdammnis zu entgehen, die auf meinen Röcken ruht, aber umsonst.|Alle diese Kleider ließ ich anfertigen von den berühmtesten Schneidern, immer hoffend, endlich einmal der unseligen Verdammnis zu entgehen, die auf meinen Röcken ruht, aber umsonst.
kleinzaches_08_f000024|Sowie ich den schönsten Rock, der mir steht wie angegossen an den Leib, nur einige Minuten trage, rutschen die Ärmel mir an die Schultern herauf, und die Schöße schwänzeln mir nach sechs Ellen lang.|Sowie ich den schönsten Rock, der mir steht wie angegossen an den Leib, nur einige Minuten trage, rutschen die Ärmel mir an die Schultern herauf, und die Schöße schwänzeln mir nach sechs Ellen lang.
kleinzaches_08_f000025|In der Verzweiflung ließ ich mir jenen Spenzer mit den eine Welt langen Pierrotsärmeln machen: ›Rutscht nur, Ärmel‹, dachte ich, ›dehnt euch nur aus, Schöße, so kommt alles ins Gleiche;‹ aber!|In der Verzweiflung ließ ich mir jenen Spenzer mit den eine Welt langen Pierrotsärmeln machen: Rutscht nur, Ärmel, dachte ich, dehnt euch nur aus, Schöße, so kommt alles ins Gleiche; aber!
kleinzaches_08_f000026|ganz dasselbe wie mit allen andern Röcken war es in wenigen Minuten!|ganz dasselbe wie mit allen andern Röcken war es in wenigen Minuten!
kleinzaches_08_f000027|Alle Kunst und Kraft der mächtigsten Schneider richtete nichts aus gegen den verwünschten Zauber!|Alle Kunst und Kraft der mächtigsten Schneider richtete nichts aus gegen den verwünschten Zauber!
kleinzaches_08_f000028|Daß ich verhöhnt, verspottet wurde, wo ich mich nur blicken ließ, versteht sich von selbst, aber bald veranlaßte meine unverschuldete Hartnäckigkeit, immer wieder in einem solch verteufelten Rock zu erscheinen, ganz andere Urteile.|Daß ich verhöhnt, verspottet wurde, wo ich mich nur blicken ließ, versteht sich von selbst, aber bald veranlaßte meine unverschuldete Hartnäckigkeit, immer wieder in einem solch verteufelten Rock zu erscheinen, ganz andere Urteile.
kleinzaches_08_f000029|Das Geringste war noch, daß die Frauen mich grenzenlos eitel und abgeschmackt schalten, da ich aller Sitte entgegen mich durchaus mit nackten Armen, sie wahrscheinlich für sehr schön haltend, sehen lassen wolle.|Das Geringste war noch, daß die Frauen mich grenzenlos eitel und abgeschmackt schalten, da ich aller Sitte entgegen mich durchaus mit nackten Armen, sie wahrscheinlich für sehr schön haltend, sehen lassen wolle.
kleinzaches_08_f000030|Die Theologen aber schrien mich bald für einen Sektierer aus, stritten sich nur, ob ich zur Sekte der Ärmelianer oder Schößianer zu rechnen, waren aber darin einig, daß beide Sekten höchst gefährlich zu nennen,|Die Theologen aber schrien mich bald für einen Sektierer aus, stritten sich nur, ob ich zur Sekte der Ärmelianer oder Schößianer zu rechnen, waren aber darin einig, daß beide Sekten höchst gefährlich zu nennen,
kleinzaches_08_f000031|da beide vollkommene Freiheit des Willens statuierten und sich erfrechten zu denken, was sie wollten.|da beide vollkommene Freiheit des Willens statuierten und sich erfrechten zu denken, was sie wollten.
kleinzaches_08_f000032|Diplomatiker hielten mich für einen schnöden Aufwiegler.|Diplomatiker hielten mich für einen schnöden Aufwiegler.
kleinzaches_08_f000033|Sie behaupteten, ich wolle durch meine langen Rockschöße Unzufriedenheit im Volke erregen und es aufsässig machen gegen die Regierung, gehöre überhaupt zu einem geheimen Bunde, dessen Zeichen ein kurzer Ärmel sei.|Sie behaupteten, ich wolle durch meine langen Rockschöße Unzufriedenheit im Volke erregen und es aufsässig machen gegen die Regierung, gehöre überhaupt zu einem geheimen Bunde, dessen Zeichen ein kurzer Ärmel sei.
kleinzaches_08_f000034|Schon seit langer Zeit fänden sich hie und da Spuren der Kurzärmler, die ebenso zu fürchten als die Jesuiten, ja noch mehr, da sie sich bemühten, überall die jedem Staate schädliche Poesie einzuführen, und an der Infallibilität der Fürsten zweifelten.|Schon seit langer Zeit fänden sich hie und da Spuren der Kurzärmler, die ebenso zu fürchten als die Jesuiten, ja noch mehr, da sie sich bemühten, überall die jedem Staate schädliche Poesie einzuführen, und an der Infallibilität der Fürsten zweifelten.
kleinzaches_08_f000035|Kurz! das Ding wurde ernster und ernster, bis mich der Rektor zitieren ließ.|Kurz! das Ding wurde ernster und ernster, bis mich der Rektor zitieren ließ.
kleinzaches_08_f000036|Ich sah mein Unglück vorher, wenn ich einen Rock anzog, erschien also in der Weste.|Ich sah mein Unglück vorher, wenn ich einen Rock anzog, erschien also in der Weste.
kleinzaches_08_f000037|Darüber wurde der Mann zornig, er glaubte, ich wolle ihn verhöhnen, und fuhr auf mich los, ich solle binnen acht Tagen in einem vernünftigen anständigen Rock vor ihm erscheinen, widrigenfalls er ohne alle Gnade die Relegation über mich aussprechen würde.|Darüber wurde der Mann zornig, er glaubte, ich wolle ihn verhöhnen, und fuhr auf mich los, ich solle binnen acht Tagen in einem vernünftigen anständigen Rock vor ihm erscheinen, widrigenfalls er ohne alle Gnade die Relegation über mich aussprechen würde.
kleinzaches_08_f000038|Heute geht der Termin zu Ende!|Heute geht der Termin zu Ende!
kleinzaches_08_f000039|O ich Unglücklicher!|O ich Unglücklicher!
kleinzaches_08_f000040|O verdammter Prosper Alpanus!|O verdammter Prosper Alpanus!
kleinzaches_08_f000041|Halt ein, rief Balthasar, halt ein, lieber Freund Fabian, schmäle nicht auf meinen teuern lieben Oheim, der mir ein Landgut geschenkt hat.|Halt ein, rief Balthasar, halt ein, lieber Freund Fabian, schmäle nicht auf meinen teuern lieben Oheim, der mir ein Landgut geschenkt hat.
kleinzaches_08_f000042|Auch mit dir meint er es gar nicht so böse, ungeachtet er, ich muß es gestehen, den Vorwitz, womit du ihm begegnetest, zu hart gestraft hat.|Auch mit dir meint er es gar nicht so böse, ungeachtet er, ich muß es gestehen, den Vorwitz, womit du ihm begegnetest, zu hart gestraft hat.
kleinzaches_08_f000043|Doch ich bringe Hilfe! er sendet dir dies Döschen, welches alle deine Leiden enden soll.|Doch ich bringe Hilfe! er sendet dir dies Döschen, welches alle deine Leiden enden soll.
kleinzaches_08_f000044|Damit zog Balthasar das kleine schildkrötene Döschen, welches er von Prosper Alpanus erhalten, aus der Tasche und überreichte es dem trostlosen Fabian.|Damit zog Balthasar das kleine schildkrötene Döschen, welches er von Prosper Alpanus erhalten, aus der Tasche und überreichte es dem trostlosen Fabian.
kleinzaches_08_f000045|Was soll, sprach dieser, was soll mir denn der dumme Quark helfen?|Was soll, sprach dieser, was soll mir denn der dumme Quark helfen?
kleinzaches_08_f000046|wie kann ein kleines schildkrötenes Döschen Einfluß haben auf die Gestaltung meiner Röcke?|wie kann ein kleines schildkrötenes Döschen Einfluß haben auf die Gestaltung meiner Röcke?
kleinzaches_08_f000047|Das weiß ich nicht, erwiderte Balthasar, aber mein lieber Oheim kann und wird mich nicht täuschen, ich habe das vollste Zutrauen zu ihm; darum öffne nur die Dose, lieber Fabian, wir wollen sehen, was darin enthalten.|Das weiß ich nicht, erwiderte Balthasar, aber mein lieber Oheim kann und wird mich nicht täuschen, ich habe das vollste Zutrauen zu ihm; darum öffne nur die Dose, lieber Fabian, wir wollen sehen, was darin enthalten.
kleinzaches_08_f000048|Fabian tat es – und aus der Dose quoll ein herrlich gemachter schwarzer Frack von dem feinsten Tuche hervor.|Fabian tat es - und aus der Dose quoll ein herrlich gemachter schwarzer Frack von dem feinsten Tuche hervor.
kleinzaches_08_f000049|Beide, Fabian und Balthasar, konnten sich des lauten Ausrufs der höchsten Verwunderung nicht erwehren.|Beide, Fabian und Balthasar, konnten sich des lauten Ausrufs der höchsten Verwunderung nicht erwehren.
kleinzaches_08_f000050|Ha, ich verstehe dich, rief Balthasar begeistert, ha, ich verstehe dich, mein Prosper, mein teurer Oheim!|Ha, ich verstehe dich, rief Balthasar begeistert, ha, ich verstehe dich, mein Prosper, mein teurer Oheim!
kleinzaches_08_f000051|Dieser Rock wird passen, wird allen Zauber lösen.|Dieser Rock wird passen, wird allen Zauber lösen.
kleinzaches_08_f000052|Fabian zog den Rock ohne weiteres an, und was Balthasar geahnet, traf wirklich ein.|Fabian zog den Rock ohne weiteres an, und was Balthasar geahnet, traf wirklich ein.
kleinzaches_08_f000053|Das schöne Kleid saß dem Fabian, wie noch niemals ihm eins gesessen, und an Rutschen der Ärmel, an Verlängerung der Schöße war nicht zu denken.|Das schöne Kleid saß dem Fabian, wie noch niemals ihm eins gesessen, und an Rutschen der Ärmel, an Verlängerung der Schöße war nicht zu denken.
kleinzaches_08_f000054|Ganz außer sich vor Freude, beschloß Fabian nun sogleich in seinem neuen wohlpassenden Rock zum Rektor hinzulaufen und alles ins Gleiche zu bringen.|Ganz außer sich vor Freude, beschloß Fabian nun sogleich in seinem neuen wohlpassenden Rock zum Rektor hinzulaufen und alles ins Gleiche zu bringen.
kleinzaches_08_f000055|Balthasar erzählte nun seinem Freunde ausführlich, wie sich alles begeben mit Prosper Alpanus, und wie dieser ihm die Mittel in die Hand gegeben, dem heillosen Unwesen des mißgestalteten Däumlings ein Ende zu machen.|Balthasar erzählte nun seinem Freunde ausführlich, wie sich alles begeben mit Prosper Alpanus, und wie dieser ihm die Mittel in die Hand gegeben, dem heillosen Unwesen des mißgestalteten Däumlings ein Ende zu machen.
kleinzaches_08_f000056|Fabian, der ein ganz anderer worden, da ihn alle Zweifelsucht ganz verlassen, rühmte Prospers hohen Edelmut über alle Maßen und erbot sich, bei Zinnobers Entzauberung hilfreiche Hand zu leisten.|Fabian, der ein ganz anderer worden, da ihn alle Zweifelsucht ganz verlassen, rühmte Prospers hohen Edelmut über alle Maßen und erbot sich, bei Zinnobers Entzauberung hilfreiche Hand zu leisten.
kleinzaches_08_f000057|In dem Augenblick gewahrte Balthasar aus dem Fenster seinen Freund, den Referendarius Pulcher, der ganz trübsinnig um die Ecke schleichen wollte.|In dem Augenblick gewahrte Balthasar aus dem Fenster seinen Freund, den Referendarius Pulcher, der ganz trübsinnig um die Ecke schleichen wollte.
kleinzaches_08_f000058|Fabian steckte auf Balthasars Geheiß den Kopf zum Fenster heraus und winkte und rief dem Referendarius zu, er möge doch nur gleich heraufkommen.|Fabian steckte auf Balthasars Geheiß den Kopf zum Fenster heraus und winkte und rief dem Referendarius zu, er möge doch nur gleich heraufkommen.
kleinzaches_08_f000059|Sowie Pulcher eintrat, rief er gleich: Was hast du denn für einen herrlichen Rock an, lieber Fabian!|Sowie Pulcher eintrat, rief er gleich: Was hast du denn für einen herrlichen Rock an, lieber Fabian!
kleinzaches_08_f000060|Dieser sagte aber, Balthasar werde ihm alles erklären, und lief fort zum Rektor.|Dieser sagte aber, Balthasar werde ihm alles erklären, und lief fort zum Rektor.
