sous_les_mers_1_01_f000001|UN ÉCUEIL FUYANT|UN ÉCUEIL FUYANT
sous_les_mers_2_13_f000208|Je notai soigneusement ces diverses profondeurs, et j'obtins ainsi le profil sous-marin de cette chaîne qui se développait sous les eaux.|Je notai soigneusement ces diverses profondeurs, et j'obtins ainsi le profil sous-marin de cette chaîne qui se développait sous les eaux.
sous_les_mers_2_13_f000209|Le soir, aucun changement n'était survenu dans notre situation.|Le soir, aucun changement n'était survenu dans notre situation.
sous_les_mers_2_13_f000210|Toujours la glace entre quatre cents et cinq cents mètres de profondeur. Diminution évidente, mais quelle épaisseur encore entre nous et la surface de l'Océan!|Toujours la glace entre quatre cents et cinq cents mètres de profondeur. Diminution évidente, mais quelle épaisseur encore entre nous et la surface de l'Océan!
sous_les_mers_2_13_f000211|Il était huit heures alors. Depuis quatre heures déjà, l'air aurait dû être renouvelé à l'intérieur du Nautilus, suivant l'habitude quotidienne du bord.|Il était huit heures alors. Depuis quatre heures déjà, l'air aurait dû être renouvelé à l'intérieur du Nautilus, suivant l'habitude quotidienne du bord.
sous_les_mers_2_13_f000212|Cependant, je ne souffrais pas trop, bien que le capitaine Nemo n'eût pas encore demandé à ses réservoirs un supplément d'oxygène.|Cependant, je ne souffrais pas trop, bien que le capitaine Nemo n'eût pas encore demandé à ses réservoirs un supplément d'oxygène.
sous_les_mers_2_13_f000213|Mon sommeil fut pénible pendant cette nuit. Espoir et crainte m'assiégeaient tour à tour.|Mon sommeil fut pénible pendant cette nuit. Espoir et crainte m'assiégeaient tour à tour.
sous_les_mers_2_13_f000214|Je me relevai plusieurs fois. Les tâtonnements du Nautilus continuaient.|Je me relevai plusieurs fois. Les tâtonnements du Nautilus continuaient.
sous_les_mers_2_13_f000215|Vers trois heures du matin, j'observai que la surface inférieure de la banquise se rencontrait seulement par cinquante mètres de profondeur.|Vers trois heures du matin, j'observai que la surface inférieure de la banquise se rencontrait seulement par cinquante mètres de profondeur.
sous_les_mers_2_13_f000216|Cent cinquante pieds nous séparaient alors de la surface des eaux. La banquise redevenait peu à peu ice-field. La montagne se refaisait la plaine.|Cent cinquante pieds nous séparaient alors de la surface des eaux. La banquise redevenait peu à peu ice-field. La montagne se refaisait la plaine.
sous_les_mers_2_13_f000217|Mes yeux ne quittaient plus le manomètre. Nous remontions toujours en suivant, par une diagonale, la surface resplendissante qui étincelait sous les rayons électriques.|Mes yeux ne quittaient plus le manomètre. Nous remontions toujours en suivant, par une diagonale, la surface resplendissante qui étincelait sous les rayons électriques.
sous_les_mers_2_13_f000218|La banquise s'abaissait en dessus et en dessous par des rampes allongées. Elle s'amincissait de mille en mille.|La banquise s'abaissait en dessus et en dessous par des rampes allongées. Elle s'amincissait de mille en mille.
sous_les_mers_2_13_f000219|Enfin, à six heures du matin, ce jour mémorable du 19 mars, la porte du salon s'ouvrit. Le capitaine Nemo parut.|Enfin, à six heures du matin, ce jour mémorable du 19 mars, la porte du salon s'ouvrit. Le capitaine Nemo parut.
sous_les_mers_2_13_f000220|La mer libre! me dit-il.|La mer libre! me dit-il.
sous_les_mers_2_14_f000001|LE PÔLE SUD|LE PÔLE SUD
sous_les_mers_2_14_f000002|Je me précipitai vers la plate-forme. Oui! La mer libre.|Je me précipitai vers la plate-forme. Oui! La mer libre.
sous_les_mers_2_14_f000003|A peine quelques glaçons épars, des icebergs mobiles; au loin une mer étendue ; un monde d'oiseaux dans les airs, et des myriades de poissons sous ces eaux qui, suivant les fonds, variaient du bleu intense au vert olive.|A peine quelques glaçons épars, des icebergs mobiles; au loin une mer étendue ; un monde d'oiseaux dans les airs, et des myriades de poissons sous ces eaux qui, suivant les fonds, variaient du bleu intense au vert olive.
sous_les_mers_2_14_f000004|Le thermomètre marquait trois degrés centigrades au-dessus de zéro.|Le thermomètre marquait trois degrés centigrades au-dessus de zéro.
sous_les_mers_2_14_f000005|C'était comme un printemps relatif enfermé derrière cette banquise, dont les masses éloignées se profilaient sur l'horizon du nord.|C'était comme un printemps relatif enfermé derrière cette banquise, dont les masses éloignées se profilaient sur l'horizon du nord.
sous_les_mers_2_14_f000006|Sommes-nous au pôle? demandai-je au capitaine, le coeur palpitant.|Sommes-nous au pôle? demandai-je au capitaine, le coeur palpitant.
sous_les_mers_2_14_f000007|-- Je l'ignore, me répondit-il. A midi nous ferons le point.|-- Je l'ignore, me répondit-il. A midi nous ferons le point.
sous_les_mers_2_14_f000008|-- Mais le soleil se montrera-t-il à travers ces brumes? dis-je en regardant le ciel grisâtre.|-- Mais le soleil se montrera-t-il à travers ces brumes? dis-je en regardant le ciel grisâtre.
sous_les_mers_2_14_f000009|-- Si peu qu'il paraisse, il me suffira, répondit le capitaine.|-- Si peu qu'il paraisse, il me suffira, répondit le capitaine.
sous_les_mers_2_14_f000010|A dix milles du Nautilus, vers le sud, un îlot solitaire s'élevait à une hauteur de deux cents mètres.|A dix milles du Nautilus, vers le sud, un îlot solitaire s'élevait à une hauteur de deux cents mètres.
sous_les_mers_2_14_f000011|Nous marchions vers lui, prudemment, car cette mer pouvait être semée d'écueils.|Nous marchions vers lui, prudemment, car cette mer pouvait être semée d'écueils.
sous_les_mers_2_14_f000012|Une heure après, nous avions atteint l'îlot. Deux heures plus tard, nous achevions d'en faire le tour.|Une heure après, nous avions atteint l'îlot. Deux heures plus tard, nous achevions d'en faire le tour.
sous_les_mers_2_14_f000013|Il mesurait quatre à cinq milles de circonférence. Un étroit canal le séparait d'une terre considérable, un continent peut-être, dont nous ne pouvions apercevoir les limites.|Il mesurait quatre à cinq milles de circonférence. Un étroit canal le séparait d'une terre considérable, un continent peut-être, dont nous ne pouvions apercevoir les limites.
sous_les_mers_2_14_f000014|L'existence de cette terre semblait donner raison aux hypothèses de Maury.|L'existence de cette terre semblait donner raison aux hypothèses de Maury.
sous_les_mers_2_14_f000015|L'ingénieur américain a remarqué, en effet, qu'entre le pôle sud et le soixantième parallèle, la mer est couverte de glaces flottantes, de dimensions énormes, qui ne se rencontrent jamais dans l'Atlantique nord.|L'ingénieur américain a remarqué, en effet, qu'entre le pôle sud et le soixantième parallèle, la mer est couverte de glaces flottantes, de dimensions énormes, qui ne se rencontrent jamais dans l'Atlantique nord.
sous_les_mers_2_14_f000016|De ce fait, il a tiré cette conclusion que le cercle antarctique renferme des terres considérables, puisque les icebergs ne peuvent se former en pleine mer, mais seulement sur des côtes.|De ce fait, il a tiré cette conclusion que le cercle antarctique renferme des terres considérables, puisque les icebergs ne peuvent se former en pleine mer, mais seulement sur des côtes.
sous_les_mers_2_14_f000017|Suivant ses calculs, la masse des glaces qui enveloppent le pôle austral forme une vaste calotte dont la largeur doit atteindre quatre mille kilomètres.|Suivant ses calculs, la masse des glaces qui enveloppent le pôle austral forme une vaste calotte dont la largeur doit atteindre quatre mille kilomètres.
sous_les_mers_2_14_f000018|Cependant, le Nautilus, par crainte d'échouer, s'était arrêté à trois encablures d'une grève que dominait un superbe amoncellement de roches.|Cependant, le Nautilus, par crainte d'échouer, s'était arrêté à trois encablures d'une grève que dominait un superbe amoncellement de roches.
sous_les_mers_2_14_f000019|Le canot fut lancé à la mer. Le capitaine, deux de ses hommes portant les instruments, Conseil et moi, nous nous y embarquâmes.|Le canot fut lancé à la mer. Le capitaine, deux de ses hommes portant les instruments, Conseil et moi, nous nous y embarquâmes.
sous_les_mers_2_14_f000020|Il était dix heures du matin. Je n'avais pas vu Ned Land. Le Canadien, sans doute, ne voulait pas se désavouer en présence du pôle sud.|Il était dix heures du matin. Je n'avais pas vu Ned Land. Le Canadien, sans doute, ne voulait pas se désavouer en présence du pôle sud.
sous_les_mers_2_14_f000021|Quelques coups d'aviron amenèrent le canot sur le sable, où il s'échoua. Au moment où Conseil allait sauter à terre, je le retins.|Quelques coups d'aviron amenèrent le canot sur le sable, où il s'échoua. Au moment où Conseil allait sauter à terre, je le retins.
sous_les_mers_2_14_f000022|Monsieur, dis-je au capitaine Nemo, à vous l'honneur de mettre pied le premier sur cette terre.|Monsieur, dis-je au capitaine Nemo, à vous l'honneur de mettre pied le premier sur cette terre.
sous_les_mers_2_14_f000023|-- Oui, monsieur, répondit le capitaine, et si je n'hésite pas à fouler ce sol du pôle, c'est que, jusqu'ici, aucun être humain n'y a laissé la trace de ses pas.|-- Oui, monsieur, répondit le capitaine, et si je n'hésite pas à fouler ce sol du pôle, c'est que, jusqu'ici, aucun être humain n'y a laissé la trace de ses pas.
sous_les_mers_2_14_f000024|Cela dit, il sauta légèrement sur le sable. Une vive émotion lui faisait battre le coeur.|Cela dit, il sauta légèrement sur le sable. Une vive émotion lui faisait battre le coeur.
sous_les_mers_2_14_f000025|Il gravit un roc qui terminait en surplomb un petit promontoire, et là, les bras croisés, le regard ardent, immobile, muet, il sembla prendre possession de ces régions australes.|Il gravit un roc qui terminait en surplomb un petit promontoire, et là, les bras croisés, le regard ardent, immobile, muet, il sembla prendre possession de ces régions australes.
sous_les_mers_2_14_f000026|Après cinq minutes passées dans cette extase, il se retourna vers nous.|Après cinq minutes passées dans cette extase, il se retourna vers nous.
sous_les_mers_2_14_f000027|Quand vous voudrez, monsieur, me cria-t-il.|Quand vous voudrez, monsieur, me cria-t-il.
sous_les_mers_2_14_f000028|Je débarquai, suivi de Conseil, laissant les deux hommes dans le canot.|Je débarquai, suivi de Conseil, laissant les deux hommes dans le canot.
sous_les_mers_2_14_f000029|Le sol sur un long espace présentait un tuf de couleur rougeâtre, comme s'il eût été de brique pilée.|Le sol sur un long espace présentait un tuf de couleur rougeâtre, comme s'il eût été de brique pilée.
sous_les_mers_2_14_f000030|Des scories, des coulées de lave, des pierres ponces le recouvraient.|Des scories, des coulées de lave, des pierres ponces le recouvraient.
sous_les_mers_2_14_f000031|On ne pouvait méconnaître son origine volcanique. En de certains endroits, quelques légères fumerolles, dégageant une odeur sulfureuse, attestaient que les feux intérieurs conservaient encore leur puissance expansive.|On ne pouvait méconnaître son origine volcanique. En de certains endroits, quelques légères fumerolles, dégageant une odeur sulfureuse, attestaient que les feux intérieurs conservaient encore leur puissance expansive.
sous_les_mers_2_14_f000032|Cependant, ayant gravi un haut escarpement, je ne vis aucun volcan dans un rayon de plusieurs milles.|Cependant, ayant gravi un haut escarpement, je ne vis aucun volcan dans un rayon de plusieurs milles.
sous_les_mers_2_14_f000033|On sait que dans ces contrées antarctiques, James Ross a trouvé les cratères de l'Érébus et du Terror en pleine activité sur le cent soixante-septième méridien et par 77°32' de latitude.|On sait que dans ces contrées antarctiques, James Ross a trouvé les cratères de l'Érébus et du Terror en pleine activité sur le cent soixante-septième méridien et par 7732' de latitude.
sous_les_mers_2_14_f000034|La végétation de ce continent désolé me parut extrêmement restreinte.|La végétation de ce continent désolé me parut extrêmement restreinte.
sous_les_mers_2_14_f000035|Quelques lichens de l'espèce Unsnea melanoxantha s'étalaient sur les roches noires.|Quelques lichens de l'espèce Unsnea melanoxantha s'étalaient sur les roches noires.
sous_les_mers_2_14_f000036|Certaines plantules microscopiques, des diatomées rudimentaires, sortes de cellules disposées entre deux coquilles quartzeuses, de longs fucus pourpres et cramoisis,|Certaines plantules microscopiques, des diatomées rudimentaires, sortes de cellules disposées entre deux coquilles quartzeuses, de longs fucus pourpres et cramoisis,
sous_les_mers_2_14_f000037|supportés sur de petites vessies natatoires et que le ressac jetait à la côte, composaient toute la maigre flore de cette région.|supportés sur de petites vessies natatoires et que le ressac jetait à la côte, composaient toute la maigre flore de cette région.
sous_les_mers_2_14_f000038|Le rivage était parsemé de mollusques, de petites moules, de patelles, de buccardes lisses, en forme de coeurs, et particulièrement de clios au corps oblong et membraneux, dont la tête est formée de deux lobes arrondis.|Le rivage était parsemé de mollusques, de petites moules, de patelles, de buccardes lisses, en forme de coeurs, et particulièrement de clios au corps oblong et membraneux, dont la tête est formée de deux lobes arrondis.
sous_les_mers_2_14_f000039|Je vis aussi des myriades de ces clios boréales, longues de trois centimètres, dont la baleine avale un monde à chaque bouchée.|Je vis aussi des myriades de ces clios boréales, longues de trois centimètres, dont la baleine avale un monde à chaque bouchée.
sous_les_mers_2_14_f000040|Ces charmants ptéropodes, véritables papillons de la mer, animaient les eaux libres sur la lisière du rivage.|Ces charmants ptéropodes, véritables papillons de la mer, animaient les eaux libres sur la lisière du rivage.
sous_les_mers_2_14_f000041|Entre autres zoophytes apparaissaient dans les hauts-fonds quelques arborescences coralligènes, de celles qui suivant James Ross, vivent dans les mers antarctiques jusqu'à mille mètres de profondeur;|Entre autres zoophytes apparaissaient dans les hauts-fonds quelques arborescences coralligènes, de celles qui suivant James Ross, vivent dans les mers antarctiques jusqu'à mille mètres de profondeur;
sous_les_mers_2_14_f000042|puis, de petits alcyons appartenant à l'espèce procellaria pelagica, ainsi qu'un grand nombre d'astéries particulières à ces climats, et d'étoiles de mer qui constellaient le sol.|puis, de petits alcyons appartenant à l'espèce procellaria pelagica, ainsi qu'un grand nombre d'astéries particulières à ces climats, et d'étoiles de mer qui constellaient le sol.
sous_les_mers_2_14_f000043|Mais où la vie surabondait, c'était dans les airs. Là volaient et voletaient par milliers des oiseaux d'espèces variées, qui nous assourdissaient de leurs cris.|Mais où la vie surabondait, c'était dans les airs. Là volaient et voletaient par milliers des oiseaux d'espèces variées, qui nous assourdissaient de leurs cris.
sous_les_mers_2_14_f000044|D'autres encombraient les roches, nous regardant passer sans crainte et se pressant familièrement sous nos pas.|D'autres encombraient les roches, nous regardant passer sans crainte et se pressant familièrement sous nos pas.
sous_les_mers_2_14_f000045|C'étaient des pingouins aussi agiles et souples dans l'eau, où on les a confondus parfois avec de rapides bonites, qu'ils sont gauches et lourds sur terre.|C'étaient des pingouins aussi agiles et souples dans l'eau, où on les a confondus parfois avec de rapides bonites, qu'ils sont gauches et lourds sur terre.
sous_les_mers_2_14_f000046|Ils poussaient des cris baroques et formaient des assemblées nombreuses, sobres de gestes, mais prodigues de clameurs.|Ils poussaient des cris baroques et formaient des assemblées nombreuses, sobres de gestes, mais prodigues de clameurs.
sous_les_mers_2_14_f000047|Parmi les oiseaux, je remarquai des chionis, de la famille des échassiers, gros comme des pigeons, blancs de couleur, le bec court et conique, l'oeil encadré d'un cercle rouge.|Parmi les oiseaux, je remarquai des chionis, de la famille des échassiers, gros comme des pigeons, blancs de couleur, le bec court et conique, l'oeil encadré d'un cercle rouge.
sous_les_mers_2_14_f000048|Conseil en fit provision, car ces volatiles, convenablement préparés, forment un mets agréable.|Conseil en fit provision, car ces volatiles, convenablement préparés, forment un mets agréable.
sous_les_mers_2_14_f000049|Dans les airs passaient des albatros fuligineux d'une envergure de quatre mètres, justement appelés les vautours de l'Océan, des pétrels gigantesques,|Dans les airs passaient des albatros fuligineux d'une envergure de quatre mètres, justement appelés les vautours de l'Océan, des pétrels gigantesques,
sous_les_mers_2_14_f000050|entre autres des quebrante-huesos, aux ailes arquées, qui sont grands mangeurs de phoques, des damiers, sortes de petits canards dont le dessus du corps est noir et blanc,|entre autres des quebrante-huesos, aux ailes arquées, qui sont grands mangeurs de phoques, des damiers, sortes de petits canards dont le dessus du corps est noir et blanc,
sous_les_mers_2_14_f000051|enfin toute une série de pétrels, les uns blanchâtres, aux ailes bordées de brun, les autres bleus et spéciaux aux mers antarctiques,|enfin toute une série de pétrels, les uns blanchâtres, aux ailes bordées de brun, les autres bleus et spéciaux aux mers antarctiques,
sous_les_mers_2_14_f000052|ceux-là si huileux, dis-je à Conseil, que les habitants des îles Féroé se contentent d'y adapter une mèche avant de les allumer.|ceux-là si huileux, dis-je à Conseil, que les habitants des îles Féroé se contentent d'y adapter une mèche avant de les allumer.
sous_les_mers_2_14_f000053|Un peu plus, répondit Conseil, ce seraient des lampes parfaites!|Un peu plus, répondit Conseil, ce seraient des lampes parfaites!
sous_les_mers_2_14_f000054|Après ça, on ne peut exiger que la nature les ait préalablement munis d'une mèche!|Après ça, on ne peut exiger que la nature les ait préalablement munis d'une mèche!
sous_les_mers_2_14_f000055|Après un demi-mille, le sol se montra tout criblé de nids de manchots, sortes de terriers disposés pour la ponte, et dont s'échappaient de nombreux oiseaux.|Après un demi-mille, le sol se montra tout criblé de nids de manchots, sortes de terriers disposés pour la ponte, et dont s'échappaient de nombreux oiseaux.
sous_les_mers_2_14_f000056|Le capitaine Nemo en fit chasser plus tard quelques centaines, car leur chair noire est très mangeable.|Le capitaine Nemo en fit chasser plus tard quelques centaines, car leur chair noire est très mangeable.
sous_les_mers_2_14_f000057|Ils poussaient des braiements d'âne. Ces animaux, de la taille d'une oie, ardoisés sur le corps, blancs en dessous et cravatés d'un liséré citron,|Ils poussaient des braiements d'âne. Ces animaux, de la taille d'une oie, ardoisés sur le corps, blancs en dessous et cravatés d'un liséré citron,
sous_les_mers_2_14_f000058|se laissaient tuer à coups de pierre sans chercher à s'enfuir.|se laissaient tuer à coups de pierre sans chercher à s'enfuir.
sous_les_mers_2_14_f000059|Cependant, la brume ne se levait pas, et, à onze heures, le soleil n'avait point encore paru. Son absence ne laissait pas de m'inquiéter.|Cependant, la brume ne se levait pas, et, à onze heures, le soleil n'avait point encore paru. Son absence ne laissait pas de m'inquiéter.
sous_les_mers_2_14_f000060|Sans lui, pas d'observations possibles. Comment déterminer alors si nous avions atteint le pôle?|Sans lui, pas d'observations possibles. Comment déterminer alors si nous avions atteint le pôle?
sous_les_mers_2_14_f000061|Lorsque je rejoignis le capitaine Nemo, je le trouvai silencieusement accoudé sur un morceau de roc et regardant le ciel.|Lorsque je rejoignis le capitaine Nemo, je le trouvai silencieusement accoudé sur un morceau de roc et regardant le ciel.
sous_les_mers_2_14_f000062|Il paraissait impatient, contrarié. Mais qu'y faire? Cet homme audacieux et puissant ne commandait pas au soleil comme à la mer.|Il paraissait impatient, contrarié. Mais qu'y faire? Cet homme audacieux et puissant ne commandait pas au soleil comme à la mer.
sous_les_mers_2_14_f000063|Midi arriva sans que l'astre du jour se fût montré un seul instant.|Midi arriva sans que l'astre du jour se fût montré un seul instant.
sous_les_mers_2_14_f000064|On ne pouvait même reconnaître la place qu'il occupait derrière le rideau de brume. Bientôt cette brume vint à se résoudre en neige.|On ne pouvait même reconnaître la place qu'il occupait derrière le rideau de brume. Bientôt cette brume vint à se résoudre en neige.
sous_les_mers_2_14_f000065|A demain, me dit simplement le capitaine, et nous regagnâmes le Nautilus au milieu des tourbillons de l'atmosphère.|A demain, me dit simplement le capitaine, et nous regagnâmes le Nautilus au milieu des tourbillons de l'atmosphère.
sous_les_mers_2_14_f000066|Pendant notre absence, les filets avaient été tendus, et j'observai avec intérêt les poissons que l'on venait de haler à bord.|Pendant notre absence, les filets avaient été tendus, et j'observai avec intérêt les poissons que l'on venait de haler à bord.
sous_les_mers_2_14_f000067|Les mers antarctiques servent de refuge à un très grand nombre de migrateurs, qui fuient les tempêtes des zones moins élevées pour tomber, il est vrai, sous la dent des marsouins et des phoques.|Les mers antarctiques servent de refuge à un très grand nombre de migrateurs, qui fuient les tempêtes des zones moins élevées pour tomber, il est vrai, sous la dent des marsouins et des phoques.
sous_les_mers_2_14_f000068|Je notai quelques cottes australes, longs d'un décimètre, espèce de cartilagineux blanchâtres traversés de bandes livides et armés d'aiguillons,|Je notai quelques cottes australes, longs d'un décimètre, espèce de cartilagineux blanchâtres traversés de bandes livides et armés d'aiguillons,
sous_les_mers_2_14_f000069|puis des chimères antarctiques, longues de trois pieds, le corps très allongé, la peau blanche, argentée et lisse, la tête arrondie, le dos muni de trois nageoires, le museau terminé par une trompe qui se recourbe vers la bouche.|puis des chimères antarctiques, longues de trois pieds, le corps très allongé, la peau blanche, argentée et lisse, la tête arrondie, le dos muni de trois nageoires, le museau terminé par une trompe qui se recourbe vers la bouche.
sous_les_mers_2_14_f000070|Je goûtai leur chair, mais je la trouvai insipide, malgré l'opinion de Conseil qui s'en accommoda fort.|Je goûtai leur chair, mais je la trouvai insipide, malgré l'opinion de Conseil qui s'en accommoda fort.
sous_les_mers_2_14_f000071|La tempête de neige dura jusqu'au lendemain. Il était impossible de se tenir sur la plate-forme.|La tempête de neige dura jusqu'au lendemain. Il était impossible de se tenir sur la plate-forme.
sous_les_mers_2_14_f000072|Du salon où je notais les incidents de cette excursion au continent polaire, j'entendais les cris des pétrels et des albatros qui se jouaient au milieu de la tourmente.|Du salon où je notais les incidents de cette excursion au continent polaire, j'entendais les cris des pétrels et des albatros qui se jouaient au milieu de la tourmente.
sous_les_mers_2_14_f000073|Le Nautilus ne resta pas immobile, et, prolongeant la côte, il s'avança encore d'une dizaine de milles au sud, au milieu de cette demi-clarté que laissait le soleil en rasant les bords de l'horizon.|Le Nautilus ne resta pas immobile, et, prolongeant la côte, il s'avança encore d'une dizaine de milles au sud, au milieu de cette demi-clarté que laissait le soleil en rasant les bords de l'horizon.
sous_les_mers_2_14_f000074|Le lendemain 20 mars, la neige avait cessé. Le froid était un peu plus vif.|Le lendemain 20 mars, la neige avait cessé. Le froid était un peu plus vif.
sous_les_mers_2_14_f000075|Le thermomètre marquait deux degrés au-dessous de zéro. Les brouillards se levèrent, et j'espérai que, ce jour-là, notre observation pourrait s'effectuer.|Le thermomètre marquait deux degrés au-dessous de zéro. Les brouillards se levèrent, et j'espérai que, ce jour-là, notre observation pourrait s'effectuer.
sous_les_mers_2_14_f000076|Le capitaine Nemo n'ayant pas encore paru, le canot nous prit, Conseil et moi, et nous mit à terre.|Le capitaine Nemo n'ayant pas encore paru, le canot nous prit, Conseil et moi, et nous mit à terre.
sous_les_mers_2_14_f000077|La nature du sol était la même, volcanique. Partout des traces de laves, de scories, de basaltes, sans que j'aperçusse le cratère qui les avait vomis.|La nature du sol était la même, volcanique. Partout des traces de laves, de scories, de basaltes, sans que j'aperçusse le cratère qui les avait vomis.
sous_les_mers_2_14_f000078|Ici comme là-bas, des myriades d'oiseaux animaient cette partie du continent polaire.|Ici comme là-bas, des myriades d'oiseaux animaient cette partie du continent polaire.
sous_les_mers_2_14_f000079|Mais cet empire, ils le partageaient alors avec de vastes troupeaux de mammifères marins qui nous regardaient de leurs doux yeux.|Mais cet empire, ils le partageaient alors avec de vastes troupeaux de mammifères marins qui nous regardaient de leurs doux yeux.
sous_les_mers_2_14_f000080|C'étaient des phoques d'espèces diverses, les uns étendus sur le sol, les autres couchés sur des glaçons en dérive, plusieurs sortant de la mer ou y rentrant.|C'étaient des phoques d'espèces diverses, les uns étendus sur le sol, les autres couchés sur des glaçons en dérive, plusieurs sortant de la mer ou y rentrant.
sous_les_mers_2_14_f000081|Ils ne se sauvaient pas à notre approche, n'ayant jamais eu affaire à l'homme, et j'en comptais là de quoi approvisionner quelques centaines de navires.|Ils ne se sauvaient pas à notre approche, n'ayant jamais eu affaire à l'homme, et j'en comptais là de quoi approvisionner quelques centaines de navires.
sous_les_mers_2_14_f000082|Ma foi, dit Conseil, il est heureux que Ned Land ne nous ait pas accompagnés!|Ma foi, dit Conseil, il est heureux que Ned Land ne nous ait pas accompagnés!
sous_les_mers_2_14_f000083|-- Pourquoi cela, Conseil?|-- Pourquoi cela, Conseil?
sous_les_mers_2_14_f000084|-- Parce que l'enragé chasseur aurait tout tué.|-- Parce que l'enragé chasseur aurait tout tué.
sous_les_mers_2_14_f000085|-- Tout, c'est beaucoup dire, mais je crois, en effet, que nous n'aurions pu empêcher notre ami le Canadien de harponner quelques-uns de ces magnifiques cétacés.|-- Tout, c'est beaucoup dire, mais je crois, en effet, que nous n'aurions pu empêcher notre ami le Canadien de harponner quelques-uns de ces magnifiques cétacés.
sous_les_mers_2_14_f000086|Ce qui eût désobligé le capitaine Nemo, car il ne verse pas inutilement le sang des bêtes inoffensives.|Ce qui eût désobligé le capitaine Nemo, car il ne verse pas inutilement le sang des bêtes inoffensives.
sous_les_mers_2_14_f000087|-- Il a raison.|-- Il a raison.
sous_les_mers_2_14_f000088|-- Certainement, Conseil. Mais, dis-moi, n'as-tu pas déjà classé ces superbes échantillons de la faune marine?|-- Certainement, Conseil. Mais, dis-moi, n'as-tu pas déjà classé ces superbes échantillons de la faune marine?
sous_les_mers_2_14_f000089|-- Monsieur sait bien, répondit Conseil, que je ne suis pas très ferré sur la pratique. Quand monsieur m'aura appris le nom de ces animaux...|-- Monsieur sait bien, répondit Conseil, que je ne suis pas très ferré sur la pratique. Quand monsieur m'aura appris le nom de ces animaux...
sous_les_mers_2_14_f000090|-- Ce sont des phoques et des morses.|-- Ce sont des phoques et des morses.
sous_les_mers_2_14_f000091|-- Deux genres, qui appartiennent à la famille des pinnipèdes, se hâta de dire mon savant Conseil, ordre des carnassiers, groupe des unguiculés,|-- Deux genres, qui appartiennent à la famille des pinnipèdes, se hâta de dire mon savant Conseil, ordre des carnassiers, groupe des unguiculés,
sous_les_mers_2_14_f000092|sous-classe des monodelphiens, classe des mammifères, embranchement des vertébrés.|sous-classe des monodelphiens, classe des mammifères, embranchement des vertébrés.
sous_les_mers_2_14_f000093|-- Bien, Conseil, répondis-je, mais ces deux genres, phoques et morses, se divisent en espèces, et si je ne me trompe, nous aurons ici l'occasion de les observer. Marchons.|-- Bien, Conseil, répondis-je, mais ces deux genres, phoques et morses, se divisent en espèces, et si je ne me trompe, nous aurons ici l'occasion de les observer. Marchons.
sous_les_mers_2_14_f000094|Il était huit heures du matin. Quatre heures nous restaient à employer jusqu'au moment où le soleil pourrait être utilement observé.|Il était huit heures du matin. Quatre heures nous restaient à employer jusqu'au moment où le soleil pourrait être utilement observé.
sous_les_mers_2_14_f000095|Je dirigeai nos pas vers une vaste baie qui s'échancrait dans la falaise granitique du rivage.|Je dirigeai nos pas vers une vaste baie qui s'échancrait dans la falaise granitique du rivage.
sous_les_mers_2_14_f000096|Là, je puis dire qu'à perte de vue autour de nous, les terres et les glaçons étaient encombrés de mammifères marins, et je cherchais involontairement du regard le vieux Protée, le mythologique pasteur qui gardait ces immenses troupeaux de Neptune.|Là, je puis dire qu'à perte de vue autour de nous, les terres et les glaçons étaient encombrés de mammifères marins, et je cherchais involontairement du regard le vieux Protée, le mythologique pasteur qui gardait ces immenses troupeaux de Neptune.
sous_les_mers_2_14_f000097|C'étaient particulièrement des phoques. Ils formaient des groupes distincts, mâles et femelles, le père veillant sur sa famille, la mère allaitant ses petits, quelques jeunes, déjà forts, s'émancipant à quelques pas.|C'étaient particulièrement des phoques. Ils formaient des groupes distincts, mâles et femelles, le père veillant sur sa famille, la mère allaitant ses petits, quelques jeunes, déjà forts, s'émancipant à quelques pas.
sous_les_mers_2_14_f000098|Lorsque ces mammifères voulaient se déplacer, ils allaient par petits sauts dus à la contraction de leur corps, et ils s'aidaient assez gauchement de leur imparfaite nageoire, qui, chez le lamantin, leur congénère, forme un véritable avant-bras.|Lorsque ces mammifères voulaient se déplacer, ils allaient par petits sauts dus à la contraction de leur corps, et ils s'aidaient assez gauchement de leur imparfaite nageoire, qui, chez le lamantin, leur congénère, forme un véritable avant-bras.
sous_les_mers_2_14_f000099|Je dois dire que, dans l'eau, leur élément par excellence, ces animaux à l'épine dorsale mobile, au bassin étroit, au poil ras et serré, aux pieds palmés, nagent admirablement.|Je dois dire que, dans l'eau, leur élément par excellence, ces animaux à l'épine dorsale mobile, au bassin étroit, au poil ras et serré, aux pieds palmés, nagent admirablement.
sous_les_mers_2_14_f000100|Au repos et sur terre, ils prenaient des attitudes extrêmement gracieuses.|Au repos et sur terre, ils prenaient des attitudes extrêmement gracieuses.
sous_les_mers_2_14_f000101|Aussi, les anciens, observant leur physionomie douce, leur regard expressif que ne saurait surpasser le plus beau regard de femme, leurs yeux veloutés et limpides,|Aussi, les anciens, observant leur physionomie douce, leur regard expressif que ne saurait surpasser le plus beau regard de femme, leurs yeux veloutés et limpides,
