la_mare_au_diable_00_f000001|NOTICE|NOTICE
la_mare_au_diable_18_f000082|Il y a d’autres bruits encore qui sont propres à ce moment de l’année, et qui se passent principalement dans les vergers.|Il y a dautres bruits encore qui sont propres à ce moment de lannée, et qui se passent principalement dans les vergers.
la_mare_au_diable_18_f000083|La cueille des fruits n’est pas encore faite, et mille crépitations inusitées font ressembler les arbres à des êtres animés.|La cueille des fruits nest pas encore faite, et mille crépitations inusitées font ressembler les arbres à des êtres animés.
la_mare_au_diable_18_f000084|Une branche grince, en se courbant, sous un poids arrivé tout à coup à son dernier degré de développement; ou bien, une pomme se détache et tombe à vos pieds avec un son mat sur la terre humide.|Une branche grince, en se courbant, sous un poids arrivé tout à coup à son dernier degré de développement; ou bien, une pomme se détache et tombe à vos pieds avec un son mat sur la terre humide.
la_mare_au_diable_18_f000085|Alors vous entendez fuir, en frôlant les branches et les herbes, un être que vous ne voyez pas:|Alors vous entendez fuir, en frôlant les branches et les herbes, un être que vous ne voyez pas:
la_mare_au_diable_18_f000086|c’est le chien du paysan, ce rôdeur curieux, inquiet, à la fois insolent et poltron, qui se glisse partout, qui ne dort jamais, qui cherche toujours on ne sait quoi,|cest le chien du paysan, ce rôdeur curieux, inquiet, à la fois insolent et poltron, qui se glisse partout, qui ne dort jamais, qui cherche toujours on ne sait quoi,
la_mare_au_diable_18_f000087|qui vous épie, caché dans les broussailles, et prend la fuite au bruit de la pomme tombée, croyant que vous lui lancez une pierre.|qui vous épie, caché dans les broussailles, et prend la fuite au bruit de la pomme tombée, croyant que vous lui lancez une pierre.
la_mare_au_diable_18_f000088|C’est durant ces nuits-là, nuits voilées et grisâtres, que le chanvreur raconte ses étranges aventures de follets et de lièvres blancs, d’âmes en peine et de sorciers transformés en loups, de sabbat au carrefour et de chouettes prophétesses au cimetière.|Cest durant ces nuits-là, nuits voilées et grisâtres, que le chanvreur raconte ses étranges aventures de follets et de lièvres blancs, dâmes en peine et de sorciers transformés en loups, de sabbat au carrefour et de chouettes prophétesses au cimetière.
la_mare_au_diable_18_f000089|Je me souviens d’avoir passé ainsi les premières heures de la nuit autour des broyes en mouvement, dont la percussion impitoyable, interrompant le récit du chanvreur à l’endroit le plus terrible, nous faisait passer un frisson glacé dans les veines.|Je me souviens davoir passé ainsi les premières heures de la nuit autour des broyes en mouvement, dont la percussion impitoyable, interrompant le récit du chanvreur à lendroit le plus terrible, nous faisait passer un frisson glacé dans les veines.
la_mare_au_diable_18_f000090|Et souvent aussi le bonhomme continuait à parler en broyant; et il y avait quatre à cinq mots perdus: mots effrayants, sans doute, que nous n’osions pas lui faire répéter, et dont l’omission ajoutait un mystère plus affreux aux mystères déjà si sombres de son histoire.|Et souvent aussi le bonhomme continuait à parler en broyant; et il y avait quatre à cinq mots perdus: mots effrayants, sans doute, que nous nosions pas lui faire répéter, et dont lomission ajoutait un mystère plus affreux aux mystères déjà si sombres de son histoire.
la_mare_au_diable_18_f000091|C’est en vain que les servantes nous avertissaient qu’il était bien tard pour rester dehors, et que l’heure de dormir était depuis longtemps sonnée pour nous: elles-mêmes mouraient d’envie d’écouter encore;|Cest en vain que les servantes nous avertissaient quil était bien tard pour rester dehors, et que lheure de dormir était depuis longtemps sonnée pour nous: elles-mêmes mouraient denvie découter encore;
la_mare_au_diable_18_f000092|et avec quelle terreur ensuite nous traversions le hameau pour rentrer chez nous!|et avec quelle terreur ensuite nous traversions le hameau pour rentrer chez nous!
la_mare_au_diable_18_f000093|comme le porche de l’église nous paraissait profond, et l’ombre des vieux arbres épaisse et noire! Quant au cimetière, on ne le voyait point; on fermait les yeux en le côtoyant.|comme le porche de léglise nous paraissait profond, et lombre des vieux arbres épaisse et noire! Quant au cimetière, on ne le voyait point; on fermait les yeux en le côtoyant.
la_mare_au_diable_18_f000094|Mais le chanvreur n’est pas plus que le sacristain adonné exclusivement au plaisir de faire peur;|Mais le chanvreur nest pas plus que le sacristain adonné exclusivement au plaisir de faire peur;
la_mare_au_diable_18_f000095|il aime à faire rire, il est moqueur et sentimental au besoin, quand il faut chanter l’amour et l’hyménée; c’est lui qui recueille et conserve dans sa mémoire les chansons les plus anciennes, et qui les transmet à la postérité.|il aime à faire rire, il est moqueur et sentimental au besoin, quand il faut chanter lamour et lhyménée; cest lui qui recueille et conserve dans sa mémoire les chansons les plus anciennes, et qui les transmet à la postérité.
la_mare_au_diable_18_f000096|C’est donc lui qui est chargé, dans les noces, du personnage que nous allons lui voir jouer à la présentation des livrées de la petite Marie.|Cest donc lui qui est chargé, dans les noces, du personnage que nous allons lui voir jouer à la présentation des livrées de la petite Marie.
la_mare_au_diable_19_f000001|LES LIVREES Quand tout le monde fut réuni dans la maison, on ferma, avec le plus grand soin, les portes et les fenêtres;|LES LIVREES Quand tout le monde fut réuni dans la maison, on ferma, avec le plus grand soin, les portes et les fenêtres;
la_mare_au_diable_19_f000002|on alla même barricader la lucarne du grenier; on mit des planches, des tréteaux, des souches et des tables en travers de toutes les issues, comme si on se préparait à soutenir un siège;|on alla même barricader la lucarne du grenier; on mit des planches, des tréteaux, des souches et des tables en travers de toutes les issues, comme si on se préparait à soutenir un siège;
la_mare_au_diable_19_f000003|et il se fit dans cet intérieur fortifié un silence d’attente assez solennel, jusqu’à ce qu’on entendît au loin des chants, des rires, et le son des instruments rustiques.|et il se fit dans cet intérieur fortifié un silence dattente assez solennel, jusquà ce quon entendît au loin des chants, des rires, et le son des instruments rustiques.
la_mare_au_diable_19_f000004|C’était la bande de l’épouseur, Germain en tête, accompagné de ses plus hardis compagnons, du fossoyeur, des parents, amis et serviteurs, qui formaient un joyeux et solide cortège.|Cétait la bande de lépouseur, Germain en tête, accompagné de ses plus hardis compagnons, du fossoyeur, des parents, amis et serviteurs, qui formaient un joyeux et solide cortège.
la_mare_au_diable_19_f000005|Cependant, à mesure qu’ils approchèrent de la maison, ils se ralentirent, se concertèrent et firent silence.|Cependant, à mesure quils approchèrent de la maison, ils se ralentirent, se concertèrent et firent silence.
la_mare_au_diable_19_f000006|Les jeunes filles, enfermées dans le logis, s’étaient ménagé aux fenêtres de petites fentes, par lesquelles elles les virent arriver et se développer en ordre de bataille.|Les jeunes filles, enfermées dans le logis, sétaient ménagé aux fenêtres de petites fentes, par lesquelles elles les virent arriver et se développer en ordre de bataille.
la_mare_au_diable_19_f000007|Il tombait une pluie fine et froide, qui ajoutait au piquant de la situation, tandis qu’un grand feu pétillait dans l’âtre de la maison.|Il tombait une pluie fine et froide, qui ajoutait au piquant de la situation, tandis quun grand feu pétillait dans lâtre de la maison.
la_mare_au_diable_19_f000008|Marie eût voulu abréger les lenteurs inévitables de ce siège en règle;|Marie eût voulu abréger les lenteurs inévitables de ce siège en règle;
la_mare_au_diable_19_f000009|elle n’aimait pas à voir ainsi se morfondre son fiancé, mais elle n’avait pas voix au chapitre dans la circonstance, et même elle devait partager ostensiblement la mutine cruauté de ses compagnes.|elle naimait pas à voir ainsi se morfondre son fiancé, mais elle navait pas voix au chapitre dans la circonstance, et même elle devait partager ostensiblement la mutine cruauté de ses compagnes.
la_mare_au_diable_19_f000010|Quand les deux camps furent ainsi en présence, une décharge d’armes à feu, partie du dehors, mit en grande rumeur tous les chiens des environs.|Quand les deux camps furent ainsi en présence, une décharge darmes à feu, partie du dehors, mit en grande rumeur tous les chiens des environs.
la_mare_au_diable_19_f000011|Ceux de la maison se précipitèrent vers la porte en aboyant, croyant qu’il s’agissait d’une attaque réelle, et les petits enfants, que leurs mères s’efforçaient en vain de rassurer, se mirent à pleurer et à trembler.|Ceux de la maison se précipitèrent vers la porte en aboyant, croyant quil sagissait dune attaque réelle, et les petits enfants, que leurs mères sefforçaient en vain de rassurer, se mirent à pleurer et à trembler.
la_mare_au_diable_19_f000012|Toute cette scène fut si bien jouée qu’un étranger y eût été pris, et eût songé peut-être à se mettre en état de défense contre une bande de chauffeurs.|Toute cette scène fut si bien jouée quun étranger y eût été pris, et eût songé peut-être à se mettre en état de défense contre une bande de chauffeurs.
la_mare_au_diable_19_f000013|Alors le fossoyeur barde et orateur du fiancé, se plaça devant la porte, et, d’une voix lamentable, engagea avec le chanvreur, placé à la lucarne qui était située au-dessus de la même porte, le dialogue suivant: LE FOSSOYEUR Hélas!|Alors le fossoyeur barde et orateur du fiancé, se plaça devant la porte, et, dune voix lamentable, engagea avec le chanvreur, placé à la lucarne qui était située au-dessus de la même porte, le dialogue suivant: LE FOSSOYEUR Hélas!
la_mare_au_diable_19_f000014|mes bonnes gens, mes chers paroissiens, pour l’amour de Dieu, ouvrez-moi la porte.|mes bonnes gens, mes chers paroissiens, pour lamour de Dieu, ouvrez-moi la porte.
la_mare_au_diable_19_f000015|LE CHANVREUR Qui êtes-vous donc, et pourquoi prenez-vous la licence de nous appeler vos chers paroissiens? Nous ne vous connaissons pas.|LE CHANVREUR Qui êtes-vous donc, et pourquoi prenez-vous la licence de nous appeler vos chers paroissiens? Nous ne vous connaissons pas.
la_mare_au_diable_19_f000016|LE FOSSOYEUR Nous sommes d’honnêtes gens bien en peine.|LE FOSSOYEUR Nous sommes dhonnêtes gens bien en peine.
la_mare_au_diable_19_f000017|N’ayez peur de nous, mes amis! donnez-nous l’hospitalité. Il tombe du verglas, nos pauvres pieds sont gelés, et nous revenons de si loin que nos sabots en sont fendus.|Nayez peur de nous, mes amis! donnez-nous lhospitalité. Il tombe du verglas, nos pauvres pieds sont gelés, et nous revenons de si loin que nos sabots en sont fendus.
la_mare_au_diable_19_f000018|LE CHANVREUR Si vos sabots sont fendus, vous pouvez chercher par terre;|LE CHANVREUR Si vos sabots sont fendus, vous pouvez chercher par terre;
la_mare_au_diable_19_f000019|vous trouverez bien un brin d’oisil (osier) pour faire des arcelets (petites lames de fer en forme d’arcs qu’on place sur les sabots fendus pour les consolider).|vous trouverez bien un brin doisil osier pour faire des arcelets petites lames de fer en forme darcs quon place sur les sabots fendus pour les consolider.
la_mare_au_diable_19_f000020|LE FOSSOYEUR Des arcelets d’oisil, ce n’est guère solide.|LE FOSSOYEUR Des arcelets doisil, ce nest guère solide.
la_mare_au_diable_19_f000021|Vous vous moquez de nous, bonnes gens, et vous feriez mieux de nous ouvrir.|Vous vous moquez de nous, bonnes gens, et vous feriez mieux de nous ouvrir.
la_mare_au_diable_19_f000022|On voit luire une belle flamme dans votre logis; sans doute vous avez mis la broche, et on se réjouit chez vous le cœur et le ventre.|On voit luire une belle flamme dans votre logis; sans doute vous avez mis la broche, et on se réjouit chez vous le cœur et le ventre.
la_mare_au_diable_19_f000023|Ouvrez donc à de pauvres pèlerins qui mourront à votre porte si vous ne leur faites merci.|Ouvrez donc à de pauvres pèlerins qui mourront à votre porte si vous ne leur faites merci.
la_mare_au_diable_19_f000024|LE CHANVREUR Ah! ah! vous êtes des pèlerins? vous ne nous disiez pas cela.|LE CHANVREUR Ah! ah! vous êtes des pèlerins? vous ne nous disiez pas cela.
la_mare_au_diable_19_f000025|Et de quel pèlerinage arrivez-vous, s’il vous plaît?|Et de quel pèlerinage arrivez-vous, sil vous plaît?
la_mare_au_diable_19_f000026|LE FOSSOYEUR Nous vous dirons cela quand vous nous aurez ouvert la porte, car nous venons de si loin que vous ne voudriez pas le croire.|LE FOSSOYEUR Nous vous dirons cela quand vous nous aurez ouvert la porte, car nous venons de si loin que vous ne voudriez pas le croire.
la_mare_au_diable_19_f000027|LE CHANVREUR Vous ouvrir la porte? oui-da! nous ne saurions nous fier à vous. Voyons: est-ce de Saint-Sylvain de Pouligny que vous arrivez?|LE CHANVREUR Vous ouvrir la porte? oui-da! nous ne saurions nous fier à vous. Voyons: est-ce de Saint-Sylvain de Pouligny que vous arrivez?
la_mare_au_diable_19_f000028|LE FOSSOYEUR Nous avons été à Saint-Sylvain de Pouligny, mais nous avons été bien plus loin encore.|LE FOSSOYEUR Nous avons été à Saint-Sylvain de Pouligny, mais nous avons été bien plus loin encore.
la_mare_au_diable_19_f000029|LE CHANVREUR Alors vous avez été jusqu’à Sainte-Solange?|LE CHANVREUR Alors vous avez été jusquà Sainte-Solange?
la_mare_au_diable_19_f000030|LE FOSSOYEUR A Sainte-Solange nous avons été, pour sûr; mais nous avons été plus loin encore.|LE FOSSOYEUR A Sainte-Solange nous avons été, pour sûr; mais nous avons été plus loin encore.
la_mare_au_diable_19_f000031|LE CHANVREUR Vous mentez; vous n’avez même jamais été jusqu’à Sainte- Solange.|LE CHANVREUR Vous mentez; vous navez même jamais été jusquà Sainte- Solange.
la_mare_au_diable_19_f000032|LE FOSSOYEUR Nous avons été plus loin, car à cette heure, nous arrivons de Saint-Jacques de Compostelle.|LE FOSSOYEUR Nous avons été plus loin, car à cette heure, nous arrivons de Saint-Jacques de Compostelle.
la_mare_au_diable_19_f000033|LE CHANVREUR Quelle bêtise nous contez-vous? Nous ne connaissons pas cette paroisse-là.|LE CHANVREUR Quelle bêtise nous contez-vous? Nous ne connaissons pas cette paroisse-là.
la_mare_au_diable_19_f000034|Nous voyons bien que vous êtes de mauvaises gens, des brigands, des rien du tout et des menteurs.|Nous voyons bien que vous êtes de mauvaises gens, des brigands, des rien du tout et des menteurs.
la_mare_au_diable_19_f000035|Allez plus loin chanter vos sornettes; nous sommes sur nos gardes, et vous n’entrerez point céans.|Allez plus loin chanter vos sornettes; nous sommes sur nos gardes, et vous nentrerez point céans.
la_mare_au_diable_19_f000036|LE FOSSOYEUR Hélas! mon pauvre homme, ayez pitié de nous! Nous ne sommes pas des pèlerins, vous l’avez deviné; mais nous sommes de malheureux braconniers poursuivis par des gardes.|LE FOSSOYEUR Hélas! mon pauvre homme, ayez pitié de nous! Nous ne sommes pas des pèlerins, vous lavez deviné; mais nous sommes de malheureux braconniers poursuivis par des gardes.
la_mare_au_diable_19_f000037|Mêmement les gendarmes sont après nous et, si vous ne nous faites point cacher dans votre fenil, nous allons être pris et conduits en prison.|Mêmement les gendarmes sont après nous et, si vous ne nous faites point cacher dans votre fenil, nous allons être pris et conduits en prison.
la_mare_au_diable_19_f000038|LE CHANVREUR Et qui nous prouvera que, cette fois-ci, vous soyez ce que vous dites? car voilà déjà un mensonge que vous n’avez pas pu soutenir.|LE CHANVREUR Et qui nous prouvera que, cette fois-ci, vous soyez ce que vous dites? car voilà déjà un mensonge que vous navez pas pu soutenir.
la_mare_au_diable_19_f000039|LE FOSSOYEUR Si vous voulez nous ouvrir, nous vous montrerons une belle pièce de gibier que nous avons tuée.|LE FOSSOYEUR Si vous voulez nous ouvrir, nous vous montrerons une belle pièce de gibier que nous avons tuée.
la_mare_au_diable_19_f000040|LE CHANVREUR Montrez-la tout de suite, car nous sommes en méfiance.|LE CHANVREUR Montrez-la tout de suite, car nous sommes en méfiance.
la_mare_au_diable_19_f000041|LE FOSSOYEUR Eh bien, ouvrez une porte ou une fenêtre, qu’on vous passe la bête.|LE FOSSOYEUR Eh bien, ouvrez une porte ou une fenêtre, quon vous passe la bête.
la_mare_au_diable_19_f000042|LE CHANVREUR Oh! que nenni! pas si sot! Je vous regarde par un petit pertuis! et je ne vois parmi vous ni chasseurs, ni gibier.|LE CHANVREUR Oh! que nenni! pas si sot! Je vous regarde par un petit pertuis! et je ne vois parmi vous ni chasseurs, ni gibier.
la_mare_au_diable_19_f000043|Ici un garçon bouvier, trapu et d’une force herculéenne, se détacha du groupe où il se tenait inaperçu, éleva vers la lucarne une oie plumée,|Ici un garçon bouvier, trapu et dune force herculéenne, se détacha du groupe où il se tenait inaperçu, éleva vers la lucarne une oie plumée,
la_mare_au_diable_19_f000044|passée dans une forte broche de fer, ornée de bouquets de paille et de rubans.|passée dans une forte broche de fer, ornée de bouquets de paille et de rubans.
la_mare_au_diable_19_f000045|—Oui-da! s’écria le chanvreur, après avoir passé avec précaution un bras dehors pour tâter le rôt;|-Oui-da! sécria le chanvreur, après avoir passé avec précaution un bras dehors pour tâter le rôt;
la_mare_au_diable_19_f000046|ceci n’est point une caille, ni une perdrix; ce n’est ni un lièvre, ni un lapin; c’est quelque chose comme une oie ou un dindon.|ceci nest point une caille, ni une perdrix; ce nest ni un lièvre, ni un lapin; cest quelque chose comme une oie ou un dindon.
la_mare_au_diable_19_f000047|Vraiment, vous êtes de beaux chasseurs! et ce gibier-là ne vous a guère fait courir.|Vraiment, vous êtes de beaux chasseurs! et ce gibier-là ne vous a guère fait courir.
la_mare_au_diable_19_f000048|Allez plus loin, mes drôles! toutes vos menteries sont connues, et vous pouvez bien aller chez vous faire cuire votre souper. Vous ne mangerez pas le nôtre.|Allez plus loin, mes drôles! toutes vos menteries sont connues, et vous pouvez bien aller chez vous faire cuire votre souper. Vous ne mangerez pas le nôtre.
la_mare_au_diable_19_f000049|LE FOSSOYEUR Hélas! mon Dieu, où irons-nous faire cuire notre gibier? C’est bien peu de chose pour tant de monde que nous sommes; et, d’ailleurs, nous n’avons ni feu ni lieu.|LE FOSSOYEUR Hélas! mon Dieu, où irons-nous faire cuire notre gibier? Cest bien peu de chose pour tant de monde que nous sommes; et, dailleurs, nous navons ni feu ni lieu.
la_mare_au_diable_19_f000050|A cette heure-ci toutes les portes sont fermées, tout le monde est couché; il n’y a que vous qui fassiez la noce dans votre maison, et il faut que vous ayez le cœur bien dur pour nous laisser transir dehors.|A cette heure-ci toutes les portes sont fermées, tout le monde est couché; il ny a que vous qui fassiez la noce dans votre maison, et il faut que vous ayez le cœur bien dur pour nous laisser transir dehors.
la_mare_au_diable_19_f000051|Ouvrez-nous, braves gens, encore une fois; nous ne vous occasionnerons pas de dépenses.|Ouvrez-nous, braves gens, encore une fois; nous ne vous occasionnerons pas de dépenses.
la_mare_au_diable_19_f000052|Vous voyez bien que nous apportons le rôti; seulement un peu de place à votre foyer, un peu de flamme pour le faire cuire, et nous nous en irons contents.|Vous voyez bien que nous apportons le rôti; seulement un peu de place à votre foyer, un peu de flamme pour le faire cuire, et nous nous en irons contents.
la_mare_au_diable_19_f000053|LE CHANVREUR Croyez-vous qu’il y ait trop de place chez nous, et que le bois ne nous coûte rien?|LE CHANVREUR Croyez-vous quil y ait trop de place chez nous, et que le bois ne nous coûte rien?
la_mare_au_diable_19_f000054|LE FOSSOYEUR Nous avons là une petite botte de paille pour faire le feu, nous nous en contenterons;|LE FOSSOYEUR Nous avons là une petite botte de paille pour faire le feu, nous nous en contenterons;
la_mare_au_diable_19_f000055|donnez-nous seulement la permission de mettre la broche en travers de votre cheminée.|donnez-nous seulement la permission de mettre la broche en travers de votre cheminée.
la_mare_au_diable_19_f000056|LE CHANVREUR Cela ne sera point; vous nous faites dégoût et point du tout pitié.|LE CHANVREUR Cela ne sera point; vous nous faites dégoût et point du tout pitié.
la_mare_au_diable_19_f000057|M’est avis que vous êtes ivres, que vous n’avez besoin de rien, et que vous voulez entrer chez nous pour voler notre feu et nos filles.|Mest avis que vous êtes ivres, que vous navez besoin de rien, et que vous voulez entrer chez nous pour voler notre feu et nos filles.
la_mare_au_diable_19_f000058|LE FOSSOYEUR Puisque vous ne voulez entendre à aucune bonne raison, nous allons entrer chez vous par force.|LE FOSSOYEUR Puisque vous ne voulez entendre à aucune bonne raison, nous allons entrer chez vous par force.
la_mare_au_diable_19_f000059|LE CHANVREUR Essayez, si vous voulez. Nous sommes assez bien renfermés pour ne pas vous craindre. Et puisque vous êtes insolents, nous ne vous répondrons pas davantage.|LE CHANVREUR Essayez, si vous voulez. Nous sommes assez bien renfermés pour ne pas vous craindre. Et puisque vous êtes insolents, nous ne vous répondrons pas davantage.
la_mare_au_diable_19_f000060|Là-dessus le chanvreur ferma à grand bruit l’huis de la lucarne, et redescendit dans la chambre au-dessous, par une échelle.|Là-dessus le chanvreur ferma à grand bruit lhuis de la lucarne, et redescendit dans la chambre au-dessous, par une échelle.
la_mare_au_diable_19_f000061|Puis il reprit la fiancée par la main, et les jeunes gens des deux sexes se joignant à eux, tous se mirent à danser et à crier joyeusement tandis que les matrones chantaient d’une voix perçante,|Puis il reprit la fiancée par la main, et les jeunes gens des deux sexes se joignant à eux, tous se mirent à danser et à crier joyeusement tandis que les matrones chantaient dune voix perçante,
la_mare_au_diable_19_f000062|et poussaient de grands éclats de rire en signe de mépris et de bravade contre ceux du dehors qui tentaient l’assaut.|et poussaient de grands éclats de rire en signe de mépris et de bravade contre ceux du dehors qui tentaient lassaut.
la_mare_au_diable_19_f000063|Les assiégeants, de leur côté, faisaient rage: ils déchargeaient leurs pistolets dans les portes, faisaient gronder les chiens, frappaient de grands coups sur les murs, secouaient les volets, poussaient des cris effroyables;|Les assiégeants, de leur côté, faisaient rage: ils déchargeaient leurs pistolets dans les portes, faisaient gronder les chiens, frappaient de grands coups sur les murs, secouaient les volets, poussaient des cris effroyables;
la_mare_au_diable_19_f000064|enfin c’était un vacarme à ne pas s’entendre, une poussière et une fumée à ne se point voir.|enfin cétait un vacarme à ne pas sentendre, une poussière et une fumée à ne se point voir.
la_mare_au_diable_19_f000065|Pourtant cette attaque était simulée: le moment n’était pas venu de violer l’étiquette.|Pourtant cette attaque était simulée: le moment nétait pas venu de violer létiquette.
la_mare_au_diable_19_f000066|Si l’on parvenait, en rôdant, à trouver un passage non gardé, une ouverture quelconque, on pouvait chercher à s’introduire par surprise,|Si lon parvenait, en rôdant, à trouver un passage non gardé, une ouverture quelconque, on pouvait chercher à sintroduire par surprise,
la_mare_au_diable_19_f000067|et alors, si le porteur de la broche arrivait à mettre son rôti au feu, la prise de possession du foyer ainsi constatée, la comédie finissait et le fiancé était vainqueur.|et alors, si le porteur de la broche arrivait à mettre son rôti au feu, la prise de possession du foyer ainsi constatée, la comédie finissait et le fiancé était vainqueur.
la_mare_au_diable_19_f000068|Mais les issues de la maison n’étaient pas assez nombreuses pour qu’on eût négligé les précautions d’usage, et nul ne se fût arrogé le droit d’employer la violence avant le moment fixé pour la lutte.|Mais les issues de la maison nétaient pas assez nombreuses pour quon eût négligé les précautions dusage, et nul ne se fût arrogé le droit demployer la violence avant le moment fixé pour la lutte.
la_mare_au_diable_19_f000069|Quand on fut las de sauter et de crier, le chanvreur songea à capituler.|Quand on fut las de sauter et de crier, le chanvreur songea à capituler.
la_mare_au_diable_19_f000070|Il remonta à sa lucarne, l’ouvrit avec précaution, et salua les assiégeants désappointés par un éclat de rire.|Il remonta à sa lucarne, louvrit avec précaution, et salua les assiégeants désappointés par un éclat de rire.
la_mare_au_diable_19_f000071|—Eh bien, mes gars, dit-il, vous voilà bien penauds! Vous pensiez que rien n’était plus facile que d’entrer céans, et vous voyez que notre défense est bonne.|-Eh bien, mes gars, dit-il, vous voilà bien penauds! Vous pensiez que rien nétait plus facile que dentrer céans, et vous voyez que notre défense est bonne.
la_mare_au_diable_19_f000072|Mais nous commençons à avoir pitié de vous, si vous voulez vous soumettre et accepter nos conditions.|Mais nous commençons à avoir pitié de vous, si vous voulez vous soumettre et accepter nos conditions.
la_mare_au_diable_19_f000073|LE FOSSOYEUR Parlez, mes braves gens; dites ce qu’il faut faire pour approcher de votre foyer.|LE FOSSOYEUR Parlez, mes braves gens; dites ce quil faut faire pour approcher de votre foyer.
la_mare_au_diable_19_f000074|LE CHANVREUR Il faut chanter, mes amis, mais chanter une chanson que nous ne connaissions pas, et à laquelle nous ne puissions pas répondre par une meilleure.|LE CHANVREUR Il faut chanter, mes amis, mais chanter une chanson que nous ne connaissions pas, et à laquelle nous ne puissions pas répondre par une meilleure.
la_mare_au_diable_19_f000075|—Qu’à cela ne tienne! répondit le fossoyeur, et il entonna d’une voix puissante: Voilà six mois que c’était le printemps, —Me promenais sur l’herbette naissante, répondit le chanvreur d’une voix un peu enrouée, mais terrible.|-Quà cela ne tienne! répondit le fossoyeur, et il entonna dune voix puissante: Voilà six mois que cétait le printemps, -Me promenais sur lherbette naissante, répondit le chanvreur dune voix un peu enrouée, mais terrible.
la_mare_au_diable_19_f000076|Vous moquez-vous, mes pauvres gens, de nous chanter une pareille vieillerie?|Vous moquez-vous, mes pauvres gens, de nous chanter une pareille vieillerie?
la_mare_au_diable_19_f000077|vous voyez bien que nous vous arrêtons au premier mot!|vous voyez bien que nous vous arrêtons au premier mot!
la_mare_au_diable_19_f000078|—C’était la fille d’un prince...|-Cétait la fille dun prince...
la_mare_au_diable_19_f000079|—Qui voulait se marier, répondit le chanvreur. Passez, passez à une autre! nous connaissons celle-là un peu trop.|-Qui voulait se marier, répondit le chanvreur. Passez, passez à une autre! nous connaissons celle-là un peu trop.
la_mare_au_diable_19_f000080|LE FOSSOYEUR Voulez-vous celle-ci?|LE FOSSOYEUR Voulez-vous celle-ci?
la_mare_au_diable_19_f000081|—En revenant de Nantes...|-En revenant de Nantes...
la_mare_au_diable_19_f000082|LE CHANVREUR —J’étais bien fatigué, voyez! J’étais bien fatigué.|LE CHANVREUR -Jétais bien fatigué, voyez! Jétais bien fatigué.
la_mare_au_diable_19_f000083|Celle-là est du temps de ma grand’mère. Voyons-en une autre!|Celle-là est du temps de ma grandmère. Voyons-en une autre!
la_mare_au_diable_19_f000084|LE FOSSOYEUR —L’autre jour en me promenant...|LE FOSSOYEUR -Lautre jour en me promenant...
la_mare_au_diable_19_f000085|LE CHANVREUR —Le long de ce bois charmant! En voilà une qui est bête!|LE CHANVREUR -Le long de ce bois charmant! En voilà une qui est bête!
la_mare_au_diable_19_f000086|Nos petits enfants ne voudraient pas se donner la peine de vous répondre! Quoi! voilà tout ce que vous savez?|Nos petits enfants ne voudraient pas se donner la peine de vous répondre! Quoi! voilà tout ce que vous savez?
la_mare_au_diable_19_f000087|LE FOSSOYEUR Oh! nous vous en dirons tant que vous finirez par rester court.|LE FOSSOYEUR Oh! nous vous en dirons tant que vous finirez par rester court.
la_mare_au_diable_19_f000088|Il se passa bien une heure à combattre ainsi. Comme les deux antagonistes étaient les deux plus forts du pays sur la chanson, et que leur répertoire semblait inépuisable,|Il se passa bien une heure à combattre ainsi. Comme les deux antagonistes étaient les deux plus forts du pays sur la chanson, et que leur répertoire semblait inépuisable,
la_mare_au_diable_19_f000089|cela eût pu durer toute la nuit, d’autant plus que le chanvreur mit un peu de malice à laisser chanter certaines complaintes en dix, vingt ou trente couplets, feignant, par son silence, de se déclarer vaincu.|cela eût pu durer toute la nuit, dautant plus que le chanvreur mit un peu de malice à laisser chanter certaines complaintes en dix, vingt ou trente couplets, feignant, par son silence, de se déclarer vaincu.
la_mare_au_diable_19_f000090|Alors on triomphait dans le camp du fiancé, on chantait en chœur à pleine voix, et on croyait que cette fois la partie adverse ferait défaut;|Alors on triomphait dans le camp du fiancé, on chantait en chœur à pleine voix, et on croyait que cette fois la partie adverse ferait défaut;
la_mare_au_diable_19_f000091|mais, à la moitié du couplet final, on entendait la voix rude et enrhumée du vieux chanvreur beugler les derniers vers; après quoi il s’écriait: Vous n’aviez pas besoin de vous fatiguer à en dire une si longue, mes enfants!|mais, à la moitié du couplet final, on entendait la voix rude et enrhumée du vieux chanvreur beugler les derniers vers; après quoi il sécriait: Vous naviez pas besoin de vous fatiguer à en dire une si longue, mes enfants!
la_mare_au_diable_19_f000092|Nous la savions sur le bout du doigt!|Nous la savions sur le bout du doigt!
la_mare_au_diable_19_f000093|Une ou deux fois pourtant le chanvreur fit la grimace, fronça le sourcil et se retourna d’un air désappointé vers les matrones attentives.|Une ou deux fois pourtant le chanvreur fit la grimace, fronça le sourcil et se retourna dun air désappointé vers les matrones attentives.
la_mare_au_diable_19_f000094|Le fossoyeur chantait quelque chose de si vieux, que son adversaire l’avait oublié, ou peut-être qu’il ne l’avait jamais su;|Le fossoyeur chantait quelque chose de si vieux, que son adversaire lavait oublié, ou peut-être quil ne lavait jamais su;
