odysseus_01_f000001|Erster Abend.|Erster Abend.
odysseus_17_f000061|Ha! gewiß hat eine der Mägde oder auch Melanthios ihnen Waffen herbeigeholt.|Ha! gewiß hat eine der Mägde oder auch Melanthios ihnen Waffen herbeigeholt.
odysseus_17_f000062|Sieh nur, wie mutig sie jetzt schleudern!|Sieh nur, wie mutig sie jetzt schleudern!
odysseus_17_f000063|Ihr Götter, sprach Telemachos, das habe ich selber verschuldet!|Ihr Götter, sprach Telemachos, das habe ich selber verschuldet!
odysseus_17_f000064|Ich lehnte die Thür der Waffenkammer nur an, und das hat der bübische Ziegenhirt benutzt.|Ich lehnte die Thür der Waffenkammer nur an, und das hat der bübische Ziegenhirt benutzt.
odysseus_17_f000065|Sieh, da schleicht der Schurke schon wieder hinaus, um neue Waffen zu holen!|Sieh, da schleicht der Schurke schon wieder hinaus, um neue Waffen zu holen!
odysseus_17_f000066|Ha! ihm nach, Eumäos, Philötios! rief Odysseus. Bindet ihn!|Ha! ihm nach, Eumäos, Philötios! rief Odysseus. Bindet ihn!
odysseus_17_f000067|Hängt ihn auf, hoch an den Balken!|Hängt ihn auf, hoch an den Balken!
odysseus_17_f000068|Ich fechte indes allein mit meinem Sohne; wir werden ja schon den wild anstürmenden Haufen der Freier im Saale aufhalten!|Ich fechte indes allein mit meinem Sohne; wir werden ja schon den wild anstürmenden Haufen der Freier im Saale aufhalten!
odysseus_17_f000069|Beide eilten dem Ziegenhirten nach und fanden ihn bereits auf dem Söller.|Beide eilten dem Ziegenhirten nach und fanden ihn bereits auf dem Söller.
odysseus_17_f000070|Alsbald rissen sie ihn nieder, banden ihm gewaltsam die Hände mit den Füßen zusammen und steckten dann durch diese Bande ein starkes Seil, welches mit dem einen Ende an der Decke befestigt war.|Alsbald rissen sie ihn nieder, banden ihm gewaltsam die Hände mit den Füßen zusammen und steckten dann durch diese Bande ein starkes Seil, welches mit dem einen Ende an der Decke befestigt war.
odysseus_17_f000071|Daran zogen sie ihn grausam in die Höhe, so daß er krumm gebunden und von schrecklichen Qualen gepeinigt zwischen Decke und Fußboden schwebte.|Daran zogen sie ihn grausam in die Höhe, so daß er krumm gebunden und von schrecklichen Qualen gepeinigt zwischen Decke und Fußboden schwebte.
odysseus_17_f000072|In dieser Lage ließen sie ihn hängen und kehrten zum Gefechte zurück.|In dieser Lage ließen sie ihn hängen und kehrten zum Gefechte zurück.
odysseus_17_f000073|Hier waren unterdessen die beiden Kämpfer mehr als einmal in Lebensgefahr gewesen.|Hier waren unterdessen die beiden Kämpfer mehr als einmal in Lebensgefahr gewesen.
odysseus_17_f000074|Als die Freier sahen, daß sie nur noch mit Odysseus und Telemachos allein zu thun hatten, faßten sie neue Hoffnung, und frischer Mut erwachte in ihnen.|Als die Freier sahen, daß sie nur noch mit Odysseus und Telemachos allein zu thun hatten, faßten sie neue Hoffnung, und frischer Mut erwachte in ihnen.
odysseus_17_f000075|Schon hielten sie sich nicht mehr entfernt in den hintersten Winkeln, sondern den Schild in der Linken und in der Rechten das Schwert, kamen sie hervorgesprungen und verwandelten das Lanzenspiel in ein Schwertgemetzel.|Schon hielten sie sich nicht mehr entfernt in den hintersten Winkeln, sondern den Schild in der Linken und in der Rechten das Schwert, kamen sie hervorgesprungen und verwandelten das Lanzenspiel in ein Schwertgemetzel.
odysseus_17_f000076|Auch Odysseus und Telemachos zogen rasch das scharfe Schwert von der Hüfte, und mit Blitzes Schnelle ward hier ein Schädel gespalten, dort ein Arm heruntergeschlagen, da eine Brust aufgeschlitzt.|Auch Odysseus und Telemachos zogen rasch das scharfe Schwert von der Hüfte, und mit Blitzes Schnelle ward hier ein Schädel gespalten, dort ein Arm heruntergeschlagen, da eine Brust aufgeschlitzt.
odysseus_17_f000077|Odysseus hielt sich noch auf der alten Stelle, und keiner seiner kräftigen Hiebe ward vergeblich geführt; aber Telemachos war schon zurückgedrängt und fast umzingelt, auch floß ihm schon Blut aus einer leichten Wunde am Knöchel.|Odysseus hielt sich noch auf der alten Stelle, und keiner seiner kräftigen Hiebe ward vergeblich geführt; aber Telemachos war schon zurückgedrängt und fast umzingelt, auch floß ihm schon Blut aus einer leichten Wunde am Knöchel.
odysseus_17_f000078|Schwerlich hätten beide die gesamte Wut der Gegner noch langer ausgehalten, wäre nicht eben in dem gefährlichsten Augenblicke Athene, mit Schild und Speer und vom Haupt bis zum Fuße gerüstet,|Schwerlich hätten beide die gesamte Wut der Gegner noch langer ausgehalten, wäre nicht eben in dem gefährlichsten Augenblicke Athene, mit Schild und Speer und vom Haupt bis zum Fuße gerüstet,
odysseus_17_f000079|in Mentors Gestalt zur Thür herein getreten, um sofort mit einem gewaltigen Stoße ihres Schildes die nächsten zurückzuwerfen.|in Mentors Gestalt zur Thür herein getreten, um sofort mit einem gewaltigen Stoße ihres Schildes die nächsten zurückzuwerfen.
odysseus_17_f000080|Ha, Mentor! Mentor! rief Odysseus laut, als er die verkappte Göttin erblickte; stehe mir bei, Mentor!|Ha, Mentor! Mentor! rief Odysseus laut, als er die verkappte Göttin erblickte; stehe mir bei, Mentor!
odysseus_17_f000081|Es gilt mein Leben! Verlaß deinen Freund nicht in Todesnot, da er dir viel Gutes gethan hat!|Es gilt mein Leben! Verlaß deinen Freund nicht in Todesnot, da er dir viel Gutes gethan hat!
odysseus_17_f000082|Mentor! verruchter Graukopf!|Mentor! verruchter Graukopf!
odysseus_17_f000083|schrieen die Freier alle, unterstehe dich nicht diesen beiden hier zu helfen und uns zu bekämpfen; denn wahrlich, wenn wir sie besiegt haben, so ergeht es dir fürchterlich, und wehe deinem Hause und deinen Kindern, die wir alle umbringen!|schrieen die Freier alle, unterstehe dich nicht diesen beiden hier zu helfen und uns zu bekämpfen; denn wahrlich, wenn wir sie besiegt haben, so ergeht es dir fürchterlich, und wehe deinem Hause und deinen Kindern, die wir alle umbringen!
odysseus_17_f000084|Zum Hades, ihr Hunde!|Zum Hades, ihr Hunde!
odysseus_17_f000085|entgegnete die Göttin und schlug sie bei Haufen zu Boden, daß Telemachos erstaunte; aber Odysseus ahnte die Göttin und schwieg; doch focht er noch immer, triefend von Schweiß und fast atemlos von der entsetzlichen Anstrengung.|entgegnete die Göttin und schlug sie bei Haufen zu Boden, daß Telemachos erstaunte; aber Odysseus ahnte die Göttin und schwieg; doch focht er noch immer, triefend von Schweiß und fast atemlos von der entsetzlichen Anstrengung.
odysseus_17_f000086|Jetzt traten die beiden Hirten wieder herein mit einem Vorrate frischer Lanzen.|Jetzt traten die beiden Hirten wieder herein mit einem Vorrate frischer Lanzen.
odysseus_17_f000087|Aber Mentor, nachdem er viele der Freier erschlagen und die übrigen wieder weit zurück in den Hintergrund gedrängt hatte, ging hinaus und überließ den vier Männern noch eine gefährliche Arbeit.|Aber Mentor, nachdem er viele der Freier erschlagen und die übrigen wieder weit zurück in den Hintergrund gedrängt hatte, ging hinaus und überließ den vier Männern noch eine gefährliche Arbeit.
odysseus_17_f000088|Sie aber voll hohen Mutes, einer durch des andern Tapferkeit gestärkt, ließen nicht ab von dem stürmenden Angriff und warfen noch manchen Jüngling zu Boden; denn jetzt ward wieder das Schwert mit dem Wurfspieße vertauscht,|Sie aber voll hohen Mutes, einer durch des andern Tapferkeit gestärkt, ließen nicht ab von dem stürmenden Angriff und warfen noch manchen Jüngling zu Boden; denn jetzt ward wieder das Schwert mit dem Wurfspieße vertauscht,
odysseus_17_f000089|und schrecklich zischten die Speere hin und her.|und schrecklich zischten die Speere hin und her.
odysseus_17_f000090|Mit wunderbarer Gewandtheit wich der kampfgeübte Odysseus den heranfliegenden Lanzen aus oder schlug sie mit der linken Hand zurück, indes die rechte unaufhörlich warf und immer traf.|Mit wunderbarer Gewandtheit wich der kampfgeübte Odysseus den heranfliegenden Lanzen aus oder schlug sie mit der linken Hand zurück, indes die rechte unaufhörlich warf und immer traf.
odysseus_17_f000091|Die beiden Hirten waren schon, wie Telemachos, verwundet; doch achteten sie der Schmerzen nicht in der Hitze des Kampfes.|Die beiden Hirten waren schon, wie Telemachos, verwundet; doch achteten sie der Schmerzen nicht in der Hitze des Kampfes.
odysseus_17_f000092|Eumäos hatte einen Wurf von dem kühnen Ktesippos bekommen, dafür zielte der Rinderhirte auf ihn und schleuderte ihn glücklich mit dem Speere zu Boden.|Eumäos hatte einen Wurf von dem kühnen Ktesippos bekommen, dafür zielte der Rinderhirte auf ihn und schleuderte ihn glücklich mit dem Speere zu Boden.
odysseus_17_f000093|Da! du trotziger Prahler!|Da! du trotziger Prahler!
odysseus_17_f000094|rief er, nimm dies Ehrengeschenk für den Kuhfuß, den du so geschickt zu werfen verstandest!|rief er, nimm dies Ehrengeschenk für den Kuhfuß, den du so geschickt zu werfen verstandest!
odysseus_17_f000095|Jetzt war der größte Teil der Freier gefallen.|Jetzt war der größte Teil der Freier gefallen.
odysseus_17_f000096|Einige hatten schon das Leben ausgehaucht; die meisten krümmten sich noch stöhnend an den Spießen, mit denen sie durchbohrt waren, oder wälzten sich zuckend in ihrem Blute.|Einige hatten schon das Leben ausgehaucht; die meisten krümmten sich noch stöhnend an den Spießen, mit denen sie durchbohrt waren, oder wälzten sich zuckend in ihrem Blute.
odysseus_17_f000097|Ein gräßlicher Anblick!|Ein gräßlicher Anblick!
odysseus_17_f000098|Ein weiter Saal voll Sterbender, die hoch übereinander getürmt und unkenntlich vor Blut und Staub, verzerrt von den Krämpfen der Todesangst da liegen und röcheln!|Ein weiter Saal voll Sterbender, die hoch übereinander getürmt und unkenntlich vor Blut und Staub, verzerrt von den Krämpfen der Todesangst da liegen und röcheln!
odysseus_17_f000099|Hinter ihnen noch ein paar Flüchtlinge, die gleich gescheuchten Hühnern hin und her laufen, um den Würfen zu entweichen; manche ängstlich unter den Toten versteckt auf den Knieen,|Hinter ihnen noch ein paar Flüchtlinge, die gleich gescheuchten Hühnern hin und her laufen, um den Würfen zu entweichen; manche ängstlich unter den Toten versteckt auf den Knieen,
odysseus_17_f000100|manche starr wie Bildsäulen in die Nischen der Wände gedrückt, auf allen Gesichtern Totenblässe!|manche starr wie Bildsäulen in die Nischen der Wände gedrückt, auf allen Gesichtern Totenblässe!
odysseus_17_f000101|Die vier Helden hatten abermals ihre Lanzen verschossen, und jeder zog sich nun aus einem der Getöteten eine heraus, mit denen sie noch die übrigen Lebenden, von denen keiner mehr die Gegenwehr versuchte, aufspießten.|Die vier Helden hatten abermals ihre Lanzen verschossen, und jeder zog sich nun aus einem der Getöteten eine heraus, mit denen sie noch die übrigen Lebenden, von denen keiner mehr die Gegenwehr versuchte, aufspießten.
odysseus_17_f000102|Unter diesen sprang jetzt schnell Leiodes hinter einer Säule hervor, umfaßte flehend Odysseuse Kniee und rief laut um Erbarmen.|Unter diesen sprang jetzt schnell Leiodes hinter einer Säule hervor, umfaßte flehend Odysseuse Kniee und rief laut um Erbarmen.
odysseus_17_f000103|Schenke mir das Leben, bat er, ich habe keinen Teil gehabt an den Übelthaten der Freier; denn ich war ihr Opferpriester und verrichtete nur die heiligen Gebräuche und Gebete, wenn sie von deinen Stieren opferten.|Schenke mir das Leben, bat er, ich habe keinen Teil gehabt an den Übelthaten der Freier; denn ich war ihr Opferpriester und verrichtete nur die heiligen Gebräuche und Gebete, wenn sie von deinen Stieren opferten.
odysseus_17_f000104|So? entgegnete der König mit finsterm Blicke, wenn du ihr Opferprophet gewesen bist, so wirst du auch nicht unterlassen haben ihnen recht viel Böses von mir zu weissagen und Unglück genug von den Göttern auf mich herab zu bitten,|So? entgegnete der König mit finsterm Blicke, wenn du ihr Opferprophet gewesen bist, so wirst du auch nicht unterlassen haben ihnen recht viel Böses von mir zu weissagen und Unglück genug von den Göttern auf mich herab zu bitten,
odysseus_17_f000105|daß mir der Tag der Heimkehr nie zu teil werde.|daß mir der Tag der Heimkehr nie zu teil werde.
odysseus_17_f000106|Und dafür stirbst du jetzt den verdienten Tod!|Und dafür stirbst du jetzt den verdienten Tod!
odysseus_17_f000107|Er bückte sich, um das Schwert aufzuheben, welches der Hand des jählings durchbohrten Amphinomos entfallen war, und durchhieb den noch immer knieenden Priester mit einem raschen Streiche den Nacken, daß der Kopf in den Staub hinrollte.|Er bückte sich, um das Schwert aufzuheben, welches der Hand des jählings durchbohrten Amphinomos entfallen war, und durchhieb den noch immer knieenden Priester mit einem raschen Streiche den Nacken, daß der Kopf in den Staub hinrollte.
odysseus_17_f000108|Dann wandte er sich mit dem Schwerte in die Tiefe des Saales, um aufzuspüren, wo etwa noch unter dem Leichenhaufen ein Lebender verborgen wäre.|Dann wandte er sich mit dem Schwerte in die Tiefe des Saales, um aufzuspüren, wo etwa noch unter dem Leichenhaufen ein Lebender verborgen wäre.
odysseus_17_f000109|Und siehe, Phemios, der Sänger, knieete in der Tiefe des Saales hinter der Treppenthür, todesbange zusammengekauert bei seiner Phorminx.|Und siehe, Phemios, der Sänger, knieete in der Tiefe des Saales hinter der Treppenthür, todesbange zusammengekauert bei seiner Phorminx.
odysseus_17_f000110|Weinend fiel er dem Könige zu Füßen, als dieser bei ihm vorbeikam.|Weinend fiel er dem Könige zu Füßen, als dieser bei ihm vorbeikam.
odysseus_17_f000111|Gnade! rief er, Gnade! Odysseus, erbarme dich meiner!|Gnade! rief er, Gnade! Odysseus, erbarme dich meiner!
odysseus_17_f000112|Dich selber würde es reuen, den schuldlosen Sänger erschlagen zu haben, der Götter und sterbliche Menschen besungen hat.|Dich selber würde es reuen, den schuldlosen Sänger erschlagen zu haben, der Götter und sterbliche Menschen besungen hat.
odysseus_17_f000113|Sieh, keines Menschen Mund hat mich belehrt, sondern ein gütiger Gott hat die Gabe des Gesanges mir in die Seele gelegt.|Sieh, keines Menschen Mund hat mich belehrt, sondern ein gütiger Gott hat die Gabe des Gesanges mir in die Seele gelegt.
odysseus_17_f000114|Auch dein Herz, das lange geängstigte, zu erfreuen ward mir die süße Stimme gegeben.|Auch dein Herz, das lange geängstigte, zu erfreuen ward mir die süße Stimme gegeben.
odysseus_17_f000115|Siehe, dein lieber Sohn Telemachos kann mires bezeugen, daß ich nie freiwillig noch aus Gewinnsucht hierher kam dem Mutwillen der Freier zu frönen, sondern daß sie immer nur mit Gewalt mich herbeigezogen haben.|Siehe, dein lieber Sohn Telemachos kann mires bezeugen, daß ich nie freiwillig noch aus Gewinnsucht hierher kam dem Mutwillen der Freier zu frönen, sondern daß sie immer nur mit Gewalt mich herbeigezogen haben.
odysseus_17_f000116|Ja, Vater, sprach Telemachos, der den Sänger bitten hörte; schone seiner, er ist unschuldig.|Ja, Vater, sprach Telemachos, der den Sänger bitten hörte; schone seiner, er ist unschuldig.
odysseus_17_f000117|Auch Medon, den Herold, verwunde nicht, wenn er noch lebt; er hat mich so treulich in der Kindheit gepflegt und mich immer neue Spiele gelehrt, da ich ein Knabe war.|Auch Medon, den Herold, verwunde nicht, wenn er noch lebt; er hat mich so treulich in der Kindheit gepflegt und mich immer neue Spiele gelehrt, da ich ein Knabe war.
odysseus_17_f000118|Aber ich fürchte, er liegt schon getötet unter dem Haufen.|Aber ich fürchte, er liegt schon getötet unter dem Haufen.
odysseus_17_f000119|Während der Jüngling noch redete, siehe da regte siches plötzlich unter einer großen Stierhaut, die über einen Sessel gebreitet war, und ein Mann kroch hervor und umfaßte dem König die Kniee: Medon wares, für welchen Telemachos so eben gebeten hatte.|Während der Jüngling noch redete, siehe da regte siches plötzlich unter einer großen Stierhaut, die über einen Sessel gebreitet war, und ein Mann kroch hervor und umfaßte dem König die Kniee: Medon wares, für welchen Telemachos so eben gebeten hatte.
odysseus_17_f000120|Nun, es mag dir verziehen sein um des bittenden Sohnes willen, sprach lächelnd Odysseus.|Nun, es mag dir verziehen sein um des bittenden Sohnes willen, sprach lächelnd Odysseus.
odysseus_17_f000121|Aber jetzt gehe mir hier fort, hinaus in den Hof, du und der Sänger, bis ich alles im Hause vollendet habe, wie sich gebührt, Er durchsuchte noch alle Schlupfwinkel, fand aber keine lebendige Seele mehr.|Aber jetzt gehe mir hier fort, hinaus in den Hof, du und der Sänger, bis ich alles im Hause vollendet habe, wie sich gebührt, Er durchsuchte noch alle Schlupfwinkel, fand aber keine lebendige Seele mehr.
odysseus_17_f000122|Und mit Staunen und Grausen überblickte er jetzt das fürchterliche Werk seiner Hände.|Und mit Staunen und Grausen überblickte er jetzt das fürchterliche Werk seiner Hände.
odysseus_17_f000123|Wie ein Haufe toter Fische, die der Fischer aus dem Behälter gesondert und ans Ufer geworfen hat, so lagen hier die Leichen der am Morgen noch so trotzigen Schwelger übereinander geschichtet.|Wie ein Haufe toter Fische, die der Fischer aus dem Behälter gesondert und ans Ufer geworfen hat, so lagen hier die Leichen der am Morgen noch so trotzigen Schwelger übereinander geschichtet.
odysseus_17_f000124|Da erst legte er kampfesmüde das Schwert aus der Hand und nahm den ehernen Helm von dem schweißbedeckten Haupte.|Da erst legte er kampfesmüde das Schwert aus der Hand und nahm den ehernen Helm von dem schweißbedeckten Haupte.
odysseus_17_f000125|Geh, rufe mir Eurykleia her, denn ich habe noch etwas auf dem Herzen, sprach er zum Sohne.|Geh, rufe mir Eurykleia her, denn ich habe noch etwas auf dem Herzen, sprach er zum Sohne.
odysseus_17_f000126|Telemachos ging und brachte die Alte.|Telemachos ging und brachte die Alte.
odysseus_17_f000127|Ha, wie erstarrte sie über die wilde, blutige Wahlstatt!|Ha, wie erstarrte sie über die wilde, blutige Wahlstatt!
odysseus_17_f000128|Aber furchtbarer selbst als die Haufen der Erschlagenen erschien ihr der Mann der ungeheuren That, der wie ein Löwe, gesättigt vom Fleische des zerrissenen Pflugstiers besudelt von Blut und Staub, mit zornigen Blicken im Saale auf und nieder ging.|Aber furchtbarer selbst als die Haufen der Erschlagenen erschien ihr der Mann der ungeheuren That, der wie ein Löwe, gesättigt vom Fleische des zerrissenen Pflugstiers besudelt von Blut und Staub, mit zornigen Blicken im Saale auf und nieder ging.
odysseus_17_f000129|Sie hob die Hände in die Höhe und frohlockte über den Erfolg; aber Odysseus wehrte ihr und sprach mit verweisendem Tone: Still, Mutter, im Herzen magst du dich freuen, daß Gerechtigkeit geübt worden ist, aber zu jauchzen über erschlagene Menschen ist unrecht.|Sie hob die Hände in die Höhe und frohlockte über den Erfolg; aber Odysseus wehrte ihr und sprach mit verweisendem Tone: Still, Mutter, im Herzen magst du dich freuen, daß Gerechtigkeit geübt worden ist, aber zu jauchzen über erschlagene Menschen ist unrecht.
odysseus_17_f000130|Sie haben nun ihren Lohn, aber ich rühme mich nicht der schrecklichen That; die Götter haben nur durch mich ihren Willen vollzogen.|Sie haben nun ihren Lohn, aber ich rühme mich nicht der schrecklichen That; die Götter haben nur durch mich ihren Willen vollzogen.
odysseus_17_f000131|Jetzt nenne mir noch die Weiber im Hause, die es mit den Freiern gehalten haben und mir ungehorsam gewesen sind.|Jetzt nenne mir noch die Weiber im Hause, die es mit den Freiern gehalten haben und mir ungehorsam gewesen sind.
odysseus_17_f000132|Gern will ich dir alles umständlich erzählen, erwiderte die Alte mit lästiger Redseligkeit.|Gern will ich dir alles umständlich erzählen, erwiderte die Alte mit lästiger Redseligkeit.
odysseus_17_f000133|Fünfzig Mägde dienen hier im Hause, zu den verschiedenen Geschäften bestimmt.|Fünfzig Mägde dienen hier im Hause, zu den verschiedenen Geschäften bestimmt.
odysseus_17_f000134|Davon haben, sich zwölf allen Lastern ergeben und mich und deine Gemahlin auf jede Weise gekränkt.|Davon haben, sich zwölf allen Lastern ergeben und mich und deine Gemahlin auf jede Weise gekränkt.
odysseus_17_f000135|Aber höre doch, vor allen Dingen soll ich nicht hurtig hinaufgehen und die Königin wecken?|Aber höre doch, vor allen Dingen soll ich nicht hurtig hinaufgehen und die Königin wecken?
odysseus_17_f000136|Noch weiß sie gar nichts von dir, denn eine Gottheit hat ihr mit bleiernem Schlafe die Augenlider geschlossen.|Noch weiß sie gar nichts von dir, denn eine Gottheit hat ihr mit bleiernem Schlafe die Augenlider geschlossen.
odysseus_17_f000137|Was wird sie sagen! wie wird sie staunen!|Was wird sie sagen! wie wird sie staunen!
odysseus_17_f000138|Nicht doch, Mutter, wecke sie jetzt noch nicht.|Nicht doch, Mutter, wecke sie jetzt noch nicht.
odysseus_17_f000139|Erst rufe die zwölf Mägde hierher in den Saal.|Erst rufe die zwölf Mägde hierher in den Saal.
odysseus_17_f000140|Gleich! gleich! rief die Alte, und eilte hinaus.|Gleich! gleich! rief die Alte, und eilte hinaus.
odysseus_17_f000141|Wenn sie kommen, fuhr Odysseus zu seinem Sohne und den beiden Hirten fort, so mögen sie uns erst die Wohnung reinigen helfen.|Wenn sie kommen, fuhr Odysseus zu seinem Sohne und den beiden Hirten fort, so mögen sie uns erst die Wohnung reinigen helfen.
odysseus_17_f000142|Ist das geschehen, so lockt sie hinaus in den hinteren Hof, treibt sie dort alle in den engen Gang zusammen und stoßt sie geschwind nieder.|Ist das geschehen, so lockt sie hinaus in den hinteren Hof, treibt sie dort alle in den engen Gang zusammen und stoßt sie geschwind nieder.
odysseus_17_f000143|Da mögen sich ihre Seelen zu den Schatten ihrer Buhlen gesellen!|Da mögen sich ihre Seelen zu den Schatten ihrer Buhlen gesellen!
odysseus_17_f000144|Als er so sprach, da traten wehklagend die Weiber herein, erschrocken über den Anblick und zagend für ihr eignes Leben.|Als er so sprach, da traten wehklagend die Weiber herein, erschrocken über den Anblick und zagend für ihr eignes Leben.
odysseus_17_f000145|Schleppt mir die Toten hinaus, befahl Odysseus.|Schleppt mir die Toten hinaus, befahl Odysseus.
odysseus_17_f000146|Dort unter die Hallen legt sie nieder!|Dort unter die Hallen legt sie nieder!
odysseus_17_f000147|Sie griffen widerstrebend an; die Hirten halfen; und Odysseus sah ihnen genau nach und ordnete alles.|Sie griffen widerstrebend an; die Hirten halfen; und Odysseus sah ihnen genau nach und ordnete alles.
odysseus_17_f000148|Als die Leichname hinausgeschafft waren, befahl er den Fußboden zu fegen und das Blut und die Spuren des Fleisches von Tischen und Stühlen abzuwaschen.|Als die Leichname hinausgeschafft waren, befahl er den Fußboden zu fegen und das Blut und die Spuren des Fleisches von Tischen und Stühlen abzuwaschen.
odysseus_17_f000149|Hierauf winkte er dem Sohne.|Hierauf winkte er dem Sohne.
odysseus_17_f000150|Der sprach zu den Mägden: Folgt mir!|Der sprach zu den Mägden: Folgt mir!
odysseus_17_f000151|und so führte er sie in den hinteren schmalen Hof.|und so führte er sie in den hinteren schmalen Hof.
odysseus_17_f000152|Der Kuhhirt und der Sauhirt folgte ihnen auf dem Fuße nach.|Der Kuhhirt und der Sauhirt folgte ihnen auf dem Fuße nach.
odysseus_17_f000153|Freunde, rief Telemachos, sie sind es nicht wert eines gewöhnlichen Todes zu sterben.|Freunde, rief Telemachos, sie sind es nicht wert eines gewöhnlichen Todes zu sterben.
odysseus_17_f000154|Viel zu boshaft haben sie an mir und der Mutter gehandelt.|Viel zu boshaft haben sie an mir und der Mutter gehandelt.
odysseus_17_f000155|Drängt sie zusammen und greift eine nach der andern heraus.|Drängt sie zusammen und greift eine nach der andern heraus.
odysseus_17_f000156|Hier sind Stricke! Und in wenigen Minuten hingen sie sämtlich an der Wand, wie eine Reihe Drosseln, die sich in den Schlingen des Jägers gefangen haben.|Hier sind Stricke! Und in wenigen Minuten hingen sie sämtlich an der Wand, wie eine Reihe Drosseln, die sich in den Schlingen des Jägers gefangen haben.
odysseus_17_f000157|Indessen duldete Melanthios, der Ziegenhirt, oben auf dem Söller noch immer seine Folterqual.|Indessen duldete Melanthios, der Ziegenhirt, oben auf dem Söller noch immer seine Folterqual.
odysseus_17_f000158|Jetzt suchten ihn die Männer auf und gaben ihm den Tod nicht eher, als nachdem sie ihn grausam verstümmelt hatten.|Jetzt suchten ihn die Männer auf und gaben ihm den Tod nicht eher, als nachdem sie ihn grausam verstümmelt hatten.
odysseus_17_f000159|Denn sie schnitten ihm Nase und Ohren ab und hieben Füße und Hände vom Rumpfe.|Denn sie schnitten ihm Nase und Ohren ab und hieben Füße und Hände vom Rumpfe.
odysseus_17_f000160|Das Mordgeschäft war abgethan.|Das Mordgeschäft war abgethan.
odysseus_17_f000161|Nun wuschen sich die Hirten das Blut ab und gingen darauf in den Saal zurück.|Nun wuschen sich die Hirten das Blut ab und gingen darauf in den Saal zurück.
odysseus_17_f000162|Hier befahl eben Odysseus der alten Eurykleia Feuer anzumachen und Schwefel herbeizuholen, dessen Dampfe man in jenen Zeiten eine fluchabwendende, sühnende Kraft zuschrieb, weil er dem Blitze, dem himmlischen Feuer, ähnlich zu sein schien.|Hier befahl eben Odysseus der alten Eurykleia Feuer anzumachen und Schwefel herbeizuholen, dessen Dampfe man in jenen Zeiten eine fluchabwendende, sühnende Kraft zuschrieb, weil er dem Blitze, dem himmlischen Feuer, ähnlich zu sein schien.
odysseus_17_f000163|Alles, alles! plapperte die geschwätzige Alte.|Alles, alles! plapperte die geschwätzige Alte.
odysseus_17_f000164|Ja, ja, du hast ganz recht; mit Schwefel muß geräuchert werden.|Ja, ja, du hast ganz recht; mit Schwefel muß geräuchert werden.
odysseus_17_f000165|Und dann was meinst du? bringe ich dir auch einen glänzenden Leibrock und Mantel mit, daß du nicht so da stehst in den häßlichen Lumpen. Feuer!|Und dann was meinst du? bringe ich dir auch einen glänzenden Leibrock und Mantel mit, daß du nicht so da stehst in den häßlichen Lumpen. Feuer!
odysseus_17_f000166|Habe ich gesagt! unterbrach sie Odysseus mit heftigem Tone.|Habe ich gesagt! unterbrach sie Odysseus mit heftigem Tone.
odysseus_17_f000167|Da gehorchte sie schnell, und erschreckt brachte sie Feuer und große Schwefelstücken.|Da gehorchte sie schnell, und erschreckt brachte sie Feuer und große Schwefelstücken.
odysseus_17_f000168|Odysseus durchräucherte Saal und Vorhof, indes jene die Mägde nun aus den Kammern ließ, welche scharenweise herbeistürzten und vor lauter Freude dem lieben Herrn Gesicht und Hände und Schultern küßten.|Odysseus durchräucherte Saal und Vorhof, indes jene die Mägde nun aus den Kammern ließ, welche scharenweise herbeistürzten und vor lauter Freude dem lieben Herrn Gesicht und Hände und Schultern küßten.
odysseus_17_f000169|Das rührte sein Herz.|Das rührte sein Herz.
odysseus_17_f000170|Die älteren von ihnen erkannte er alle wieder und drückte ihnen zum herzlichen Gruße die Hände.|Die älteren von ihnen erkannte er alle wieder und drückte ihnen zum herzlichen Gruße die Hände.
odysseus_18_f000001|Achtzehnter Abend.|Achtzehnter Abend.
odysseus_18_f000002|Penelope und Odysseus.|Penelope und Odysseus.
odysseus_18_f000003|Nun endlich erlaubte Odysseus der alten Dienerin das Geschehene der schlafenden Gattin zu verkündigen.|Nun endlich erlaubte Odysseus der alten Dienerin das Geschehene der schlafenden Gattin zu verkündigen.
odysseus_18_f000004|Wie hastig trippelte sie fort die Treppe hinauf!|Wie hastig trippelte sie fort die Treppe hinauf!
odysseus_18_f000005|Atemlos trat sie in die Kammer, wo die Königin schlummerte.|Atemlos trat sie in die Kammer, wo die Königin schlummerte.
odysseus_18_f000006|Penelope! rief sie, mein Töchterchen, wach auf!|Penelope! rief sie, mein Töchterchen, wach auf!
odysseus_18_f000007|Jetzt ist nicht Schlafens Zeit!|Jetzt ist nicht Schlafens Zeit!
odysseus_18_f000008|Er ist da! Odysseus ist gekommen! Es ist schon geschehen! Alles vorbei.|Er ist da! Odysseus ist gekommen! Es ist schon geschehen! Alles vorbei.
odysseus_18_f000009|Siehe nur in den Hof, da liegen sie alle zu Haufen, die sein Haus gekränkt und sein Gut verschwelgt haben!|Siehe nur in den Hof, da liegen sie alle zu Haufen, die sein Haus gekränkt und sein Gut verschwelgt haben!
odysseus_18_f000010|Mütterchen, erwiderte ihr Penelope, dich scheinen die Götter verblendet und ganz blödsinnig gemacht zu haben.|Mütterchen, erwiderte ihr Penelope, dich scheinen die Götter verblendet und ganz blödsinnig gemacht zu haben.
