altehaus_001_f000001|Kapitel 1.|Kapitel eins.
altehaus_011_f000061|Diese Thür war nur angelehnt, und Marie erinnerte sich jetzt wieder des ganzen Weges, den sie als Kind oft genug gelaufen, seit der Zeit aber noch nicht wieder betreten hatte.|Diese Thür war nur angelehnt, und Marie erinnerte sich jetzt wieder des ganzen Weges, den sie als Kind oft genug gelaufen, seit der Zeit aber noch nicht wieder betreten hatte.
altehaus_011_f000062|Den Boden entlang schritt ihr schweigsamer Führer, und ihr Licht flackerte plötzlich, als sie der Zug eines offenstehenden Dachfensters traf.|Den Boden entlang schritt ihr schweigsamer Führer, und ihr Licht flackerte plötzlich, als sie der Zug eines offenstehenden Dachfensters traf.
altehaus_011_f000063|Entweder hatte es die Nachlässigkeit eines der Mädchen offenstehen lassen, oder auch der Wind aufgeworfen, der in voriger Nacht ziemlich stark von Südwesten her geweht hatte.|Entweder hatte es die Nachlässigkeit eines der Mädchen offenstehen lassen, oder auch der Wind aufgeworfen, der in voriger Nacht ziemlich stark von Südwesten her geweht hatte.
altehaus_011_f000064|Eine kleine Treppenleiter lehnte daran, die man dahin gestellt, um noch nicht wieder abgenommene Waschleinen zu befestigen.|Eine kleine Treppenleiter lehnte daran, die man dahin gestellt, um noch nicht wieder abgenommene Waschleinen zu befestigen.
altehaus_011_f000065|Ihr Führer stieg ohne Weiteres hinaus und drehte sich erst da nach ihr um, ihr die Hand zu reichen.|Ihr Führer stieg ohne Weiteres hinaus und drehte sich erst da nach ihr um, ihr die Hand zu reichen.
altehaus_011_f000066|Marie zögerte.|Marie zögerte.
altehaus_011_f000067|Ueber das Dach? sagte sie erschrocken und furchtsam, müssen wir dort hinaus?|Ueber das Dach? sagte sie erschrocken und furchtsam, müssen wir dort hinaus?
altehaus_011_f000068|Es giebt keinen anderen Weg, erwiderte Schierling, aber fürchten Sie sich nicht.|Es giebt keinen anderen Weg, erwiderte Schierling, aber fürchten Sie sich nicht.
altehaus_011_f000069|Nur wenige Schritte auf festem Steingesims sind es hinüber, und ich halte Sie fest und sicher.|Nur wenige Schritte auf festem Steingesims sind es hinüber, und ich halte Sie fest und sicher.
altehaus_011_f000070|Vertrauen Sie sich mir, Marie, ich würde Sie wahrlich an keinen Ort bringen, wo auch nur die mindeste Gefahr für Sie zu fürchten wäre.|Vertrauen Sie sich mir, Marie, ich würde Sie wahrlich an keinen Ort bringen, wo auch nur die mindeste Gefahr für Sie zu fürchten wäre.
altehaus_011_f000071|Reichen Sie mir Ihre Hand.|Reichen Sie mir Ihre Hand.
altehaus_011_f000072|Marie stand noch einen Augenblick zögernd an der Treppe, der Mond schien ihr dabei voll und hell in das bleiche Angesicht, aber sie war zu weit gegangen, um jetzt noch zurück zu können.|Marie stand noch einen Augenblick zögernd an der Treppe, der Mond schien ihr dabei voll und hell in das bleiche Angesicht, aber sie war zu weit gegangen, um jetzt noch zurück zu können.
altehaus_011_f000073|Das Geheimniß, das an ihrem Leben zehrte, lag vor ihr, bereit, sich ihr zu erschließen – ein kühner Schritt, und sie brachte es in ihres Blickes Bereich,|Das Geheimniß, das an ihrem Leben zehrte, lag vor ihr, bereit, sich ihr zu erschließen - ein kühner Schritt, und sie brachte es in ihres Blickes Bereich,
altehaus_011_f000074|und selbst im Ueberlegen hob sie schon fast willenlos den Fuß und stieg auf das Steingesims hinaus, dessen sie sich recht gut aus früherer Zeit erinnerte.|und selbst im Ueberlegen hob sie schon fast willenlos den Fuß und stieg auf das Steingesims hinaus, dessen sie sich recht gut aus früherer Zeit erinnerte.
altehaus_011_f000075|Die Luft war warm, fast sommerlich, der Südwestwind, der schon seit zwei Tagen geweht, hatte den letzten Winterschnee von den Dächern geschmolzen, und kein Lüftchen regte sich.|Die Luft war warm, fast sommerlich, der Südwestwind, der schon seit zwei Tagen geweht, hatte den letzten Winterschnee von den Dächern geschmolzen, und kein Lüftchen regte sich.
altehaus_011_f000076|Still und ruhig lag die Stadt zu ihren Füßen, und die düsteren Dächer der Häuser, die sich vor ihr ausdehnten, glichen einem weiten Meere riesiger, dunkler Wogen, die einst Gottes Hand da festgebannt und gehalten im Ueberstürzen.|Still und ruhig lag die Stadt zu ihren Füßen, und die düsteren Dächer der Häuser, die sich vor ihr ausdehnten, glichen einem weiten Meere riesiger, dunkler Wogen, die einst Gottes Hand da festgebannt und gehalten im Ueberstürzen.
altehaus_011_f000077|Sie wußte dabei selber kaum, wie sie hinauf auf den schmalen Fenstersims kam, so rasch stand sie oben; aber des jungen Mannes Hand hielt und unterstützte sie und leitete sie sicher auf der schmalen,|Sie wußte dabei selber kaum, wie sie hinauf auf den schmalen Fenstersims kam, so rasch stand sie oben; aber des jungen Mannes Hand hielt und unterstützte sie und leitete sie sicher auf der schmalen,
altehaus_011_f000078|aber festen, kaum zehn Schritte langen Bahn hin, die nach dem nächsten, aber verschlossenen Dachfenster des alten Hauses führte.|aber festen, kaum zehn Schritte langen Bahn hin, die nach dem nächsten, aber verschlossenen Dachfenster des alten Hauses führte.
altehaus_011_f000079|Sehen Sie nur nicht in den Hof hinab, Marie, flüsterte ihr dabei der Führer zu; Sie könnten sonst schwindelig werden – hier treten Sie her – Sie hätten das Licht zurücklassen sollen, und doch können wir es vielleicht drüben auf der dunklen Treppe brauchen.|Sehen Sie nur nicht in den Hof hinab, Marie, flüsterte ihr dabei der Führer zu; Sie könnten sonst schwindelig werden - hier treten Sie her - Sie hätten das Licht zurücklassen sollen, und doch können wir es vielleicht drüben auf der dunklen Treppe brauchen.
altehaus_011_f000080|– So, sehen Sie, hier sind wir schon – nun halten Sie sich nur an dem Rande hier fest – so – jetzt haben wir unser Ziel erreicht.|- So, sehen Sie, hier sind wir schon - nun halten Sie sich nur an dem Rande hier fest - so - jetzt haben wir unser Ziel erreicht.
altehaus_011_f000081|Jesus, meine Güte!|Jesus, meine Güte!
altehaus_011_f000082|schrie in diesem Augenblicke tief unter ihnen eine Frauenstimme aus einem der Häuser herüber, und Marie sah sich rasch und erschrocken danach um.|schrie in diesem Augenblicke tief unter ihnen eine Frauenstimme aus einem der Häuser herüber, und Marie sah sich rasch und erschrocken danach um.
altehaus_011_f000083|Es ist nichts, lächelte ihr aber der Führer zu, irgend eine alte Frau, die der Schimmer Ihres weißen Kleides ober der Schein des Lichtes erschreckt hat, und die jetzt ein Gespenst zu sehen glaubt – folgen Sie mir nur!|Es ist nichts, lächelte ihr aber der Führer zu, irgend eine alte Frau, die der Schimmer Ihres weißen Kleides ober der Schein des Lichtes erschreckt hat, und die jetzt ein Gespenst zu sehen glaubt - folgen Sie mir nur!
altehaus_011_f000084|– Mit den Worten verschwand er vor Mariens Augen in das Dachfenster, ohne daß sie jedoch gesehen hätte, wie er es öffnete; ja, als sie ebenfalls die Hand danach ausstreckte, war es noch scheinbar fest verschlossen.|- Mit den Worten verschwand er vor Mariens Augen in das Dachfenster, ohne daß sie jedoch gesehen hätte, wie er es öffnete; ja, als sie ebenfalls die Hand danach ausstreckte, war es noch scheinbar fest verschlossen.
altehaus_011_f000085|Wie komme ich hinein? sagte sie mit doch etwas erschrockener Stimme.|Wie komme ich hinein? sagte sie mit doch etwas erschrockener Stimme.
altehaus_011_f000086|Es kam ihr unheimlich vor, da draußen so allein zu stehen, und durch die altersblinden Scheiben konnte sie im Innern auch nicht das Mindeste erkennen.|Es kam ihr unheimlich vor, da draußen so allein zu stehen, und durch die altersblinden Scheiben konnte sie im Innern auch nicht das Mindeste erkennen.
altehaus_011_f000087|Drücken Sie nur leise dagegen, lachte Schierlinges Stimme, der dicht dahinter stehen mußte, das alte Zeug ist ja so morsch und wurmzernagt, daß es schon dem geringsten Drucke weicht.|Drücken Sie nur leise dagegen, lachte Schierlinges Stimme, der dicht dahinter stehen mußte, das alte Zeug ist ja so morsch und wurmzernagt, daß es schon dem geringsten Drucke weicht.
altehaus_011_f000088|– Marie hatte ihre Hand auch in der That kaum gegen das Fensterkreuz gestemmt, als es ihrem Drucke nachgab.|- Marie hatte ihre Hand auch in der That kaum gegen das Fensterkreuz gestemmt, als es ihrem Drucke nachgab.
altehaus_011_f000089|Das morsche Holz brach, und der ganze rechte Flügel stürzte nach innen klappernd und klirrend zu Boden.|Das morsche Holz brach, und der ganze rechte Flügel stürzte nach innen klappernd und klirrend zu Boden.
altehaus_011_f000090|So, lachte Schierling, das war rasch geschehen!|So, lachte Schierling, das war rasch geschehen!
altehaus_011_f000091|Nun aber hinab!|Nun aber hinab!
altehaus_011_f000092|denn die ganze Nachbarschaft braucht doch eben auch nicht auf uns aufmerksam zu werden.|denn die ganze Nachbarschaft braucht doch eben auch nicht auf uns aufmerksam zu werden.
altehaus_011_f000093|Und wieder ihren Arm ergreifend, hob er sie erst mit leichtem Schwung von dem niederen Gesims auf den Boden herab, half ihr über das niedergestürzte Fenster und anderes Geröll, das dort herum lag, hinweg,|Und wieder ihren Arm ergreifend, hob er sie erst mit leichtem Schwung von dem niederen Gesims auf den Boden herab, half ihr über das niedergestürzte Fenster und anderes Geröll, das dort herum lag, hinweg,
altehaus_011_f000094|und schritt dann mit ihr rasch den dunklen Gang entlang, über den jetzt nur Mariens Licht einen ungewissen, zitternden Schimmer warf.|und schritt dann mit ihr rasch den dunklen Gang entlang, über den jetzt nur Mariens Licht einen ungewissen, zitternden Schimmer warf.
altehaus_013_f000001|Kapitel 13.|Kapitel dreizeh.
altehaus_013_f000002|Wir haben Marien verlassen, als sie mit ihrem Begleiter die Dachkammer des Nachbarhauses erreicht hatte.|Wir haben Marien verlassen, als sie mit ihrem Begleiter die Dachkammer des Nachbarhauses erreicht hatte.
altehaus_013_f000003|Ein eigenes Grauen zitterte ihr durch die Glieder, als ihr Fuß den geheimnißvollen, gefürchteten Raum betrat, und doch staunte sie auch wieder über den Muth, mitten in der Nacht dem Führer gefolgt zu sein, dem sie doch noch selbst mißtraute.|Ein eigenes Grauen zitterte ihr durch die Glieder, als ihr Fuß den geheimnißvollen, gefürchteten Raum betrat, und doch staunte sie auch wieder über den Muth, mitten in der Nacht dem Führer gefolgt zu sein, dem sie doch noch selbst mißtraute.
altehaus_013_f000004|Einen Ort wollte sie, das schüchterne, furchtsame Mädchen, aufsuchen und erforschen, an den sich vielleicht kein Mann in ganz Hellburg um Mitternacht gewagt hätte,|Einen Ort wollte sie, das schüchterne, furchtsame Mädchen, aufsuchen und erforschen, an den sich vielleicht kein Mann in ganz Hellburg um Mitternacht gewagt hätte,
altehaus_013_f000005|und doch, wenn ihr das Herz auch ängstlich schlug, fühlte sie nicht die mindeste Furcht; ja, eine Art peinlicher Spannung trieb sie sogar rascher und rascher ihrem unheimlichen Ziel entgegen.|und doch, wenn ihr das Herz auch ängstlich schlug, fühlte sie nicht die mindeste Furcht; ja, eine Art peinlicher Spannung trieb sie sogar rascher und rascher ihrem unheimlichen Ziel entgegen.
altehaus_013_f000006|Unheimlich war dabei aber selbst die Art, in der sie vorwärts schritten; denn ein dicker, weicher Teppich von Staub und Moder lag auf den Planken und ließ den Fuß ihn völlig lautlos berühren und darüber hin eilen.|Unheimlich war dabei aber selbst die Art, in der sie vorwärts schritten; denn ein dicker, weicher Teppich von Staub und Moder lag auf den Planken und ließ den Fuß ihn völlig lautlos berühren und darüber hin eilen.
altehaus_013_f000007|So still war es in dem weiten, öden Boden, daß sie das Schlagen ihres eigenen Herzens hörte und das leise Rauschen ihres Mantels sie mehrmals rasch und scheu umschauen machte.|So still war es in dem weiten, öden Boden, daß sie das Schlagen ihres eigenen Herzens hörte und das leise Rauschen ihres Mantels sie mehrmals rasch und scheu umschauen machte.
altehaus_013_f000008|Wie ein Paar Geister glitten die beiden Gestalten unter dem Dach entlang bis zur Treppe, die ihnen schwarz und hohl entgegen gähnte.|Wie ein Paar Geister glitten die beiden Gestalten unter dem Dach entlang bis zur Treppe, die ihnen schwarz und hohl entgegen gähnte.
altehaus_013_f000009|Wie gut ist es, daß ich das Licht mitgenommen habe!|Wie gut ist es, daß ich das Licht mitgenommen habe!
altehaus_013_f000010|flüsterte sie hier mit leiser Stimme, denn sie scheute sich, diese Grabesruhe zu stören – die blinden Scheiben der Fenster lassen keinen Mondenstrahl mehr ein, und dort unten sieht es aus, als ob wir in einen bodenlosen Abgrund hinabstiegen.|flüsterte sie hier mit leiser Stimme, denn sie scheute sich, diese Grabesruhe zu stören - die blinden Scheiben der Fenster lassen keinen Mondenstrahl mehr ein, und dort unten sieht es aus, als ob wir in einen bodenlosen Abgrund hinabstiegen.
altehaus_013_f000011|Was zögern Sie, Herr Schierling – sehen Sie etwas? setzte sie hastiger und fast ängstlich hinzu.|Was zögern Sie, Herr Schierling - sehen Sie etwas? setzte sie hastiger und fast ängstlich hinzu.
altehaus_013_f000012|Nichts, was Dich beunruhigen könnte, Marie, sagte da der junge Mann, sich halb nach ihr umdrehend und lächelnd ihre Hand ergreifend, um sie jetzt die Treppe hinab zu führen.|Nichts, was Dich beunruhigen könnte, Marie, sagte da der junge Mann, sich halb nach ihr umdrehend und lächelnd ihre Hand ergreifend, um sie jetzt die Treppe hinab zu führen.
altehaus_013_f000013|Aber um Eines bitte ich Dich, setzte er dann ernster, aber fast herzlich hinzu – nenne mich hier nicht Sie und Herr Schierling, sondern Gundelrebe wie in alter Zeit.|Aber um Eines bitte ich Dich, setzte er dann ernster, aber fast herzlich hinzu - nenne mich hier nicht Sie und Herr Schierling, sondern Gundelrebe wie in alter Zeit.
altehaus_013_f000014|Jahre liegen dazwischen, aber wir sind ja wieder an dem alten Orte zusammen, und der kalte Name hier in den alten bekannten Räumen thut mir weh.|Jahre liegen dazwischen, aber wir sind ja wieder an dem alten Orte zusammen, und der kalte Name hier in den alten bekannten Räumen thut mir weh.
altehaus_013_f000015|Gundelrebe? sagte Marie erschrocken und fühlte, wie ihre Hand in der des Führers zitterte, so sind Sie doch ...?|Gundelrebe? sagte Marie erschrocken und fühlte, wie ihre Hand in der des Führers zitterte, so sind Sie doch ...?
altehaus_013_f000016|Nicht Sie sollst Du mich nennen, Marie, bat der junge Mann, nur hier nicht, so lange wir in diesen Mauern zusammen sind.|Nicht Sie sollst Du mich nennen, Marie, bat der junge Mann, nur hier nicht, so lange wir in diesen Mauern zusammen sind.
altehaus_013_f000017|Kommen wir wieder hinaus in die kalte, unfreundliche Welt, zu den steifen, gelenklosen Gliederpuppen der Gesellschaft und ihren Convenienzen und Moden, dann magst Du es wieder machen, wie Du willst,|Kommen wir wieder hinaus in die kalte, unfreundliche Welt, zu den steifen, gelenklosen Gliederpuppen der Gesellschaft und ihren Convenienzen und Moden, dann magst Du es wieder machen, wie Du willst,
altehaus_013_f000018|und wenn Du es verlangst, werde ich selber thun, als ob ich Dich gar nicht kennte.|und wenn Du es verlangst, werde ich selber thun, als ob ich Dich gar nicht kennte.
altehaus_013_f000019|Gundelrebe, flüsterte Marie leise vor sich hin, und ein eigener Schauer rieselte ihr durch Mark und Bein, vom Kopfwirbel bis in die große Zehe nieder.|Gundelrebe, flüsterte Marie leise vor sich hin, und ein eigener Schauer rieselte ihr durch Mark und Bein, vom Kopfwirbel bis in die große Zehe nieder.
altehaus_013_f000020|Es war fast, als ob eine fremde Hand, ohne sie zu berühren, ihr hoch über Antlitz und Brust niederstriche.|Es war fast, als ob eine fremde Hand, ohne sie zu berühren, ihr hoch über Antlitz und Brust niederstriche.
altehaus_013_f000021|Ehe sie sich aber dieser Empfindung recht klar wurde, nickte ihr auch ihr Führer freundlich und ermuthigend zu, und leitete sie jetzt, ohne weiter ein Wort zu sprechen, die ziemlich steile Stiege nieder.|Ehe sie sich aber dieser Empfindung recht klar wurde, nickte ihr auch ihr Führer freundlich und ermuthigend zu, und leitete sie jetzt, ohne weiter ein Wort zu sprechen, die ziemlich steile Stiege nieder.
altehaus_013_f000022|Gleich unten daran erreichten sie jedoch die volle steinerne Treppe, die bis zum dritten Stock des Hauses führte, und jetzt hatten sie hier hinab verhältnißmäßig leichteren und bequemeren Weg.|Gleich unten daran erreichten sie jedoch die volle steinerne Treppe, die bis zum dritten Stock des Hauses führte, und jetzt hatten sie hier hinab verhältnißmäßig leichteren und bequemeren Weg.
altehaus_013_f000023|Neugierige Blicke warf Marie hier umher; denn wie hatte sie sich danach gesehnt, diese lange verschlossenen Gänge, Treppen und Zimmer zu schauen, und jetzt endlich trat ihr Fuß den geheimnißvollen Boden!|Neugierige Blicke warf Marie hier umher; denn wie hatte sie sich danach gesehnt, diese lange verschlossenen Gänge, Treppen und Zimmer zu schauen, und jetzt endlich trat ihr Fuß den geheimnißvollen Boden!
altehaus_013_f000024|Und ist es denn nicht, wie ich es mir gedacht? flüsterte sie dabei leise vor sich hin, deckt denn nicht dicker Staub wie ein weicher Teppich den Boden, und sieht denn nicht Alles so wild und vermodert aus,|Und ist es denn nicht, wie ich es mir gedacht? flüsterte sie dabei leise vor sich hin, deckt denn nicht dicker Staub wie ein weicher Teppich den Boden, und sieht denn nicht Alles so wild und vermodert aus,
altehaus_013_f000025|als ob es jeden Augenblick über unseren Köpfen zusammenbrechen könnte?|als ob es jeden Augenblick über unseren Köpfen zusammenbrechen könnte?
altehaus_013_f000026|– So war das Andere doch zuletzt ein Traum.|- So war das Andere doch zuletzt ein Traum.
altehaus_013_f000027|– Ein Traum?|- Ein Traum?
altehaus_013_f000028|setzte sie dann rasch und scheu hinzu.|setzte sie dann rasch und scheu hinzu.
altehaus_013_f000029|– Aber führt mich denn nicht hier ein Bild gerade aus jenem Traum, und träume ich denn jetzt etwa auch, wo ich den Staub, den mein Fuß aufstört, zwischen den Zähnen knirschen fühle und feuchter, häßlicher Moderduft mir den Athem fast erstickt?|- Aber führt mich denn nicht hier ein Bild gerade aus jenem Traum, und träume ich denn jetzt etwa auch, wo ich den Staub, den mein Fuß aufstört, zwischen den Zähnen knirschen fühle und feuchter, häßlicher Moderduft mir den Athem fast erstickt?
altehaus_013_f000030|Wenn das auch ein Traum wäre – was wäre da Wachen?|Wenn das auch ein Traum wäre - was wäre da Wachen?
altehaus_013_f000031|Ob sie die letzten Worte unwillkürlich so laut gesprochen, daß Gundelrebe sie verstanden, – er drehte sich aber lächelnd und mit dem Kopfe schüttelnd nach ihr um und sagte: Ein Traum?|Ob sie die letzten Worte unwillkürlich so laut gesprochen, daß Gundelrebe sie verstanden, - er drehte sich aber lächelnd und mit dem Kopfe schüttelnd nach ihr um und sagte: Ein Traum?
altehaus_013_f000032|– sind die alten steinernen Treppengeländer hier mit den eingeschnittenen Geierklauen und Löwenköpfen auch ein Traum?|- sind die alten steinernen Treppengeländer hier mit den eingeschnittenen Geierklauen und Löwenköpfen auch ein Traum?
altehaus_013_f000033|– dann ist es ein merkwürdig lebendiger, denn die stehen da schon viel Hundert Jahre lang.|- dann ist es ein merkwürdig lebendiger, denn die stehen da schon viel Hundert Jahre lang.
altehaus_013_f000034|Oder träumst Du das auch? – sagte er, und zeigte auf eine Thür, an der sie jetzt vorbeischritten, und aus der ein Getäfel heraus gefallen war, daß man in das düstere Gemach hineinschauen konnte.|Oder träumst Du das auch? - sagte er, und zeigte auf eine Thür, an der sie jetzt vorbeischritten, und aus der ein Getäfel heraus gefallen war, daß man in das düstere Gemach hineinschauen konnte.
altehaus_013_f000035|Da – wirf einen Blick da hinein, ob man das träumen kann.|Da - wirf einen Blick da hinein, ob man das träumen kann.
altehaus_013_f000036|Marie trat mit dem Licht an die Oeffnung und blickte hinein, aber sie schauderte unwillkürlich zurück, als ihr die furchtbare Oede von dort kalt und grabesfeucht entgegenwehte.|Marie trat mit dem Licht an die Oeffnung und blickte hinein, aber sie schauderte unwillkürlich zurück, als ihr die furchtbare Oede von dort kalt und grabesfeucht entgegenwehte.
altehaus_013_f000037|Entsetzlich! stöhnte sie – ich glaube – glaube fast – ich fange an, mich zu fürchten.|Entsetzlich! stöhnte sie - ich glaube - glaube fast - ich fange an, mich zu fürchten.
altehaus_013_f000038|An meiner Seite? lachte Gundelrebe–weißt Du noch, wie damals der Zahnarzt hinter Dir drein wollte und wir ihm die Thür vor der Nase zuschlugen?|An meiner Seite? lachte Gundelrebe-weißt Du noch, wie damals der Zahnarzt hinter Dir drein wollte und wir ihm die Thür vor der Nase zuschlugen?
altehaus_013_f000039|Damals fürchtetest Du Dich auch, aber Du warst auch noch ein Kind.|Damals fürchtetest Du Dich auch, aber Du warst auch noch ein Kind.
altehaus_013_f000040|Heute bist Du zur lieblichen Jungfrau herangeschossen, und wer so wie Du, in Unschuld durchs Leben schritt, glaube mir, Marie, der braucht sich vor nichts zu fürchten.|Heute bist Du zur lieblichen Jungfrau herangeschossen, und wer so wie Du, in Unschuld durchs Leben schritt, glaube mir, Marie, der braucht sich vor nichts zu fürchten.
altehaus_013_f000041|Der alte Herr da droben, wie auch sein Name sein mag, schützt Dich schon.|Der alte Herr da droben, wie auch sein Name sein mag, schützt Dich schon.
altehaus_013_f000042|– Aber komm, setzte er dann wieder weniger ernst hinzu – bleibe nicht hier vor der alten zerbrochenen Thür stehen.|- Aber komm, setzte er dann wieder weniger ernst hinzu - bleibe nicht hier vor der alten zerbrochenen Thür stehen.
altehaus_013_f000043|Bei Nacht istes häßlich, am Tage aber, wenn sich das Sonnenlicht nur so eben matt und trübe da hinein stiehlt, habe ich oft schon Stunden lang der öden Wirthschaft in den Stuben hier zugeschaut.|Bei Nacht istes häßlich, am Tage aber, wenn sich das Sonnenlicht nur so eben matt und trübe da hinein stiehlt, habe ich oft schon Stunden lang der öden Wirthschaft in den Stuben hier zugeschaut.
altehaus_013_f000044|Es sieht wunderlich aus, sage ich Dir, wie die alten Canapeees von Motten und Staub zerfressen, in einander gedrückt,|Es sieht wunderlich aus, sage ich Dir, wie die alten Canapeees von Motten und Staub zerfressen, in einander gedrückt,
altehaus_013_f000045|wie riesige graue Spinnen auf der Lauer liegen und die großen Lehnstühle dabei faul und schläfrig mit ihren geschnitzten Rücken an den Wänden stehen.|wie riesige graue Spinnen auf der Lauer liegen und die großen Lehnstühle dabei faul und schläfrig mit ihren geschnitzten Rücken an den Wänden stehen.
altehaus_013_f000046|Aus dem alten Teppich ist dabei ein neuer, von grauem sammetartigem Staub herauf gewachsen, und wenn ein voller Sonnenstrahl ja einmal durch irgend eine der kleinen zerbrochenen runden Scheiben herein scheint,|Aus dem alten Teppich ist dabei ein neuer, von grauem sammetartigem Staub herauf gewachsen, und wenn ein voller Sonnenstrahl ja einmal durch irgend eine der kleinen zerbrochenen runden Scheiben herein scheint,
altehaus_013_f000047|malt er funkelndes Licht in tausend schillernden Farben auf der glatten Rinde.|malt er funkelndes Licht in tausend schillernden Farben auf der glatten Rinde.
altehaus_013_f000048|Früher gabes auch noch Mäuse und Ratten in den Zimmern, und manchen fröhlichen Tanz hatten die mitsammen auf den weiten ungestörten Spielplätzen.|Früher gabes auch noch Mäuse und Ratten in den Zimmern, und manchen fröhlichen Tanz hatten die mitsammen auf den weiten ungestörten Spielplätzen.
altehaus_013_f000049|Da war Leben und Lust, und Krieg spielten sie und Hochzeit über Tisch und Stühle fort, über Treppe und Vorsaal.|Da war Leben und Lust, und Krieg spielten sie und Hochzeit über Tisch und Stühle fort, über Treppe und Vorsaal.
altehaus_013_f000050|– Jetzt freilich haben sie sich ein anderes Quartier gesucht.|- Jetzt freilich haben sie sich ein anderes Quartier gesucht.
altehaus_013_f000051|Was an nagbaren Gegenständen noch zurückgeblieben, hatten sie bald verzehrt, und wie auch der Kleister hinter den Tapeten abgefressen war, zogen sie aus.|Was an nagbaren Gegenständen noch zurückgeblieben, hatten sie bald verzehrt, und wie auch der Kleister hinter den Tapeten abgefressen war, zogen sie aus.
altehaus_013_f000052|Wie das raschelt und rauscht da drinnen!|Wie das raschelt und rauscht da drinnen!
altehaus_013_f000053|sagte Marie, als sie eine Etage tiefer an den Stubenthüren vorbeiglitten – und das dumpfe Murmeln – als ob Leute dort mitsammen sprächen.|sagte Marie, als sie eine Etage tiefer an den Stubenthüren vorbeiglitten - und das dumpfe Murmeln - als ob Leute dort mitsammen sprächen.
altehaus_013_f000054|Das ist ein Wagen draußen auf der Straße, sagte ihr Führer, mit dem Arm da hinüber deutend.|Das ist ein Wagen draußen auf der Straße, sagte ihr Führer, mit dem Arm da hinüber deutend.
altehaus_013_f000055|Durch die dicht verhängten Fenster und alten Thüren schallt das nur so sonderbar.|Durch die dicht verhängten Fenster und alten Thüren schallt das nur so sonderbar.
altehaus_013_f000056|Aber da singt Jemand! rief Marie erschrocken und blieb, den Finger an die Lippen legend, stehen.|Aber da singt Jemand! rief Marie erschrocken und blieb, den Finger an die Lippen legend, stehen.
altehaus_013_f000057|Nicht hier im Hause, lachte Gundelrebe, das ist auch unten vor der Thür auf der Gasse.|Nicht hier im Hause, lachte Gundelrebe, das ist auch unten vor der Thür auf der Gasse.
altehaus_013_f000058|Hier im Hause, Marie, ist der fröhliche Laut singender Menschenstimmen lange, lange nicht gehört worden.|Hier im Hause, Marie, ist der fröhliche Laut singender Menschenstimmen lange, lange nicht gehört worden.
altehaus_013_f000059|– Nicht allein seit des alten Herrn Quetzlinberger Tode, nein, auch lange vorher schlug kein frohes Herz in diesen Räumen, und schwere Sorge drückte die einsamen Bewohner zu Boden nieder.|- Nicht allein seit des alten Herrn Quetzlinberger Tode, nein, auch lange vorher schlug kein frohes Herz in diesen Räumen, und schwere Sorge drückte die einsamen Bewohner zu Boden nieder.
altehaus_013_f000060|Jetzt wird das vielleicht anders, wenn Gottes Sonne wieder herein auf junges Leben schaut.|Jetzt wird das vielleicht anders, wenn Gottes Sonne wieder herein auf junges Leben schaut.
altehaus_013_f000061|Der alte Schmerz ist gebüßt und begraben, oder wird es noch diese Nacht, und wenn Du nur wolltest, könnte bald wieder Lust und Freude diese Mauern mit Blumen schmücken, an denen jetzt nur Nachtgewürm und Moder klebt.|Der alte Schmerz ist gebüßt und begraben, oder wird es noch diese Nacht, und wenn Du nur wolltest, könnte bald wieder Lust und Freude diese Mauern mit Blumen schmücken, an denen jetzt nur Nachtgewürm und Moder klebt.
altehaus_013_f000062|Ich? sagte Marie erstaunt, was kann ich wollen?|Ich? sagte Marie erstaunt, was kann ich wollen?
altehaus_013_f000063|Ich sage es Dir nachher, Marie, erwiderte ihr Führer herzlich, und nahm wieder die Hand, die sie ihm vorher entzogen.|Ich sage es Dir nachher, Marie, erwiderte ihr Führer herzlich, und nahm wieder die Hand, die sie ihm vorher entzogen.
altehaus_013_f000064|Jetzt sind wir gleich unten, und wir möchten den alten Herrn sonst stören.|Jetzt sind wir gleich unten, und wir möchten den alten Herrn sonst stören.
altehaus_013_f000065|Den Herrn Quetzlinberger? rief Marie erschrocken, – aber – wie ist mir denn – da wäre ja doch der tolle Spuk mit jeder Sylbe wahr gewesen, und wir ...|Den Herrn Quetzlinberger? rief Marie erschrocken, - aber - wie ist mir denn - da wäre ja doch der tolle Spuk mit jeder Sylbe wahr gewesen, und wir ...
altehaus_013_f000066|Gehen jetzt blos hinunter, dem alten Herrn unsere Abschieds-Visite zu machen, sagte Gundelrebe, ihr dabei freundlich zunickend.|Gehen jetzt blos hinunter, dem alten Herrn unsere Abschieds-Visite zu machen, sagte Gundelrebe, ihr dabei freundlich zunickend.
altehaus_013_f000067|Lieber Gott, er hat jetzt die ganze Zeit recht einsam und allein sitzen und horchen müssen, und wird sich danach sehnen, einmal auszuschlafen von der langen Wacht.|Lieber Gott, er hat jetzt die ganze Zeit recht einsam und allein sitzen und horchen müssen, und wird sich danach sehnen, einmal auszuschlafen von der langen Wacht.
altehaus_013_f000068|Marien schnürte es das Herz zusammen.|Marien schnürte es das Herz zusammen.
altehaus_013_f000069|Traum und Wachen schmolz ihr hier in einander, und sie schaute nach Hülfe umher, sich aus diesem Labyrinthe hinauszufinden.|Traum und Wachen schmolz ihr hier in einander, und sie schaute nach Hülfe umher, sich aus diesem Labyrinthe hinauszufinden.
