imalavoglia_00_verga_f000001|Prefazione.|Prefazione.
imalavoglia_12_verga_f000363|— Don Michele perde il tempo colla Zuppidda;|- Don Michele perde il tempo colla Zuppidda;
imalavoglia_12_verga_f000364|il segretario ha detto che vuol farla cascare coi suoi piedi come una pera matura.|il segretario ha detto che vuol farla cascare coi suoi piedi come una pera matura.
imalavoglia_12_verga_f000365|— Ma sì! Intanto don Michele si diverte colla Barbara, e con le altre che stanno nella via.|- Ma sì! Intanto don Michele si diverte colla Barbara, e con le altre che stanno nella via.
imalavoglia_12_verga_f000366|— Lo so io — e ammiccava di soppiatto a Antoni.|- Lo so io - e ammiccava di soppiatto a Antoni.
imalavoglia_12_verga_f000367|— Non ha niente da fare, e ogni giorno ha i suoi quattro tarì di soldo.|- Non ha niente da fare, e ogni giorno ha i suoi quattro tarì di soldo.
imalavoglia_12_verga_f000368|— Quello che dico sempre! — ripeteva lo speziale tirandosi la barba.|- Quello che dico sempre! - ripeteva lo speziale tirandosi la barba.
imalavoglia_12_verga_f000369|— Tutto il sistema è così;|- Tutto il sistema è così;
imalavoglia_12_verga_f000370|pagar degli sfaccendati per non far niente, e farci le corna, a noi che li paghiamo! ecco che cos’è.|pagar degli sfaccendati per non far niente, e farci le corna, a noi che li paghiamo! ecco che cosè.
imalavoglia_12_verga_f000371|Della gente che ha quattro tarì al giorno per stare a passeggiare sotto le finestre della Zuppidda;|Della gente che ha quattro tarì al giorno per stare a passeggiare sotto le finestre della Zuppidda;
imalavoglia_12_verga_f000372|e don Giammaria che si pappa la lira al giorno per confessare la Santuzza, e sentire le porcherie che gli racconta;|e don Giammaria che si pappa la lira al giorno per confessare la Santuzza, e sentire le porcherie che gli racconta;
imalavoglia_12_verga_f000373|e don Silvestro...|e don Silvestro...
imalavoglia_12_verga_f000374|so io! e mastro Cirino che è pagato per romperci gli stivali colle sue campane|so io! e mastro Cirino che è pagato per romperci gli stivali colle sue campane
imalavoglia_12_verga_f000375|ma i lumi poi non li accende, e si mette in tasca l’olio, ché lì, al municipio poi|ma i lumi poi non li accende, e si mette in tasca lolio, ché lì, al municipio poi
imalavoglia_12_verga_f000376|ci son altre porcherie! in fede mia! E volevano far casa nuova di tutti nella baracca|ci son altre porcherie! in fede mia! E volevano far casa nuova di tutti nella baracca
imalavoglia_12_verga_f000377|ma poi si sono intesi un’altra volta, don Silvestro e gli altri, e non ne hanno parlato più...|ma poi si sono intesi unaltra volta, don Silvestro e gli altri, e non ne hanno parlato più...
imalavoglia_12_verga_f000378|Tale e quale come quegli altri ladri del Parlamento, che chiacchierano e chiacchierano fra di loro;|Tale e quale come quegli altri ladri del Parlamento, che chiacchierano e chiacchierano fra di loro;
imalavoglia_12_verga_f000379|ma ne sapete niente di quel che dicono?|ma ne sapete niente di quel che dicono?
imalavoglia_12_verga_f000380|Fanno la schiuma alla bocca, e sembra che vogliano prendersi pei capelli di momento in momento|Fanno la schiuma alla bocca, e sembra che vogliano prendersi pei capelli di momento in momento
imalavoglia_12_verga_f000381|ma poi ridono sotto il naso dei minchioni che ci credono.|ma poi ridono sotto il naso dei minchioni che ci credono.
imalavoglia_12_verga_f000382|Tutte vesciche pel popolo che paga i ladri e i ruffiani, e gli sbirri come don Michele.|Tutte vesciche pel popolo che paga i ladri e i ruffiani, e gli sbirri come don Michele.
imalavoglia_12_verga_f000383|— Che bella cosa, — disse Antoni, — quattro tarì al giorno per andare a passeggiare di qua e di là.|- Che bella cosa, - disse Antoni, - quattro tarì al giorno per andare a passeggiare di qua e di là.
imalavoglia_12_verga_f000384|Io vorrei essere guardia doganale.|Io vorrei essere guardia doganale.
imalavoglia_12_verga_f000385|— Ecco! ecco! — esclamò don Franco cogli occhi che gli schizzavano dalla testa.|- Ecco! ecco! - esclamò don Franco cogli occhi che gli schizzavano dalla testa.
imalavoglia_12_verga_f000386|— Vedete la conseguenza del sistema! La conseguenza è che tutti diventano canaglia.|- Vedete la conseguenza del sistema! La conseguenza è che tutti diventano canaglia.
imalavoglia_12_verga_f000387|Non vi offendete, compare Antoni. «Il pesce puzza dalla testa».|Non vi offendete, compare Antoni. Il pesce puzza dalla testa.
imalavoglia_12_verga_f000388|Anch’io sarei come voi, se non avessi studiato, e non avessi quel mestiere da guadagnarmi il pane.|Anchio sarei come voi, se non avessi studiato, e non avessi quel mestiere da guadagnarmi il pane.
imalavoglia_12_verga_f000389|Infatti dicevano che era un bel mestiere quello che gli aveva insegnato suo padre allo speziale|Infatti dicevano che era un bel mestiere quello che gli aveva insegnato suo padre allo speziale
imalavoglia_12_verga_f000390|di pestare nel mortaio, e di far denari coll’acqua sporca;|di pestare nel mortaio, e di far denari collacqua sporca;
imalavoglia_12_verga_f000391|mentre c’era gente che doveva cuocersi le corna al sole, e cavarsi gli occhi colle maglie delle reti|mentre cera gente che doveva cuocersi le corna al sole, e cavarsi gli occhi colle maglie delle reti
imalavoglia_12_verga_f000392|e prendersi il granchio alle gambe e alla schiena per guadagnarsi dieci soldi;|e prendersi il granchio alle gambe e alla schiena per guadagnarsi dieci soldi;
imalavoglia_12_verga_f000393|e così lasciarono le reti e le chiacchiere, e se ne tornarono all’osteria sputacchiando per la strada.|e così lasciarono le reti e le chiacchiere, e se ne tornarono allosteria sputacchiando per la strada.
imalavoglia_12_verga_f000394|Fine Del Capitulo Dodicesimo.|Fine Del Capitulo Dodicesimo.
imalavoglia_13_verga_f000001|Capitulo Tredicesimo.|Capitulo Tredicesimo.
imalavoglia_13_verga_f000002|Padron Antoni, come il nipote gli arrivava a casa ubbriaco, la sera|Padron Antoni, come il nipote gli arrivava a casa ubbriaco, la sera
imalavoglia_13_verga_f000003|faceva di tutto per mandarlo a letto senza che gli altri se ne avvedessero|faceva di tutto per mandarlo a letto senza che gli altri se ne avvedessero
imalavoglia_13_verga_f000004|perché questo non c’era mai stato nei Malavoglia, e gli venivano le lagrime agli occhi.|perché questo non cera mai stato nei Malavoglia, e gli venivano le lagrime agli occhi.
imalavoglia_13_verga_f000005|La notte, quando si alzava e chiamava Alessi per andare al mare, lasciava dormire l’altro;|La notte, quando si alzava e chiamava Alessi per andare al mare, lasciava dormire laltro;
imalavoglia_13_verga_f000006|tanto, non sarebbe stato buono a nulla.|tanto, non sarebbe stato buono a nulla.
imalavoglia_13_verga_f000007|Antoni da prima se ne vergognava, e andava ad aspettarli sulla riva appena tornavano, colla testa bassa.|Antoni da prima se ne vergognava, e andava ad aspettarli sulla riva appena tornavano, colla testa bassa.
imalavoglia_13_verga_f000008|Ma a poco a poco ci fece il callo, e diceva fra di sè: — Così domani faremo ancora domenica!|Ma a poco a poco ci fece il callo, e diceva fra di sè: - Così domani faremo ancora domenica!
imalavoglia_13_verga_f000009|Il povero vecchio cercò tutti i mezzi di toccargli il cuore|Il povero vecchio cercò tutti i mezzi di toccargli il cuore
imalavoglia_13_verga_f000010|e di nascosto gli fece persino esorcizzare la camicia da don Giammaria, e spese tre tarì.|e di nascosto gli fece persino esorcizzare la camicia da don Giammaria, e spese tre tarì.
imalavoglia_13_verga_f000011|— Vedi! — gli diceva, — questo non c’è mai stato nei Malavoglia! Se tu prendi la mala strada di Rocco Spatu|- Vedi! - gli diceva, - questo non cè mai stato nei Malavoglia! Se tu prendi la mala strada di Rocco Spatu
imalavoglia_13_verga_f000012|tuo fratello e le tue sorelle ti verranno dietro.|tuo fratello e le tue sorelle ti verranno dietro.
imalavoglia_13_verga_f000013|«Una mela fradicia guasta tutte le altre», e quei soldi che abbiamo messo insieme con tanto stento se ne anderanno in fumo.|Una mela fradicia guasta tutte le altre, e quei soldi che abbiamo messo insieme con tanto stento se ne anderanno in fumo.
imalavoglia_13_verga_f000014|«Per un pescatore si perde la barca», e allora che faremo?|Per un pescatore si perde la barca, e allora che faremo?
imalavoglia_13_verga_f000015|Antoni restava a capo chino, o brontolava fra i denti;|Antoni restava a capo chino, o brontolava fra i denti;
imalavoglia_13_verga_f000016|ma l’indomani tornava da capo, e una volta glielo disse: — Che volete?|ma lindomani tornava da capo, e una volta glielo disse: - Che volete?
imalavoglia_13_verga_f000017|almeno quando non sono più in sensi non penso alla mia disgrazia.|almeno quando non sono più in sensi non penso alla mia disgrazia.
imalavoglia_13_verga_f000018|— Che disgrazia! Tu hai la salute, sei giovane, sai il tuo mestiere, che ti manca?|- Che disgrazia! Tu hai la salute, sei giovane, sai il tuo mestiere, che ti manca?
imalavoglia_13_verga_f000019|Io che son vecchio, e tuo fratello che è ancora un ragazzo, ci siamo tirati su dal fosso.|Io che son vecchio, e tuo fratello che è ancora un ragazzo, ci siamo tirati su dal fosso.
imalavoglia_13_verga_f000020|Ora se tu volessi aiutarci, torneremo ad essere quelli che eravamo, se non più col cuore contento|Ora se tu volessi aiutarci, torneremo ad essere quelli che eravamo, se non più col cuore contento
imalavoglia_13_verga_f000021|perché quelli che sono morti non tornano più, almeno senza altre angustie;|perché quelli che sono morti non tornano più, almeno senza altre angustie;
imalavoglia_13_verga_f000022|e tutti uniti, come devono stare le dita della mano, e col pane in casa.|e tutti uniti, come devono stare le dita della mano, e col pane in casa.
imalavoglia_13_verga_f000023|Se io chiudo gli occhi come resterete voi altri?|Se io chiudo gli occhi come resterete voi altri?
imalavoglia_13_verga_f000024|Adesso, vedi, mi tocca d’aver paura ogni volta che c’imbarchiamo per andar lontano. E son vecchio!...|Adesso, vedi, mi tocca daver paura ogni volta che cimbarchiamo per andar lontano. E son vecchio!...
imalavoglia_13_verga_f000025|Quando il nonno riesciva a toccargli il cuore, Antoni si metteva a piangere.|Quando il nonno riesciva a toccargli il cuore, Antoni si metteva a piangere.
imalavoglia_13_verga_f000026|I fratelli, che sapevano tutto, si rincantucciavano, appena lo sentivano venire, come ei fosse un estraneo, o quasi avessero paura di lui;|I fratelli, che sapevano tutto, si rincantucciavano, appena lo sentivano venire, come ei fosse un estraneo, o quasi avessero paura di lui;
imalavoglia_13_verga_f000027|e il nonno, col rosario in mano, borbottava: — O anima benedetta di Bastianazzo!|e il nonno, col rosario in mano, borbottava: - O anima benedetta di Bastianazzo!
imalavoglia_13_verga_f000028|O anima di mia nuora Maruzza! fatelo voi il miracolo! — Come Mena lo vedeva arrivare colla faccia pallida e gli occhi lustri|O anima di mia nuora Maruzza! fatelo voi il miracolo! - Come Mena lo vedeva arrivare colla faccia pallida e gli occhi lustri
imalavoglia_13_verga_f000029|gli diceva: — Entra da questa parte, che ci è il nonno! — E lo faceva entrare dalla porticina della cucina;|gli diceva: - Entra da questa parte, che ci è il nonno! - E lo faceva entrare dalla porticina della cucina;
imalavoglia_13_verga_f000030|poi si metteva a piangere cheta cheta accanto al focolare;|poi si metteva a piangere cheta cheta accanto al focolare;
imalavoglia_13_verga_f000031|tanto che Antoni disse alla fine: — Non voglio andarci più all’osteria|tanto che Antoni disse alla fine: - Non voglio andarci più allosteria
imalavoglia_13_verga_f000032|neanche se m’ammazzano! E tornò a lavorare di buonavoglia come prima;|neanche se mammazzano! E tornò a lavorare di buonavoglia come prima;
imalavoglia_13_verga_f000033|anzi, si alzava prima degli altri, e andava ad aspettare il nonno alla marina, che ci volevano due ore a far giorno|anzi, si alzava prima degli altri, e andava ad aspettare il nonno alla marina, che ci volevano due ore a far giorno
imalavoglia_13_verga_f000034|i Tre Re erano ancora alti sul campanile del villaggio, e i grilli si udivano trillare nelle chiuse come se fossero lì accanto.|i Tre Re erano ancora alti sul campanile del villaggio, e i grilli si udivano trillare nelle chiuse come se fossero lì accanto.
imalavoglia_13_verga_f000035|Il nonno non ci capiva più nella camicia dalla contentezza;|Il nonno non ci capiva più nella camicia dalla contentezza;
imalavoglia_13_verga_f000036|andava chiacchierando con lui onde provargli come gli volesse bene|andava chiacchierando con lui onde provargli come gli volesse bene
imalavoglia_13_verga_f000037|e fra di sè diceva: — Son l’anime sante di sua madre e di suo padre che hanno fatto il miracolo.|e fra di sè diceva: - Son lanime sante di sua madre e di suo padre che hanno fatto il miracolo.
imalavoglia_13_verga_f000038|Il miracolo durò tutta la settimana, e la domenica Antoni non volle nemmeno andare in piazza|Il miracolo durò tutta la settimana, e la domenica Antoni non volle nemmeno andare in piazza
imalavoglia_13_verga_f000039|per non vedere l’osteria da lontano e gli amici che lo chiamavano.|per non vedere losteria da lontano e gli amici che lo chiamavano.
imalavoglia_13_verga_f000040|Ma si rompeva le mascelle a sbadigliare tutto quel giorno in cui non aveva nulla da fare, e non finiva più.|Ma si rompeva le mascelle a sbadigliare tutto quel giorno in cui non aveva nulla da fare, e non finiva più.
imalavoglia_13_verga_f000041|Oramai non era un ragazzo per passare il tempo ad andare per le ginestre nella sciara, cantando come suo fratello Alessi e la Nunziata|Oramai non era un ragazzo per passare il tempo ad andare per le ginestre nella sciara, cantando come suo fratello Alessi e la Nunziata
imalavoglia_13_verga_f000042|o a spazzar la casa come Mena, e nemmeno un vecchio come il nonno per divertirsi ad accomodare i barilotti sfondati, e le nasse sfasciate.|o a spazzar la casa come Mena, e nemmeno un vecchio come il nonno per divertirsi ad accomodare i barilotti sfondati, e le nasse sfasciate.
imalavoglia_13_verga_f000043|Egli restò seduto accanto alla porta, nella strada del Nero|Egli restò seduto accanto alla porta, nella strada del Nero
imalavoglia_13_verga_f000044|che non ci passava nemmeno una gallina, e sentiva le voci e le risate all’osteria.|che non ci passava nemmeno una gallina, e sentiva le voci e le risate allosteria.
imalavoglia_13_verga_f000045|Tanto che andò a dormire per non sapere che fare, e il lunedì tornò a fare il muso lungo.|Tanto che andò a dormire per non sapere che fare, e il lunedì tornò a fare il muso lungo.
imalavoglia_13_verga_f000046|Il nonno gli diceva: — Per te sarebbe meglio che non venisse la domenica;|Il nonno gli diceva: - Per te sarebbe meglio che non venisse la domenica;
imalavoglia_13_verga_f000047|perché il giorno dopo sei come se fossi pazzo.|perché il giorno dopo sei come se fossi pazzo.
imalavoglia_13_verga_f000048|— Ecco quello che era meglio per lui|- Ecco quello che era meglio per lui
imalavoglia_13_verga_f000049|che non venisse mai la domenica! e gli cascava il cuore per terra a pensare che tutti i giorni fossero dei lunedì.|che non venisse mai la domenica! e gli cascava il cuore per terra a pensare che tutti i giorni fossero dei lunedì.
imalavoglia_13_verga_f000050|sicché, quando tornava dal mare, la sera, non aveva voglia nemmeno d’andare a dormire|sicché, quando tornava dal mare, la sera, non aveva voglia nemmeno dandare a dormire
imalavoglia_13_verga_f000051|e si sfogava a scorazzare di qua e di là colla sua disgrazia, tanto che infine venne a capitare di nuovo all’osteria.|e si sfogava a scorazzare di qua e di là colla sua disgrazia, tanto che infine venne a capitare di nuovo allosteria.
imalavoglia_13_verga_f000052|Prima, allorché tornava a casa malfermo sulle gambe, si ficcava dentro mogio mogio|Prima, allorché tornava a casa malfermo sulle gambe, si ficcava dentro mogio mogio
imalavoglia_13_verga_f000053|facendosi piccino e balbettando delle scuse, o almeno non fiatava.|facendosi piccino e balbettando delle scuse, o almeno non fiatava.
imalavoglia_13_verga_f000054|Ma ora alzava la voce, litigava colla sorella se l’aspettava sull’uscio, colla faccia pallida e gli occhi gonfi|Ma ora alzava la voce, litigava colla sorella se laspettava sulluscio, colla faccia pallida e gli occhi gonfi
imalavoglia_13_verga_f000055|e se gli diceva sottovoce d’entrare dalla cucina che in casa c’era il nonno.|e se gli diceva sottovoce dentrare dalla cucina che in casa cera il nonno.
imalavoglia_13_verga_f000056|— A me non me ne importa! — rispondeva.|- A me non me ne importa! - rispondeva.
imalavoglia_13_verga_f000057|Il giorno dopo si levava stravolto e di cattivo umore;|Il giorno dopo si levava stravolto e di cattivo umore;
imalavoglia_13_verga_f000058|e cominciava a gridare e bestemmiare dalla mattina alla sera.|e cominciava a gridare e bestemmiare dalla mattina alla sera.
imalavoglia_13_verga_f000059|Una volta successe una brutta scena.|Una volta successe una brutta scena.
imalavoglia_13_verga_f000060|Il nonno, non sapendo più che fare per toccargli il cuore, l’aveva tirato nell’angolo della cameruccia, ad usci chiusi|Il nonno, non sapendo più che fare per toccargli il cuore, laveva tirato nellangolo della cameruccia, ad usci chiusi
imalavoglia_13_verga_f000061|perché non udissero i vicini, e gli diceva piangendo come un ragazzo|perché non udissero i vicini, e gli diceva piangendo come un ragazzo
imalavoglia_13_verga_f000062|il povero vecchio: — Oh Antoni! non ti rammenti che qui c’è morta tua madre?|il povero vecchio: - Oh Antoni! non ti rammenti che qui cè morta tua madre?
imalavoglia_13_verga_f000063|perché vuoi darle questo dolore a tua madre, di vederti fare la riescita di Rocco Spatu?|perché vuoi darle questo dolore a tua madre, di vederti fare la riescita di Rocco Spatu?
imalavoglia_13_verga_f000064|Non lo vedi come stenta e si affatica la povera cugina Anna per quell’ubbriacone di suo figlio?|Non lo vedi come stenta e si affatica la povera cugina Anna per quellubbriacone di suo figlio?
imalavoglia_13_verga_f000065|e come piange alle volte, allorché non ha pane da dare agli altri suoi figliuoli, e non le basta il cuore di ridere?|e come piange alle volte, allorché non ha pane da dare agli altri suoi figliuoli, e non le basta il cuore di ridere?
imalavoglia_13_verga_f000066|«Chi va col lupo allupa» e «chi pratica con zoppi all’anno zoppica».|Chi va col lupo allupa e chi pratica con zoppi allanno zoppica.
imalavoglia_13_verga_f000067|Non ti rammenti quella notte del colèra che eravamo qui tutti davanti a quel lettuccio, ed ella ti raccomandava Mena e i ragazzi?|Non ti rammenti quella notte del colèra che eravamo qui tutti davanti a quel lettuccio, ed ella ti raccomandava Mena e i ragazzi?
imalavoglia_13_verga_f000068|— Antoni piangeva come un vitello slattato, e diceva che voleva morire anche lui;|- Antoni piangeva come un vitello slattato, e diceva che voleva morire anche lui;
imalavoglia_13_verga_f000069|ma poi adagio adagio tornava all’osteria, e la notte, invece di venire a casa, andava per la via|ma poi adagio adagio tornava allosteria, e la notte, invece di venire a casa, andava per la via
imalavoglia_13_verga_f000070|fermandosi dietro gli usci, colle spalle appoggiate al muro, stanco morto, insieme a Rocco Spatu e a Cinghialenta;|fermandosi dietro gli usci, colle spalle appoggiate al muro, stanco morto, insieme a Rocco Spatu e a Cinghialenta;
imalavoglia_13_verga_f000071|e si metteva a cantare con loro, per scacciare la malinconia.|e si metteva a cantare con loro, per scacciare la malinconia.
imalavoglia_13_verga_f000072|Infine il povero padron Antoni non osava più mostrarsi per le strade dalla vergogna.|Infine il povero padron Antoni non osava più mostrarsi per le strade dalla vergogna.
imalavoglia_13_verga_f000073|Il nipote invece, per evitare le prediche, veniva a casa colla faccia scura;|Il nipote invece, per evitare le prediche, veniva a casa colla faccia scura;
imalavoglia_13_verga_f000074|così non gli rompevano la devozione con le solite prediche.|così non gli rompevano la devozione con le solite prediche.
imalavoglia_13_verga_f000075|Già le prediche se le faceva da sè stesso, a voce bassa, ed era tutta colpa della sua disgrazia che l’aveva fatto nascere in quello stato.|Già le prediche se le faceva da sè stesso, a voce bassa, ed era tutta colpa della sua disgrazia che laveva fatto nascere in quello stato.
imalavoglia_13_verga_f000076|E andava a sfogarsi collo speziale e con altri di quelli che avevano un po’ di tempo per chiacchierare dell’ingiustizia sacrosanta che ci è a questo mondo in ogni cosa;|E andava a sfogarsi collo speziale e con altri di quelli che avevano un po di tempo per chiacchierare dellingiustizia sacrosanta che ci è a questo mondo in ogni cosa;
imalavoglia_13_verga_f000077|che se uno va dalla Santuzza, per dimenticare i suoi guai, si chiama ubbriacone;|che se uno va dalla Santuzza, per dimenticare i suoi guai, si chiama ubbriacone;
imalavoglia_13_verga_f000078|mentre tanti altri che si ubbriacano a casa di vin buono non hanno guai per la testa|mentre tanti altri che si ubbriacano a casa di vin buono non hanno guai per la testa
imalavoglia_13_verga_f000079|né nessuno che li rimproveri o faccia loro la predica di andare a lavorare, giacché non hanno nulla da fare, e son ricchi per due;|né nessuno che li rimproveri o faccia loro la predica di andare a lavorare, giacché non hanno nulla da fare, e son ricchi per due;
imalavoglia_13_verga_f000080|eppure tutti siamo figli di Dio allo stesso modo, e ognuno dovrebbe avere la sua parte egualmente.|eppure tutti siamo figli di Dio allo stesso modo, e ognuno dovrebbe avere la sua parte egualmente.
imalavoglia_13_verga_f000081|— Quel ragazzo lì ha del talento! — diceva lo speziale a don Silvestro, e a padron Cipolla, e a chi voleva sentirlo.|- Quel ragazzo lì ha del talento! - diceva lo speziale a don Silvestro, e a padron Cipolla, e a chi voleva sentirlo.
imalavoglia_13_verga_f000082|— Vede le cose all’ingrosso, così alla carlona, ma il sugo c’è;|- Vede le cose allingrosso, così alla carlona, ma il sugo cè;
imalavoglia_13_verga_f000083|non è colpa sua se non sa esprimersi meglio;|non è colpa sua se non sa esprimersi meglio;
imalavoglia_13_verga_f000084|è colpa del governo che lo lascia nell’ignoranza.|è colpa del governo che lo lascia nellignoranza.
imalavoglia_13_verga_f000085|Per istruirlo gli portava il Secolo e la Gazzetta di Catania.|Per istruirlo gli portava il Secolo e la Gazzetta di Catania.
imalavoglia_13_verga_f000086|Però Antoni si seccava a leggere;|Però Antoni si seccava a leggere;
imalavoglia_13_verga_f000087|prima di tutto perché era una fatica, e quand’era soldato gli avevano insegnato a leggere per forza;|prima di tutto perché era una fatica, e quandera soldato gli avevano insegnato a leggere per forza;
imalavoglia_13_verga_f000088|ma adesso era libero di fare quello che gli pareva e piaceva, e aveva un po’ dimenticato come si cacciano insieme le parole nello scritto.|ma adesso era libero di fare quello che gli pareva e piaceva, e aveva un po dimenticato come si cacciano insieme le parole nello scritto.
imalavoglia_13_verga_f000089|Poi tutte quelle chiacchiere stampate non gli mettevano un soldo in tasca.|Poi tutte quelle chiacchiere stampate non gli mettevano un soldo in tasca.
imalavoglia_13_verga_f000090|Che gliene importava a lui?|Che gliene importava a lui?
imalavoglia_13_verga_f000091|Don Franco glielo spiegava lui perché avrebbe dovuto importargliene;|Don Franco glielo spiegava lui perché avrebbe dovuto importargliene;
imalavoglia_13_verga_f000092|e quando passava don Michele per la piazza, glielo indicava colla barbona|e quando passava don Michele per la piazza, glielo indicava colla barbona
imalavoglia_13_verga_f000093|ammiccando, e gli spifferava sottovoce che passava per donna Rosolina anche quello|ammiccando, e gli spifferava sottovoce che passava per donna Rosolina anche quello
imalavoglia_13_verga_f000094|ora che aveva sentito come donna Rosolina avesse dei denari, e li dava alla gente per farsi sposare.|ora che aveva sentito come donna Rosolina avesse dei denari, e li dava alla gente per farsi sposare.
imalavoglia_13_verga_f000095|— Bisogna cominciare dal levarci dai piedi tutti costoro col berretto gallonato.|- Bisogna cominciare dal levarci dai piedi tutti costoro col berretto gallonato.
imalavoglia_13_verga_f000096|Bisogna far la rivoluzione. Ecco quello che bisogna fare!|Bisogna far la rivoluzione. Ecco quello che bisogna fare!
imalavoglia_13_verga_f000097|— E voi cosa mi date per fare la rivoluzione?|- E voi cosa mi date per fare la rivoluzione?
imalavoglia_13_verga_f000098|Don Franco allora si stringeva nelle spalle, e se ne andava indispettito a pestare l’acqua sporca nel mortaio;|Don Franco allora si stringeva nelle spalle, e se ne andava indispettito a pestare lacqua sporca nel mortaio;
imalavoglia_13_verga_f000099|giacché con gente siffatta era proprio pestar l’acqua nel mortaio, diceva.|giacché con gente siffatta era proprio pestar lacqua nel mortaio, diceva.
imalavoglia_13_verga_f000100|E Piedipapera, appena Antoni voltava le spalle, soggiungeva sottovoce:|E Piedipapera, appena Antoni voltava le spalle, soggiungeva sottovoce:
imalavoglia_13_verga_f000101|— Se volesse ammazzare don Michele, dovrebbe ammazzarlo per qualche altra cosa; ché gli vuol rubare la sorella;|- Se volesse ammazzare don Michele, dovrebbe ammazzarlo per qualche altra cosa; ché gli vuol rubare la sorella;
imalavoglia_13_verga_f000102|ma Antoni è peggio d’un maiale, tanto che si fa mantenere dalla Santuzza.|ma Antoni è peggio dun maiale, tanto che si fa mantenere dalla Santuzza.
imalavoglia_13_verga_f000103|— Piedipapera se lo sentiva sullo stomaco don Michele|- Piedipapera se lo sentiva sullo stomaco don Michele
imalavoglia_13_verga_f000104|dacché guardava cogli occhi torvi lui e Rocco Spatu e Cinghialenta quando li incontrava;|dacché guardava cogli occhi torvi lui e Rocco Spatu e Cinghialenta quando li incontrava;
imalavoglia_13_verga_f000105|perciò voleva levarselo davanti.|perciò voleva levarselo davanti.
imalavoglia_13_verga_f000106|Quelle povere Malavoglia erano arrivate al punto che andavano per le bocche di tutti|Quelle povere Malavoglia erano arrivate al punto che andavano per le bocche di tutti
imalavoglia_13_verga_f000107|per colpa del fratello, tanto i Malavoglia erano caduti in bassa fortuna.|per colpa del fratello, tanto i Malavoglia erano caduti in bassa fortuna.
imalavoglia_13_verga_f000108|Ora tutto il paese sapeva che don Michele passava e ripassava per la strada del Nero, onde.|Ora tutto il paese sapeva che don Michele passava e ripassava per la strada del Nero, onde.
imalavoglia_13_verga_f000109|far dispetto alla Zuppidda, la quale stava a guardia di sua figlia colla conocchia in mano.|far dispetto alla Zuppidda, la quale stava a guardia di sua figlia colla conocchia in mano.
imalavoglia_13_verga_f000110|Intanto don Michele per non perdere i suoi passi, aveva gettato gli occhi su di Lia, la quale si era fatta una bella ragazza anche lei|Intanto don Michele per non perdere i suoi passi, aveva gettato gli occhi su di Lia, la quale si era fatta una bella ragazza anche lei
imalavoglia_13_verga_f000111|e non aveva nessuno che le stesse a guardia, tranne la sorella che si faceva rossa per lei, e le diceva: — Rientriamo in casa, Lia.|e non aveva nessuno che le stesse a guardia, tranne la sorella che si faceva rossa per lei, e le diceva: - Rientriamo in casa, Lia.
imalavoglia_13_verga_f000112|Sulla porta non ci stiamo bene ora che siamo orfane.|Sulla porta non ci stiamo bene ora che siamo orfane.
imalavoglia_13_verga_f000113|Ma la Lia era vanerella peggio di suo fratello Antoni, e le piaceva starsene sulla porta a far vedere il fazzoletto colle rose|Ma la Lia era vanerella peggio di suo fratello Antoni, e le piaceva starsene sulla porta a far vedere il fazzoletto colle rose
imalavoglia_13_verga_f000114|che ognuno le diceva: — Come siete bella con quel fazzoletto, comare Lia! — e don Michele se la mangiava cogli occhi.|che ognuno le diceva: - Come siete bella con quel fazzoletto, comare Lia! - e don Michele se la mangiava cogli occhi.
imalavoglia_13_verga_f000115|La povera Mena, mentre stava là sulla porta, ad aspettare il fratello che tornava a casa ubbriaco|La povera Mena, mentre stava là sulla porta, ad aspettare il fratello che tornava a casa ubbriaco
imalavoglia_13_verga_f000116|si sentiva così stanca ed avvilita che le cascavano le braccia quando voleva tirare in casa la sorella|si sentiva così stanca ed avvilita che le cascavano le braccia quando voleva tirare in casa la sorella
imalavoglia_13_verga_f000117|perché passava don Michele, e Lia le rispondeva: — Hai paura che mi mangi?|perché passava don Michele, e Lia le rispondeva: - Hai paura che mi mangi?
imalavoglia_13_verga_f000118|Già, nessuno ne vuole di noi altri, ora che non abbiamo più niente.|Già, nessuno ne vuole di noi altri, ora che non abbiamo più niente.
imalavoglia_13_verga_f000119|Non lo vedi come è andato a finire mio fratello, che non lo vogliono nemmeno i cani!|Non lo vedi come è andato a finire mio fratello, che non lo vogliono nemmeno i cani!
imalavoglia_13_verga_f000120|— Se Antoni avesse fegato, — andava dicendo Piedipapera, — se lo leverebbe dinanzi quel don Michele.|- Se Antoni avesse fegato, - andava dicendo Piedipapera, - se lo leverebbe dinanzi quel don Michele.
imalavoglia_13_verga_f000121|Antoni invece voleva levarsi dinanzi don Michele per un’altra cosa.|Antoni invece voleva levarsi dinanzi don Michele per unaltra cosa.
imalavoglia_13_verga_f000122|La Santuzza, dopo che l’aveva rotta con don Michele, aveva preso a ben volere Antoni|La Santuzza, dopo che laveva rotta con don Michele, aveva preso a ben volere Antoni
imalavoglia_13_verga_f000123|per quel modo di portare il berretto sull’orecchio, e di dondolare le spalle camminando che aveva preso da soldato;|per quel modo di portare il berretto sullorecchio, e di dondolare le spalle camminando che aveva preso da soldato;
