le_pays_des_fourrures_1_10_f000001|Un retour sur le passé.|Un retour sur le passé.
le_pays_des_fourrures_2_22_f000080|S'il l'aperçoit, murmura le lieutenant Hobson à l'oreille du sergent Long, s'il l'aperçoit, il s'enfuira au contraire!|S'il l'aperçoit, murmura le lieutenant Hobson à l'oreille du sergent Long, s'il l'aperçoit, il s'enfuira au contraire!
le_pays_des_fourrures_2_22_f000081|Jasper Hobson avait raison de parler ainsi. Les navires ne redoutent rien tant, dans ces parages, que l'approche des icebergs et des îles de glace! Ce sont des écueils errants contre lesquels ils craignent de se briser, surtout pendant la nuit.|Jasper Hobson avait raison de parler ainsi. Les navires ne redoutent rien tant, dans ces parages, que l'approche des icebergs et des îles de glace! Ce sont des écueils errants contre lesquels ils craignent de se briser, surtout pendant la nuit.
le_pays_des_fourrures_2_22_f000082|Aussi se hâtent-ils de changer leur direction, dès qu'ils les aperçoivent.|Aussi se hâtent-ils de changer leur direction, dès qu'ils les aperçoivent.
le_pays_des_fourrures_2_22_f000083|Ce navire n'agirait-il pas ainsi, dès qu'il aurait connaissance de l'îlot? C'était probable.|Ce navire n'agirait-il pas ainsi, dès qu'il aurait connaissance de l'îlot? C'était probable.
le_pays_des_fourrures_2_22_f000084|Par quelles alternatives d'espoir et de désespoir les naufragés passèrent, cela ne saurait se peindre.|Par quelles alternatives d'espoir et de désespoir les naufragés passèrent, cela ne saurait se peindre.
le_pays_des_fourrures_2_22_f000085|Jusqu'à deux heures du soir, ils purent croire que la Providence prenait enfin pitié d'eux, que le secours leur arrivait, que le salut était là! Le navire s'était toujours approché par une ligne oblique.|Jusqu'à deux heures du soir, ils purent croire que la Providence prenait enfin pitié d'eux, que le secours leur arrivait, que le salut était là! Le navire s'était toujours approché par une ligne oblique.
le_pays_des_fourrures_2_22_f000086|Il n'était pas à six milles de l'îlot. On multiplia les signaux, on tira des coups de fusil, on produisit même une grosse fumée en brûlant quelques planches du logement...|Il n'était pas à six milles de l'îlot. On multiplia les signaux, on tira des coups de fusil, on produisit même une grosse fumée en brûlant quelques planches du logement...
le_pays_des_fourrures_2_22_f000087|Ce fut en vain. Ou le bâtiment ne vit rien, ou il se hâta de fuir l'îlot dès qu'il l'aperçut.|Ce fut en vain. Ou le bâtiment ne vit rien, ou il se hâta de fuir l'îlot dès qu'il l'aperçut.
le_pays_des_fourrures_2_22_f000088|À deux heures et demie, il lofait légèrement et s'éloignait dans le nord-est.|À deux heures et demie, il lofait légèrement et s'éloignait dans le nord-est.
le_pays_des_fourrures_2_22_f000089|Une heure après, il n'apparaissait plus que comme une vapeur blanche, et bientôt il avait entièrement disparu.|Une heure après, il n'apparaissait plus que comme une vapeur blanche, et bientôt il avait entièrement disparu.
le_pays_des_fourrures_2_22_f000090|Un des soldats, Kellet, poussa alors des rires extravagants. Puis il se roula sur le sol. On dut croire qu'il devenait fou.|Un des soldats, Kellet, poussa alors des rires extravagants. Puis il se roula sur le sol. On dut croire qu'il devenait fou.
le_pays_des_fourrures_2_22_f000091|Mrs. Paulina Barnett avait regardé Madge, bien en face, comme pour lui demander si elle espérait encore!|Mrs. Paulina Barnett avait regardé Madge, bien en face, comme pour lui demander si elle espérait encore!
le_pays_des_fourrures_2_22_f000092|Madge avait détourné la tête!...|Madge avait détourné la tête!...
le_pays_des_fourrures_2_22_f000093|Le soir de ce jour néfaste, un craquement se fit entendre.|Le soir de ce jour néfaste, un craquement se fit entendre.
le_pays_des_fourrures_2_22_f000094|C'était toute la plus grande partie de l'îlot qui se détachait et s'abîmait dans la mer.|C'était toute la plus grande partie de l'îlot qui se détachait et s'abîmait dans la mer.
le_pays_des_fourrures_2_22_f000095|Des cris terribles d'animaux éclatèrent dans l'ombre. L'îlot était réduit à cette pointe qui s'étendait depuis l'emplacement de la maison engloutie jusqu'au cap Bathurst!|Des cris terribles d'animaux éclatèrent dans l'ombre. L'îlot était réduit à cette pointe qui s'étendait depuis l'emplacement de la maison engloutie jusqu'au cap Bathurst!
le_pays_des_fourrures_2_22_f000096|Ce n'était plus qu'un glaçon!|Ce n'était plus qu'un glaçon!
le_pays_des_fourrures_2_23_f000001|Sur un glaçon.|Sur un glaçon.
le_pays_des_fourrures_2_23_f000002|Un glaçon! Un glaçon irrégulier, en forme de triangle, mesurant cent pieds à sa base, cent cinquante pieds à peine sur son plus grand côté!|Un glaçon! Un glaçon irrégulier, en forme de triangle, mesurant cent pieds à sa base, cent cinquante pieds à peine sur son plus grand côté!
le_pays_des_fourrures_2_23_f000003|Et sur ce glaçon, vingt et un êtres humains, une centaine d'animaux à fourrures, quelques chiens, un ours gigantesque, en ce moment accroupi à la pointe extrême!|Et sur ce glaçon, vingt et un êtres humains, une centaine d'animaux à fourrures, quelques chiens, un ours gigantesque, en ce moment accroupi à la pointe extrême!
le_pays_des_fourrures_2_23_f000004|Oui! tous les malheureux naufragés étaient là! L'abîme n'en avait pas encore pris un seul.|Oui! tous les malheureux naufragés étaient là! L'abîme n'en avait pas encore pris un seul.
le_pays_des_fourrures_2_23_f000005|La rupture s'était opérée au moment où ils étaient réunis dans le logement. Le sort les avait encore sauvés, voulant sans doute qu'ils périssent tous ensemble!|La rupture s'était opérée au moment où ils étaient réunis dans le logement. Le sort les avait encore sauvés, voulant sans doute qu'ils périssent tous ensemble!
le_pays_des_fourrures_2_23_f000006|Mais quelle situation! On ne parlait pas. On ne bougeait pas.|Mais quelle situation! On ne parlait pas. On ne bougeait pas.
le_pays_des_fourrures_2_23_f000007|Peut-être le moindre mouvement, la plus légère secousse eût-elle suffi à rompre la base de glace!|Peut-être le moindre mouvement, la plus légère secousse eût-elle suffi à rompre la base de glace!
le_pays_des_fourrures_2_23_f000008|Aux quelques morceaux de viande sèche que distribua Mrs. Joliffe, personne ne put ou ne voulut toucher. À quoi bon?|Aux quelques morceaux de viande sèche que distribua Mrs. Joliffe, personne ne put ou ne voulut toucher. À quoi bon?
le_pays_des_fourrures_2_23_f000009|La plupart de ces infortunés passèrent la nuit en plein air. Ils aimaient mieux cela: être engloutis librement, et non dans une étroite cabane de planches!|La plupart de ces infortunés passèrent la nuit en plein air. Ils aimaient mieux cela: être engloutis librement, et non dans une étroite cabane de planches!
le_pays_des_fourrures_2_23_f000010|Le lendemain, 5 juin, un brillant soleil se leva sur ce groupe de désespérés. Ils se parlaient à peine. Ils cherchaient à se fuir.|Le lendemain, 5 juin, un brillant soleil se leva sur ce groupe de désespérés. Ils se parlaient à peine. Ils cherchaient à se fuir.
le_pays_des_fourrures_2_23_f000011|Quelques-uns regardaient d'un oeil troublé l'horizon circulaire, dont ce misérable glaçon formait le centre.|Quelques-uns regardaient d'un oeil troublé l'horizon circulaire, dont ce misérable glaçon formait le centre.
le_pays_des_fourrures_2_23_f000012|La mer était absolument déserte. Pas une voile, pas même une île de glace, ni un îlot. Ce glaçon, sans doute, était le dernier qui flottât sur la mer de Behring!|La mer était absolument déserte. Pas une voile, pas même une île de glace, ni un îlot. Ce glaçon, sans doute, était le dernier qui flottât sur la mer de Behring!
le_pays_des_fourrures_2_23_f000013|La température s'élevait sans cesse. Le vent ne soufflait plus.|La température s'élevait sans cesse. Le vent ne soufflait plus.
le_pays_des_fourrures_2_23_f000014|Un calme terrible régnait dans l'atmosphère. De longues ondulations soulevaient doucement ce dernier morceau de terre et de glace qui restait de l'île Victoria.|Un calme terrible régnait dans l'atmosphère. De longues ondulations soulevaient doucement ce dernier morceau de terre et de glace qui restait de l'île Victoria.
le_pays_des_fourrures_2_23_f000015|Il montait et descendait sans se déplacer, comme une épave, et ce n'était plus qu'une épave, en effet!|Il montait et descendait sans se déplacer, comme une épave, et ce n'était plus qu'une épave, en effet!
le_pays_des_fourrures_2_23_f000016|Mais une épave, un reste de carcasse, le tronçon d'un mât, une hune brisée, quelques planches, cela résiste, cela surnage, cela ne peut fondre!|Mais une épave, un reste de carcasse, le tronçon d'un mât, une hune brisée, quelques planches, cela résiste, cela surnage, cela ne peut fondre!
le_pays_des_fourrures_2_23_f000017|Tandis qu'un glaçon, de l'eau solidifiée, qu'un rayon de soleil va dissoudre!...|Tandis qu'un glaçon, de l'eau solidifiée, qu'un rayon de soleil va dissoudre!...
le_pays_des_fourrures_2_23_f000018|Ce glaçon -- et cela explique qu'il eût résisté jusqu'alors -- formait la portion la plus épaisse de l'ancienne île.|Ce glaçon -- et cela explique qu'il eût résisté jusqu'alors -- formait la portion la plus épaisse de l'ancienne île.
le_pays_des_fourrures_2_23_f000019|Une calotte de terre et de verdure le recouvrait, et il était supposable que sa croûte glacée mesurait une épaisseur assez grande.|Une calotte de terre et de verdure le recouvrait, et il était supposable que sa croûte glacée mesurait une épaisseur assez grande.
le_pays_des_fourrures_2_23_f000020|Les longs froids de la mer polaire avaient dû le nourrir en glace, quand, autrefois, et pendant des périodes séculaires, ce cap Bathurst faisait la pointe la plus avancée du continent américain.|Les longs froids de la mer polaire avaient dû le nourrir en glace, quand, autrefois, et pendant des périodes séculaires, ce cap Bathurst faisait la pointe la plus avancée du continent américain.
le_pays_des_fourrures_2_23_f000021|En ce moment, ce glaçon s'élevait encore en moyenne de cinq à six pieds au-dessus du niveau de la mer.|En ce moment, ce glaçon s'élevait encore en moyenne de cinq à six pieds au-dessus du niveau de la mer.
le_pays_des_fourrures_2_23_f000022|On pouvait donc admettre que sa base avait une épaisseur à peu près égale.|On pouvait donc admettre que sa base avait une épaisseur à peu près égale.
le_pays_des_fourrures_2_23_f000023|Si donc, sur ces eaux tranquilles, il ne courait pas le risque de se briser, du moins devait-il peu à peu se réduire en eau.|Si donc, sur ces eaux tranquilles, il ne courait pas le risque de se briser, du moins devait-il peu à peu se réduire en eau.
le_pays_des_fourrures_2_23_f000024|On le voyait bien à ses bords qui s'usaient rapidement sous la langue des longues lames, et, presque incessamment, quelque morceau de terre,|On le voyait bien à ses bords qui s'usaient rapidement sous la langue des longues lames, et, presque incessamment, quelque morceau de terre,
le_pays_des_fourrures_2_23_f000025|avec sa verdoyante végétation, s'écroulait dans les flots.|avec sa verdoyante végétation, s'écroulait dans les flots.
le_pays_des_fourrures_2_23_f000026|Un écroulement de cette nature eut lieu ce jour même, vers une heure du soir, dans la partie du sol occupée par le logement, qui se trouvait tout à fait sur la lisière du glaçon.|Un écroulement de cette nature eut lieu ce jour même, vers une heure du soir, dans la partie du sol occupée par le logement, qui se trouvait tout à fait sur la lisière du glaçon.
le_pays_des_fourrures_2_23_f000027|Le logement était heureusement vide, mais on ne put sauver que quelques-unes des planches qui le formaient et deux ou trois poutrelles de toiture.|Le logement était heureusement vide, mais on ne put sauver que quelques-unes des planches qui le formaient et deux ou trois poutrelles de toiture.
le_pays_des_fourrures_2_23_f000028|La plupart des ustensiles et les instruments d'astronomie furent perdus!|La plupart des ustensiles et les instruments d'astronomie furent perdus!
le_pays_des_fourrures_2_23_f000029|Toute la petite colonie dut se réfugier alors sur la partie la plus élevée du sol, ou rien ne la défendait des intempéries de l'air.|Toute la petite colonie dut se réfugier alors sur la partie la plus élevée du sol, ou rien ne la défendait des intempéries de l'air.
le_pays_des_fourrures_2_23_f000030|Là se trouvaient encore quelques outils, les pompes, et le réservoir à air que Jasper Hobson utilisa en y recueillant quelques gallons d'une pluie qui tomba en abondance.|Là se trouvaient encore quelques outils, les pompes, et le réservoir à air que Jasper Hobson utilisa en y recueillant quelques gallons d'une pluie qui tomba en abondance.
le_pays_des_fourrures_2_23_f000031|Il ne fallait plus, en effet, emprunter au sol déjà si réduit la glace qui fournissait jusqu'alors l'eau potable. Il n'était pas une parcelle de ce glaçon qui ne fût à ménager.|Il ne fallait plus, en effet, emprunter au sol déjà si réduit la glace qui fournissait jusqu'alors l'eau potable. Il n'était pas une parcelle de ce glaçon qui ne fût à ménager.
le_pays_des_fourrures_2_23_f000032|Vers quatre heures, le soldat Kellet, celui-là même qui avait donné déjà quelques signes de folie, vint trouver Mrs.|Vers quatre heures, le soldat Kellet, celui-là même qui avait donné déjà quelques signes de folie, vint trouver Mrs.
le_pays_des_fourrures_2_23_f000033|Paulina Barnett et lui dit d'un ton calme: Madame, je vais me noyer.|Paulina Barnett et lui dit d'un ton calme: Madame, je vais me noyer.
le_pays_des_fourrures_2_23_f000034|-- Kellet! s'écria la voyageuse.|-- Kellet! s'écria la voyageuse.
le_pays_des_fourrures_2_23_f000035|-- Je vous dis que je vais me noyer, reprit le soldat. J'ai bien réfléchi. Il n'y a pas moyen de s'en tirer. J'aime mieux en finir volontairement.|-- Je vous dis que je vais me noyer, reprit le soldat. J'ai bien réfléchi. Il n'y a pas moyen de s'en tirer. J'aime mieux en finir volontairement.
le_pays_des_fourrures_2_23_f000036|-- Kellet, répondit Mrs. Paulina Barnett, en prenant la main du soldat, dont le regard était étrangement clair, Kellet, vous ne ferez pas cela!|-- Kellet, répondit Mrs. Paulina Barnett, en prenant la main du soldat, dont le regard était étrangement clair, Kellet, vous ne ferez pas cela!
le_pays_des_fourrures_2_23_f000037|-- Si, madame, et comme vous avez toujours été bonne pour nous autres, je n'ai pas voulu mourir sans vous dire adieu. Adieu, madame!|-- Si, madame, et comme vous avez toujours été bonne pour nous autres, je n'ai pas voulu mourir sans vous dire adieu. Adieu, madame!
le_pays_des_fourrures_2_23_f000038|Et Kellet se dirigea vers la mer. Mrs. Paulina Barnett, épouvantée, s'attacha à lui.|Et Kellet se dirigea vers la mer. Mrs. Paulina Barnett, épouvantée, s'attacha à lui.
le_pays_des_fourrures_2_23_f000039|Jasper Hobson et le sergent accoururent à ses cris.|Jasper Hobson et le sergent accoururent à ses cris.
le_pays_des_fourrures_2_23_f000040|Ils se joignirent à elle pour détourner Kellet d'accomplir son dessein. Mais le malheureux, pris par cette idée fixe, se contentait de secouer négativement la tête.|Ils se joignirent à elle pour détourner Kellet d'accomplir son dessein. Mais le malheureux, pris par cette idée fixe, se contentait de secouer négativement la tête.
le_pays_des_fourrures_2_23_f000041|Pouvait-on faire entendre raison à cet esprit égaré? Non.|Pouvait-on faire entendre raison à cet esprit égaré? Non.
le_pays_des_fourrures_2_23_f000042|Et cependant l'exemple de ce fou se jetant à la mer aurait pu être contagieux!|Et cependant l'exemple de ce fou se jetant à la mer aurait pu être contagieux!
le_pays_des_fourrures_2_23_f000043|Qui sait si quelques-uns des compagnons de Kellet, démoralisés au dernier degré, ne l'auraient pas suivi dans le suicide?|Qui sait si quelques-uns des compagnons de Kellet, démoralisés au dernier degré, ne l'auraient pas suivi dans le suicide?
le_pays_des_fourrures_2_23_f000044|Il fallait à tout prix arrêter ce malheureux prêt à se tuer.|Il fallait à tout prix arrêter ce malheureux prêt à se tuer.
le_pays_des_fourrures_2_23_f000045|Kellet, dit alors Mrs. Paulina Barnett, en lui parlant doucement, souriant presque, vous avez de la bonne et franche amitié pour moi?|Kellet, dit alors Mrs. Paulina Barnett, en lui parlant doucement, souriant presque, vous avez de la bonne et franche amitié pour moi?
le_pays_des_fourrures_2_23_f000046|-- Oui, madame, répondit Kellet avec calme.|-- Oui, madame, répondit Kellet avec calme.
le_pays_des_fourrures_2_23_f000047|-- Eh bien, Kellet, si vous le voulez, nous mourrons ensemble...|-- Eh bien, Kellet, si vous le voulez, nous mourrons ensemble...
le_pays_des_fourrures_2_23_f000048|mais pas aujourd'hui.|mais pas aujourd'hui.
le_pays_des_fourrures_2_23_f000049|-- Madame!...|-- Madame!...
le_pays_des_fourrures_2_23_f000050|-- Non, mon brave Kellet, je ne suis pas prête..., demain seulement... demain, voulez-vous?...|-- Non, mon brave Kellet, je ne suis pas prête..., demain seulement... demain, voulez-vous?...
le_pays_des_fourrures_2_23_f000051|Le soldat regarda plus fixement que jamais la courageuse femme.|Le soldat regarda plus fixement que jamais la courageuse femme.
le_pays_des_fourrures_2_23_f000052|Il sembla hésiter un instant, jeta un regard d'envie féroce sur cette mer étincelante, puis, passant sa main sur ses yeux: Demain! dit-il.|Il sembla hésiter un instant, jeta un regard d'envie féroce sur cette mer étincelante, puis, passant sa main sur ses yeux: Demain! dit-il.
le_pays_des_fourrures_2_23_f000053|Et ce seul mot prononcé, il alla d'un pas tranquille reprendre sa place parmi ses compagnons.|Et ce seul mot prononcé, il alla d'un pas tranquille reprendre sa place parmi ses compagnons.
le_pays_des_fourrures_2_23_f000054|Pauvre malheureux! murmura Mrs. Paulina Barnett, je lui ai demandé d'attendre à demain, et d'ici là, qui sait si nous ne serons pas tous engloutis!...|Pauvre malheureux! murmura Mrs. Paulina Barnett, je lui ai demandé d'attendre à demain, et d'ici là, qui sait si nous ne serons pas tous engloutis!...
le_pays_des_fourrures_2_23_f000055|Cependant, Jasper Hoson, qui ne voulait pas désespérer, se demandait s'il n'y aurait pas un moyen quelconque d'arrêter la dissolution de l'îlot,|Cependant, Jasper Hoson, qui ne voulait pas désespérer, se demandait s'il n'y aurait pas un moyen quelconque d'arrêter la dissolution de l'îlot,
le_pays_des_fourrures_2_23_f000056|si on ne pouvait parvenir à le conserver jusqu'au moment où il serait en vue d'une terre quelconque!|si on ne pouvait parvenir à le conserver jusqu'au moment où il serait en vue d'une terre quelconque!
le_pays_des_fourrures_2_23_f000057|Mrs. Paulina Barnett et Madge ne se quittaient plus d'un seul instant.|Mrs. Paulina Barnett et Madge ne se quittaient plus d'un seul instant.
le_pays_des_fourrures_2_23_f000058|Kalumah était couchée comme un chien auprès de sa maîtresse et cherchait à la réchauffer.|Kalumah était couchée comme un chien auprès de sa maîtresse et cherchait à la réchauffer.
le_pays_des_fourrures_2_23_f000059|Mrs. Mac Nap, enveloppée de quelques pelleteries, restes de la riche moisson du Fort- Espérance, s'était assoupie, son petit enfant sur son sein.|Mrs. Mac Nap, enveloppée de quelques pelleteries, restes de la riche moisson du Fort- Espérance, s'était assoupie, son petit enfant sur son sein.
le_pays_des_fourrures_2_23_f000060|Les autres naufragés, étendus çà et là, ne bougeaient pas plus que s'ils n'eussent été que des cadavres abandonnés sur une épave.|Les autres naufragés, étendus çà et là, ne bougeaient pas plus que s'ils n'eussent été que des cadavres abandonnés sur une épave.
le_pays_des_fourrures_2_23_f000061|Nul bruit ne troublait ce repos terrible. Seulement, on entendait la lame qui rongeait peu à peu le glaçon, et de petits éboulements se faisaient,|Nul bruit ne troublait ce repos terrible. Seulement, on entendait la lame qui rongeait peu à peu le glaçon, et de petits éboulements se faisaient,
le_pays_des_fourrures_2_23_f000062|dont le bruit sec marquait sa dégradation.|dont le bruit sec marquait sa dégradation.
le_pays_des_fourrures_2_23_f000063|Parfois, le sergent Long se levait. Il regardait autour de lui, il parcourait la mer du regard; puis, un instant après, il reprenait sa position horizontale.|Parfois, le sergent Long se levait. Il regardait autour de lui, il parcourait la mer du regard; puis, un instant après, il reprenait sa position horizontale.
le_pays_des_fourrures_2_23_f000064|À l'extrémité du glaçon, l'ours formait comme une grosse boule de neige blanche qui ne remuait pas.|À l'extrémité du glaçon, l'ours formait comme une grosse boule de neige blanche qui ne remuait pas.
le_pays_des_fourrures_2_23_f000065|Il y eut une heure d'obsurité. Aucun incident ne modifia la situation! Les basses brumes du matin se nuancèrent, vers l'orient, de teintes un peu fauves.|Il y eut une heure d'obsurité. Aucun incident ne modifia la situation! Les basses brumes du matin se nuancèrent, vers l'orient, de teintes un peu fauves.
le_pays_des_fourrures_2_23_f000066|Quelques nuages se fondirent au zénith, et bientôt les rayons du soleil glissèrent à la surface des eaux.|Quelques nuages se fondirent au zénith, et bientôt les rayons du soleil glissèrent à la surface des eaux.
le_pays_des_fourrures_2_23_f000067|Le premier soin du lieutenant fut d'explorer le glaçon du regard.|Le premier soin du lieutenant fut d'explorer le glaçon du regard.
le_pays_des_fourrures_2_23_f000068|Son périmètre s'était encore réduit, mais, circonstance plus grave, sa hauteur moyenne au-dessus du niveau de la mer avait sensiblement diminué.|Son périmètre s'était encore réduit, mais, circonstance plus grave, sa hauteur moyenne au-dessus du niveau de la mer avait sensiblement diminué.
le_pays_des_fourrures_2_23_f000069|Les ondulations de la mer, si faibles qu'elles fussent, suffisaient à le couvrir en partie. Seul le sommet du monticule échappait à leur atteinte.|Les ondulations de la mer, si faibles qu'elles fussent, suffisaient à le couvrir en partie. Seul le sommet du monticule échappait à leur atteinte.
le_pays_des_fourrures_2_23_f000070|Le sergent Long avait, de son côté, observé les changements qui s'étaient produits. Les progrès de la dissolution étaient si évidents qu'il ne lui restait plus aucun espoir.|Le sergent Long avait, de son côté, observé les changements qui s'étaient produits. Les progrès de la dissolution étaient si évidents qu'il ne lui restait plus aucun espoir.
le_pays_des_fourrures_2_23_f000071|Mrs. Paulina Barnett alla trouver le lieutenant Hobson.|Mrs. Paulina Barnett alla trouver le lieutenant Hobson.
le_pays_des_fourrures_2_23_f000072|Ce sera pour aujourd'hui? lui demanda-t-elle.|Ce sera pour aujourd'hui? lui demanda-t-elle.
le_pays_des_fourrures_2_23_f000073|-- Oui, madame, répondit le lieutenant, et vous tiendrez la promesse que vous avez faite à Kellet!|-- Oui, madame, répondit le lieutenant, et vous tiendrez la promesse que vous avez faite à Kellet!
le_pays_des_fourrures_2_23_f000074|-- Monsieur Jasper, dit gravement la voyageuse, avons-nous fait tout ce que nous devions faire?|-- Monsieur Jasper, dit gravement la voyageuse, avons-nous fait tout ce que nous devions faire?
le_pays_des_fourrures_2_23_f000075|-- Oui, madame.|-- Oui, madame.
le_pays_des_fourrures_2_23_f000076|-- Eh bien, que la volonté de Dieu s'accomplisse!|-- Eh bien, que la volonté de Dieu s'accomplisse!
le_pays_des_fourrures_2_23_f000077|Cependant, pendant cette journée, une dernière tentative désespérée devait être faite.|Cependant, pendant cette journée, une dernière tentative désespérée devait être faite.
le_pays_des_fourrures_2_23_f000078|Une brise assez forte s'était levée et venait du large, c'est-à-dire qu'elle portait vers le sud-est, précisément dans cette direction où se trouvaient les terres les plus rapprochées des Aléoutiennes.|Une brise assez forte s'était levée et venait du large, c'est-à-dire qu'elle portait vers le sud-est, précisément dans cette direction où se trouvaient les terres les plus rapprochées des Aléoutiennes.
le_pays_des_fourrures_2_23_f000079|À quelle distance? on ne pouvait le dire, depuis que, faute d'instruments, la situation du glaçon n'avait pu être relevée.|À quelle distance? on ne pouvait le dire, depuis que, faute d'instruments, la situation du glaçon n'avait pu être relevée.
le_pays_des_fourrures_2_23_f000080|Mais il ne devait pas avoir dérivé considérablement, à moins que quelque courant ne l'eût saisi, car il n'offrait aucune prise au vent.|Mais il ne devait pas avoir dérivé considérablement, à moins que quelque courant ne l'eût saisi, car il n'offrait aucune prise au vent.
le_pays_des_fourrures_2_23_f000081|Toutefois, il y avait là un doute. Si, par impossible, ce glaçon eût été plus près de terre que les naufragés ne le supposaient!|Toutefois, il y avait là un doute. Si, par impossible, ce glaçon eût été plus près de terre que les naufragés ne le supposaient!
le_pays_des_fourrures_2_23_f000082|Si un courant dont on ne pouvait constater la direction l'avait rapproché de ces Aléoutiennes tant désirées! Le vent portait alors vers ces îles, et il pouvait rapidement déplacer le glaçon, si on lui donnait prise.|Si un courant dont on ne pouvait constater la direction l'avait rapproché de ces Aléoutiennes tant désirées! Le vent portait alors vers ces îles, et il pouvait rapidement déplacer le glaçon, si on lui donnait prise.
le_pays_des_fourrures_2_23_f000083|Le glaçon n'eût-il plus que quelques heures à flotter, en quelques heures la terre pouvait apparaître peut-être, ou sinon elle, du moins un de ces navires de cabotage ou de pêche qui ne s'élèvent jamais au large.|Le glaçon n'eût-il plus que quelques heures à flotter, en quelques heures la terre pouvait apparaître peut-être, ou sinon elle, du moins un de ces navires de cabotage ou de pêche qui ne s'élèvent jamais au large.
le_pays_des_fourrures_2_23_f000084|Une idée, d'abord confuse dans l'esprit du lieutenant Hobson, prit bientôt une étrange fixité.|Une idée, d'abord confuse dans l'esprit du lieutenant Hobson, prit bientôt une étrange fixité.
le_pays_des_fourrures_2_23_f000085|Pourquoi n'établirait-on pas une voile sur ce glaçon comme sur un radeau ordinaire? Cela était possible, en effet.|Pourquoi n'établirait-on pas une voile sur ce glaçon comme sur un radeau ordinaire? Cela était possible, en effet.
le_pays_des_fourrures_2_23_f000086|Jasper Hobson communiqua son idée au charpentier.|Jasper Hobson communiqua son idée au charpentier.
le_pays_des_fourrures_2_23_f000087|Vous avez raison, répondit Mac Nap. Toutes voiles dehors.|Vous avez raison, répondit Mac Nap. Toutes voiles dehors.
le_pays_des_fourrures_2_23_f000088|Ce projet, quelque peu de chances qu'il eût de réussir, ranima ces infortunés.|Ce projet, quelque peu de chances qu'il eût de réussir, ranima ces infortunés.
le_pays_des_fourrures_2_23_f000089|Pouvait-il en être autrement? Ne devaient-ils pas se raccrocher à tout ce qui ressemblait à un espoir?|Pouvait-il en être autrement? Ne devaient-ils pas se raccrocher à tout ce qui ressemblait à un espoir?
le_pays_des_fourrures_2_23_f000090|Tous se mirent à l'oeuvre, même Kellet, qui n'avait pas encore rappelé à Mrs. Paulina Barnett sa promesse.|Tous se mirent à l'oeuvre, même Kellet, qui n'avait pas encore rappelé à Mrs. Paulina Barnett sa promesse.
le_pays_des_fourrures_2_23_f000091|Une poutrelle, formant autrefois le faîte du logement des soldats, fut dressée et fortement enfoncée dans la terre et le sable dont se composait le monticule.|Une poutrelle, formant autrefois le faîte du logement des soldats, fut dressée et fortement enfoncée dans la terre et le sable dont se composait le monticule.
le_pays_des_fourrures_2_23_f000092|Des cordes, disposées comme des haubans et un étai, l'assujettirent solidement.|Des cordes, disposées comme des haubans et un étai, l'assujettirent solidement.
le_pays_des_fourrures_2_23_f000093|Une vergue, faite d'une forte perche, reçut en guise de voile les draps et couvertures qui garnissaient les dernières couchettes, et fut hissée au haut du mât.|Une vergue, faite d'une forte perche, reçut en guise de voile les draps et couvertures qui garnissaient les dernières couchettes, et fut hissée au haut du mât.
le_pays_des_fourrures_2_23_f000094|La voile, ou plutôt cet assemblage de toiles, convenablement orientée, se gonfla sous une brise maniable, et au sillon qu'il laissait derrière lui,|La voile, ou plutôt cet assemblage de toiles, convenablement orientée, se gonfla sous une brise maniable, et au sillon qu'il laissait derrière lui,
le_pays_des_fourrures_2_23_f000095|il fut bientôt évident que le glaçon se déplaçait plus rapidement dans la direction du sud-est.|il fut bientôt évident que le glaçon se déplaçait plus rapidement dans la direction du sud-est.
le_pays_des_fourrures_2_23_f000096|C'était un succès. Une sorte de revivification se fit dans ces esprits abattus.|C'était un succès. Une sorte de revivification se fit dans ces esprits abattus.
le_pays_des_fourrures_2_23_f000097|Ce n'était plus l'immobilité, c'était la marche, et ils s'enivraient de cette vitesse, si médiocre qu'elle fût.|Ce n'était plus l'immobilité, c'était la marche, et ils s'enivraient de cette vitesse, si médiocre qu'elle fût.
le_pays_des_fourrures_2_23_f000098|Le charpentier était particulièrement satisfait de ce résultat.|Le charpentier était particulièrement satisfait de ce résultat.
le_pays_des_fourrures_2_23_f000099|Tous, d'ailleurs, comme autant de vigies, fouillaient l'horizon du regard, et si on leur eût dit que la terre ne devait pas apparaître à leurs yeux,|Tous, d'ailleurs, comme autant de vigies, fouillaient l'horizon du regard, et si on leur eût dit que la terre ne devait pas apparaître à leurs yeux,
le_pays_des_fourrures_2_23_f000100|ils n'auraient pas voulu le croire!|ils n'auraient pas voulu le croire!
le_pays_des_fourrures_2_23_f000101|Il devait en être ainsi cependant.|Il devait en être ainsi cependant.
le_pays_des_fourrures_2_23_f000102|Pendant trois heures, le glaçon marcha sur les eaux assez calmes de la mer.|Pendant trois heures, le glaçon marcha sur les eaux assez calmes de la mer.
le_pays_des_fourrures_2_23_f000103|Il ne résistait point au vent ni à la houle, au contraire, et les lames le portaient, loin de lui faire obstacle.|Il ne résistait point au vent ni à la houle, au contraire, et les lames le portaient, loin de lui faire obstacle.
