l_ile_mysterieuse_1_01_f000001|Remontons-nous?|Remontons-nous?
l_ile_mysterieuse_3_15_f000156|Les échos répercutaient le fracas du tonnerre et lui donnaient une sonorité grandiose.|Les échos répercutaient le fracas du tonnerre et lui donnaient une sonorité grandiose.
l_ile_mysterieuse_3_15_f000157|L'émotion des colons était extrême. Mille pensées étranges, surnaturelles traversaient leur cerveau, et ils évoquaient quelque grande et surhumaine apparition qui,|L'émotion des colons était extrême. Mille pensées étranges, surnaturelles traversaient leur cerveau, et ils évoquaient quelque grande et surhumaine apparition qui,
l_ile_mysterieuse_3_15_f000158|seule, eût pu répondre à l'idée qu'ils se faisaient du génie mystérieux de l'île.|seule, eût pu répondre à l'idée qu'ils se faisaient du génie mystérieux de l'île.
l_ile_mysterieuse_3_15_f000159|À minuit, Cyrus Smith, emportant le fanal, descendit jusqu'au niveau de la grève afin d'observer la disposition des roches. Il y avait déjà deux heures de mer baissée.|À minuit, Cyrus Smith, emportant le fanal, descendit jusqu'au niveau de la grève afin d'observer la disposition des roches. Il y avait déjà deux heures de mer baissée.
l_ile_mysterieuse_3_15_f000160|L'ingénieur ne s'était pas trompé. La voussure d'une vaste excavation commençait à se dessiner au-dessus des eaux.|L'ingénieur ne s'était pas trompé. La voussure d'une vaste excavation commençait à se dessiner au-dessus des eaux.
l_ile_mysterieuse_3_15_f000161|Là, le fil, se coudant à angle droit, pénétrait dans cette gueule béante.|Là, le fil, se coudant à angle droit, pénétrait dans cette gueule béante.
l_ile_mysterieuse_3_15_f000162|Cyrus Smith revint près de ses compagnons et leur dit simplement: Dans une heure, l'ouverture sera praticable.|Cyrus Smith revint près de ses compagnons et leur dit simplement: Dans une heure, l'ouverture sera praticable.
l_ile_mysterieuse_3_15_f000163|-- Elle existe donc? demanda Pencroff.|-- Elle existe donc? demanda Pencroff.
l_ile_mysterieuse_3_15_f000164|-- En avez-vous douté? répondit Cyrus Smith.|-- En avez-vous douté? répondit Cyrus Smith.
l_ile_mysterieuse_3_15_f000165|-- Mais cette caverne sera remplie d'eau jusqu'à une certaine hauteur, fit observer Harbert.|-- Mais cette caverne sera remplie d'eau jusqu'à une certaine hauteur, fit observer Harbert.
l_ile_mysterieuse_3_15_f000166|-- Ou cette caverne assèche complètement, répondit Cyrus Smith, et dans ce cas nous la parcourrons à pied, ou elle n'assèche pas, et un moyen quelconque de transport sera mis à notre disposition.|-- Ou cette caverne assèche complètement, répondit Cyrus Smith, et dans ce cas nous la parcourrons à pied, ou elle n'assèche pas, et un moyen quelconque de transport sera mis à notre disposition.
l_ile_mysterieuse_3_15_f000167|Une heure s'écoula. Tous descendirent sous la pluie au niveau de la mer.|Une heure s'écoula. Tous descendirent sous la pluie au niveau de la mer.
l_ile_mysterieuse_3_15_f000168|En trois heures, la marée avait baissé de quinze pieds.|En trois heures, la marée avait baissé de quinze pieds.
l_ile_mysterieuse_3_15_f000169|Le sommet de l'arc tracé par la voussure dominait son niveau de huit pieds au moins.|Le sommet de l'arc tracé par la voussure dominait son niveau de huit pieds au moins.
l_ile_mysterieuse_3_15_f000170|C'était comme l'arche d'un pont, sous laquelle passaient les eaux, mêlées d'écume.|C'était comme l'arche d'un pont, sous laquelle passaient les eaux, mêlées d'écume.
l_ile_mysterieuse_3_15_f000171|En se penchant, l'ingénieur vit un objet noir qui flottait à la surface de la mer. Il l'attira à lui.|En se penchant, l'ingénieur vit un objet noir qui flottait à la surface de la mer. Il l'attira à lui.
l_ile_mysterieuse_3_15_f000172|C'était un canot, amarré par une corde à quelque saillie intérieure de la paroi. Ce canot était fait en tôle boulonnée.|C'était un canot, amarré par une corde à quelque saillie intérieure de la paroi. Ce canot était fait en tôle boulonnée.
l_ile_mysterieuse_3_15_f000173|Deux avirons étaient au fond, sous les bancs.|Deux avirons étaient au fond, sous les bancs.
l_ile_mysterieuse_3_15_f000174|Embarquons, dit Cyrus Smith.|Embarquons, dit Cyrus Smith.
l_ile_mysterieuse_3_15_f000175|Un instant après, les colons étaient dans le canot.|Un instant après, les colons étaient dans le canot.
l_ile_mysterieuse_3_15_f000176|Nab et Ayrton s'étaient mis aux avirons, Pencroff au gouvernail.|Nab et Ayrton s'étaient mis aux avirons, Pencroff au gouvernail.
l_ile_mysterieuse_3_15_f000177|Cyrus Smith à l'avant, le fanal posé sur l'étrave, éclairait la marche.|Cyrus Smith à l'avant, le fanal posé sur l'étrave, éclairait la marche.
l_ile_mysterieuse_3_15_f000178|La voûte, très surbaissée, sous laquelle le canot passa d'abord, se relevait brusquement; mais l'obscurité était trop profonde, et la lumière du fanal trop insuffisante, pour que l'on pût reconnaître l'étendue de cette caverne, sa largeur, sa hauteur, sa profondeur.|La voûte, très surbaissée, sous laquelle le canot passa d'abord, se relevait brusquement; mais l'obscurité était trop profonde, et la lumière du fanal trop insuffisante, pour que l'on pût reconnaître l'étendue de cette caverne, sa largeur, sa hauteur, sa profondeur.
l_ile_mysterieuse_3_15_f000179|Au milieu de cette substruction basaltique régnait un silence imposant.|Au milieu de cette substruction basaltique régnait un silence imposant.
l_ile_mysterieuse_3_15_f000180|Nul bruit du dehors n'y pénétrait, et les éclats de la foudre ne pouvaient percer ses épaisses parois.|Nul bruit du dehors n'y pénétrait, et les éclats de la foudre ne pouvaient percer ses épaisses parois.
l_ile_mysterieuse_3_15_f000181|Il existe en quelques parties du globe de ces cavernes immenses, sortes de cryptes naturelles qui datent de son époque géologique.|Il existe en quelques parties du globe de ces cavernes immenses, sortes de cryptes naturelles qui datent de son époque géologique.
l_ile_mysterieuse_3_15_f000182|Les unes sont envahies par les eaux de la mer; d'autres contiennent des lacs entiers dans leurs flancs.|Les unes sont envahies par les eaux de la mer; d'autres contiennent des lacs entiers dans leurs flancs.
l_ile_mysterieuse_3_15_f000183|Telle la grotte de Fingal, dans l'île de Staffa, l'une des Hébrides, telles les grottes de Morgat, sur la baie de Douarnenez, en Bretagne,|Telle la grotte de Fingal, dans l'île de Staffa, l'une des Hébrides, telles les grottes de Morgat, sur la baie de Douarnenez, en Bretagne,
l_ile_mysterieuse_3_15_f000184|les grottes de Bonifacio, en Corse, celles du Lyse- fjord, en Norvège, telle l'immense caverne du mammouth, dans le Kentucky, haute de cinq cents pieds et longue de plus de vingt milles!|les grottes de Bonifacio, en Corse, celles du Lyse- fjord, en Norvège, telle l'immense caverne du mammouth, dans le Kentucky, haute de cinq cents pieds et longue de plus de vingt milles!
l_ile_mysterieuse_3_15_f000185|En plusieurs points du globe, la nature a creusé ces cryptes et les a conservées à l'admiration de l'homme.|En plusieurs points du globe, la nature a creusé ces cryptes et les a conservées à l'admiration de l'homme.
l_ile_mysterieuse_3_15_f000186|Quant à cette caverne que les colons exploraient alors, s'étendait-elle donc jusqu'au centre de l'île?|Quant à cette caverne que les colons exploraient alors, s'étendait-elle donc jusqu'au centre de l'île?
l_ile_mysterieuse_3_15_f000187|Depuis un quart d'heure, le canot s'avançait en faisant des détours que l'ingénieur indiquait à Pencroff d'une voix brève, quand, à un certain moment: Plus à droite! commanda-t-il.|Depuis un quart d'heure, le canot s'avançait en faisant des détours que l'ingénieur indiquait à Pencroff d'une voix brève, quand, à un certain moment: Plus à droite! commanda-t-il.
l_ile_mysterieuse_3_15_f000188|L'embarcation, modifiant sa direction, vint aussitôt ranger la paroi de droite. L'ingénieur voulait, avec raison, reconnaître si le fil courait toujours le long de cette paroi.|L'embarcation, modifiant sa direction, vint aussitôt ranger la paroi de droite. L'ingénieur voulait, avec raison, reconnaître si le fil courait toujours le long de cette paroi.
l_ile_mysterieuse_3_15_f000189|Le fil était là, accroché aux saillies du roc.|Le fil était là, accroché aux saillies du roc.
l_ile_mysterieuse_3_15_f000190|En avant! dit Cyrus Smith.|En avant! dit Cyrus Smith.
l_ile_mysterieuse_3_15_f000191|Et les deux avirons, plongeant dans les eaux noires, enlevèrent l'embarcation.|Et les deux avirons, plongeant dans les eaux noires, enlevèrent l'embarcation.
l_ile_mysterieuse_3_15_f000192|Le canot marcha pendant un quart d'heure encore, et, depuis l'ouverture de la caverne, il devait avoir franchi une distance d'un demi-mille,|Le canot marcha pendant un quart d'heure encore, et, depuis l'ouverture de la caverne, il devait avoir franchi une distance d'un demi-mille,
l_ile_mysterieuse_3_15_f000193|lorsque la voix de Cyrus Smith se fit entendre de nouveau.|lorsque la voix de Cyrus Smith se fit entendre de nouveau.
l_ile_mysterieuse_3_15_f000194|Arrêtez! dit-il.|Arrêtez! dit-il.
l_ile_mysterieuse_3_15_f000195|Le canot s'arrêta, et les colons aperçurent une vive lumière qui illuminait l'énorme crypte, si profondément creusée dans les entrailles de l'île.|Le canot s'arrêta, et les colons aperçurent une vive lumière qui illuminait l'énorme crypte, si profondément creusée dans les entrailles de l'île.
l_ile_mysterieuse_3_15_f000196|Il fut alors possible d'examiner cette caverne, dont rien n'avait pu faire soupçonner l'existence.|Il fut alors possible d'examiner cette caverne, dont rien n'avait pu faire soupçonner l'existence.
l_ile_mysterieuse_3_15_f000197|À une hauteur de cent pieds s'arrondissait une voûte, supportée sur des fûts de basalte qui semblaient avoir tous été fondus dans le même moule.|À une hauteur de cent pieds s'arrondissait une voûte, supportée sur des fûts de basalte qui semblaient avoir tous été fondus dans le même moule.
l_ile_mysterieuse_3_15_f000198|Des retombées irrégulières, des nervures capricieuses s'appuyaient sur ces colonnes que la nature avait dressées par milliers aux premières époques de la formation du globe.|Des retombées irrégulières, des nervures capricieuses s'appuyaient sur ces colonnes que la nature avait dressées par milliers aux premières époques de la formation du globe.
l_ile_mysterieuse_3_15_f000199|Les tronçons basaltiques, emboîtés l'un dans l'autre, mesuraient quarante à cinquante pieds de hauteur, et l'eau, paisible malgré les agitations du dehors, venait en baigner la base.|Les tronçons basaltiques, emboîtés l'un dans l'autre, mesuraient quarante à cinquante pieds de hauteur, et l'eau, paisible malgré les agitations du dehors, venait en baigner la base.
l_ile_mysterieuse_3_15_f000200|L'éclat du foyer de lumière, signalé par l'ingénieur, saisissant chaque arête prismatique et les piquant de pointes de feux,|L'éclat du foyer de lumière, signalé par l'ingénieur, saisissant chaque arête prismatique et les piquant de pointes de feux,
l_ile_mysterieuse_3_15_f000201|pénétrait pour ainsi dire les parois comme si elles eussent été diaphanes et changeait en autant de cabochons étincelants les moindres saillies de cette substruction.|pénétrait pour ainsi dire les parois comme si elles eussent été diaphanes et changeait en autant de cabochons étincelants les moindres saillies de cette substruction.
l_ile_mysterieuse_3_15_f000202|Par suite d'un phénomène de réflexion, l'eau reproduisait ces divers éclats à sa surface, de telle sorte que le canot semblait flotter entre deux zones scintillantes.|Par suite d'un phénomène de réflexion, l'eau reproduisait ces divers éclats à sa surface, de telle sorte que le canot semblait flotter entre deux zones scintillantes.
l_ile_mysterieuse_3_15_f000203|Il n'y avait pas à se tromper sur la nature de l'irradiation projetée par le centre lumineux dont les rayons, nets et rectilignes, se brisaient à tous les angles,|Il n'y avait pas à se tromper sur la nature de l'irradiation projetée par le centre lumineux dont les rayons, nets et rectilignes, se brisaient à tous les angles,
l_ile_mysterieuse_3_15_f000204|à toutes les nervures de la crypte.|à toutes les nervures de la crypte.
l_ile_mysterieuse_3_15_f000205|Cette lumière provenait d'une source électrique, et sa couleur blanche en trahissait l'origine.|Cette lumière provenait d'une source électrique, et sa couleur blanche en trahissait l'origine.
l_ile_mysterieuse_3_15_f000206|C'était là le soleil de cette caverne, et il l'emplissait tout entière.|C'était là le soleil de cette caverne, et il l'emplissait tout entière.
l_ile_mysterieuse_3_15_f000207|Sur un signe de Cyrus Smith, les avirons retombèrent en faisant jaillir une véritable pluie d'escarboucles, et le canot se dirigea vers le foyer lumineux, dont il ne fut bientôt plus qu'à une demi-encablure.|Sur un signe de Cyrus Smith, les avirons retombèrent en faisant jaillir une véritable pluie d'escarboucles, et le canot se dirigea vers le foyer lumineux, dont il ne fut bientôt plus qu'à une demi-encablure.
l_ile_mysterieuse_3_15_f000208|En cet endroit, la largeur de la nappe d'eau mesurait environ trois cent cinquante pieds, et l'on pouvait apercevoir, au delà du centre éblouissant, un énorme mur basaltique qui fermait toute issue de ce côté.|En cet endroit, la largeur de la nappe d'eau mesurait environ trois cent cinquante pieds, et l'on pouvait apercevoir, au delà du centre éblouissant, un énorme mur basaltique qui fermait toute issue de ce côté.
l_ile_mysterieuse_3_15_f000209|La caverne s'était donc considérablement élargie, et la mer y formait un petit lac.|La caverne s'était donc considérablement élargie, et la mer y formait un petit lac.
l_ile_mysterieuse_3_15_f000210|Mais la voûte, les parois latérales, la muraille du chevet, tous ces prismes, tous ces cylindres, tous ces cônes étaient baignés dans le fluide électrique,|Mais la voûte, les parois latérales, la muraille du chevet, tous ces prismes, tous ces cylindres, tous ces cônes étaient baignés dans le fluide électrique,
l_ile_mysterieuse_3_15_f000211|à ce point que cet éclat leur paraissait propre, et l'on eût pu dire de ces pierres, taillées à facettes comme des diamants de grand prix, qu'elles suaient la lumière! Au centre du lac, un long objet fusiforme flottait à la surface des eaux, silencieux, immobile.|à ce point que cet éclat leur paraissait propre, et l'on eût pu dire de ces pierres, taillées à facettes comme des diamants de grand prix, qu'elles suaient la lumière! Au centre du lac, un long objet fusiforme flottait à la surface des eaux, silencieux, immobile.
l_ile_mysterieuse_3_15_f000212|L'éclat qui en sortait s'échappait de ses flancs, comme de deux gueules de four qui eussent été chauffées au blanc soudant.|L'éclat qui en sortait s'échappait de ses flancs, comme de deux gueules de four qui eussent été chauffées au blanc soudant.
l_ile_mysterieuse_3_15_f000213|Cet appareil, semblable au corps d'un énorme cétacé, était long de deux cent cinquante pieds environ et s'élevait de dix à douze pieds au-dessus du niveau de la mer.|Cet appareil, semblable au corps d'un énorme cétacé, était long de deux cent cinquante pieds environ et s'élevait de dix à douze pieds au-dessus du niveau de la mer.
l_ile_mysterieuse_3_15_f000214|Le canot s'en approcha lentement. À l'avant, Cyrus Smith s'était levé.|Le canot s'en approcha lentement. À l'avant, Cyrus Smith s'était levé.
l_ile_mysterieuse_3_15_f000215|Il regardait, en proie à une violente agitation. Puis, tout à coup, saisissant le bras du reporter: Mais c'est lui! Ce ne peut être que lui! s'écria-t-il, lui!...|Il regardait, en proie à une violente agitation. Puis, tout à coup, saisissant le bras du reporter: Mais c'est lui! Ce ne peut être que lui! s'écria-t-il, lui!...
l_ile_mysterieuse_3_15_f000216|Puis, il retomba sur son banc, en murmurant un nom que Gédéon Spilett fut seul à entendre.|Puis, il retomba sur son banc, en murmurant un nom que Gédéon Spilett fut seul à entendre.
l_ile_mysterieuse_3_15_f000217|Sans doute, le reporter connaissait ce nom, car cela fit sur lui un prodigieux effet, et il répondit d'une voix sourde: Lui! Un homme hors la loi!|Sans doute, le reporter connaissait ce nom, car cela fit sur lui un prodigieux effet, et il répondit d'une voix sourde: Lui! Un homme hors la loi!
l_ile_mysterieuse_3_15_f000218|-- Lui! dit Cyrus Smith.|-- Lui! dit Cyrus Smith.
l_ile_mysterieuse_3_15_f000219|Sur l'ordre de l'ingénieur, le canot s'approcha de ce singulier appareil flottant.|Sur l'ordre de l'ingénieur, le canot s'approcha de ce singulier appareil flottant.
l_ile_mysterieuse_3_15_f000220|Le canot accosta la hanche gauche, de laquelle s'échappait un faisceau de lumière à travers une épaisse vitre.|Le canot accosta la hanche gauche, de laquelle s'échappait un faisceau de lumière à travers une épaisse vitre.
l_ile_mysterieuse_3_15_f000221|Cyrus Smith et ses compagnons montèrent sur la plate-forme.|Cyrus Smith et ses compagnons montèrent sur la plate-forme.
l_ile_mysterieuse_3_15_f000222|Un capot béant était là. Tous s'élancèrent par l'ouverture.|Un capot béant était là. Tous s'élancèrent par l'ouverture.
l_ile_mysterieuse_3_15_f000223|Au bas de l'échelle se dessinait une coursive intérieure, éclairée électriquement.|Au bas de l'échelle se dessinait une coursive intérieure, éclairée électriquement.
l_ile_mysterieuse_3_15_f000224|À l'extrémité de cette coursive s'ouvrait une porte que Cyrus Smith poussa.|À l'extrémité de cette coursive s'ouvrait une porte que Cyrus Smith poussa.
l_ile_mysterieuse_3_15_f000225|Une salle richement ornée, que traversèrent rapidement les colons, confinait à une bibliothèque, dans laquelle un plafond lumineux versait un torrent de lumière.|Une salle richement ornée, que traversèrent rapidement les colons, confinait à une bibliothèque, dans laquelle un plafond lumineux versait un torrent de lumière.
l_ile_mysterieuse_3_15_f000226|Au fond de la bibliothèque, une large porte, fermée également, fut ouverte par l'ingénieur.|Au fond de la bibliothèque, une large porte, fermée également, fut ouverte par l'ingénieur.
l_ile_mysterieuse_3_15_f000227|Un vaste salon, sorte de musée où étaient entassées, avec tous les trésors de la nature minérale, des oeuvres de l'art, des merveilles de l'industrie,|Un vaste salon, sorte de musée où étaient entassées, avec tous les trésors de la nature minérale, des oeuvres de l'art, des merveilles de l'industrie,
l_ile_mysterieuse_3_15_f000228|apparut aux yeux des colons, qui durent se croire féeriquement transportés dans le monde des rêves.|apparut aux yeux des colons, qui durent se croire féeriquement transportés dans le monde des rêves.
l_ile_mysterieuse_3_15_f000229|Étendu sur un riche divan, ils virent un homme qui ne sembla pas s'apercevoir de leur présence.|Étendu sur un riche divan, ils virent un homme qui ne sembla pas s'apercevoir de leur présence.
l_ile_mysterieuse_3_15_f000230|Alors Cyrus Smith éleva la voix, et, à l'extrême surprise de ses compagnons, il prononça ces paroles: Capitaine Nemo, vous nous avez demandés? Nous voici.|Alors Cyrus Smith éleva la voix, et, à l'extrême surprise de ses compagnons, il prononça ces paroles: Capitaine Nemo, vous nous avez demandés? Nous voici.
l_ile_mysterieuse_3_16_f000001|À ces mots, l'homme couché se releva, et son visage apparut en pleine lumière:|À ces mots, l'homme couché se releva, et son visage apparut en pleine lumière:
l_ile_mysterieuse_3_16_f000002|tête magnifique, front haut, regard fier, barbe blanche, chevelure abondante et rejetée en arrière.|tête magnifique, front haut, regard fier, barbe blanche, chevelure abondante et rejetée en arrière.
l_ile_mysterieuse_3_16_f000003|Cet homme s'appuya de la main sur le dossier du divan qu'il venait de quitter.|Cet homme s'appuya de la main sur le dossier du divan qu'il venait de quitter.
l_ile_mysterieuse_3_16_f000004|Son regard était calme. On voyait qu'une maladie lente l'avait miné peu à peu, mais sa voix parut forte encore, quand il dit en anglais, et d'un ton qui annonçait une extrême surprise:|Son regard était calme. On voyait qu'une maladie lente l'avait miné peu à peu, mais sa voix parut forte encore, quand il dit en anglais, et d'un ton qui annonçait une extrême surprise:
l_ile_mysterieuse_3_16_f000005|Je n'ai pas de nom, monsieur.|Je n'ai pas de nom, monsieur.
l_ile_mysterieuse_3_16_f000006|-- Je vous connais! répondit Cyrus Smith.|-- Je vous connais! répondit Cyrus Smith.
l_ile_mysterieuse_3_16_f000007|Le capitaine Nemo fixa un regard ardent sur l'ingénieur, comme s'il eût voulu l'anéantir.|Le capitaine Nemo fixa un regard ardent sur l'ingénieur, comme s'il eût voulu l'anéantir.
l_ile_mysterieuse_3_16_f000008|Puis, retombant sur les oreillers du divan: Qu'importe, après tout, murmura-t-il, je vais mourir!|Puis, retombant sur les oreillers du divan: Qu'importe, après tout, murmura-t-il, je vais mourir!
l_ile_mysterieuse_3_16_f000009|Cyrus Smith s'approcha du capitaine Nemo, et Gédéon Spilett prit sa main, qu'il trouva brûlante.|Cyrus Smith s'approcha du capitaine Nemo, et Gédéon Spilett prit sa main, qu'il trouva brûlante.
l_ile_mysterieuse_3_16_f000010|Ayrton, Pencroff, Harbert et Nab se tenaient respectueusement à l'écart dans un angle de ce magnifique salon, dont l'air était saturé d'effluences électriques.|Ayrton, Pencroff, Harbert et Nab se tenaient respectueusement à l'écart dans un angle de ce magnifique salon, dont l'air était saturé d'effluences électriques.
l_ile_mysterieuse_3_16_f000011|Cependant, le capitaine Nemo avait aussitôt retiré sa main, et d'un signe il pria l'ingénieur et le reporter de s'asseoir.|Cependant, le capitaine Nemo avait aussitôt retiré sa main, et d'un signe il pria l'ingénieur et le reporter de s'asseoir.
l_ile_mysterieuse_3_16_f000012|Tous le regardaient avec une émotion véritable. Il était donc là celui qu'ils appelaient le génie de l'île, l'être puissant dont l'intervention, en tant de circonstances, avait été si efficace, ce bienfaiteur auquel ils devaient une si large part de reconnaissance!|Tous le regardaient avec une émotion véritable. Il était donc là celui qu'ils appelaient le génie de l'île, l'être puissant dont l'intervention, en tant de circonstances, avait été si efficace, ce bienfaiteur auquel ils devaient une si large part de reconnaissance!
l_ile_mysterieuse_3_16_f000013|Devant les yeux, ils n'avaient qu'un homme, là où Pencroff et Nab croyaient trouver presque un dieu, et cet homme était prêt à mourir!|Devant les yeux, ils n'avaient qu'un homme, là où Pencroff et Nab croyaient trouver presque un dieu, et cet homme était prêt à mourir!
l_ile_mysterieuse_3_16_f000014|Mais comment se faisait-il que Cyrus Smith connût le capitaine Nemo?|Mais comment se faisait-il que Cyrus Smith connût le capitaine Nemo?
l_ile_mysterieuse_3_16_f000015|Pourquoi celui-ci s'était-il si vivement relevé en entendant prononcer ce nom, qu'il devait croire ignoré de tous?...|Pourquoi celui-ci s'était-il si vivement relevé en entendant prononcer ce nom, qu'il devait croire ignoré de tous?...
l_ile_mysterieuse_3_16_f000016|Le capitaine avait repris place sur le divan, et, appuyé sur son bras, il regardait l'ingénieur, placé près de lui.|Le capitaine avait repris place sur le divan, et, appuyé sur son bras, il regardait l'ingénieur, placé près de lui.
l_ile_mysterieuse_3_16_f000017|Vous savez le nom que j'ai porté, monsieur? demanda-t-il.|Vous savez le nom que j'ai porté, monsieur? demanda-t-il.
l_ile_mysterieuse_3_16_f000018|-- Je le sais, répondit Cyrus Smith, comme je sais le nom de cet admirable appareil sous-marin...|-- Je le sais, répondit Cyrus Smith, comme je sais le nom de cet admirable appareil sous-marin...
l_ile_mysterieuse_3_16_f000019|-- Le Nautilus? dit en souriant à demi le capitaine.|-- Le Nautilus? dit en souriant à demi le capitaine.
l_ile_mysterieuse_3_16_f000020|-- Le Nautilus.|-- Le Nautilus.
l_ile_mysterieuse_3_16_f000021|-- Mais savez-vous... savez-vous qui je suis?|-- Mais savez-vous... savez-vous qui je suis?
l_ile_mysterieuse_3_16_f000022|-- Je le sais.|-- Je le sais.
l_ile_mysterieuse_3_16_f000023|-- Il y a pourtant trente années que je n'ai plus aucune communication avec le monde habité, trente ans que je vis dans les profondeurs de la mer, le seul milieu où j'aie trouvé l'indépendance!|-- Il y a pourtant trente années que je n'ai plus aucune communication avec le monde habité, trente ans que je vis dans les profondeurs de la mer, le seul milieu où j'aie trouvé l'indépendance!
l_ile_mysterieuse_3_16_f000024|Qui donc a pu trahir mon secret?|Qui donc a pu trahir mon secret?
l_ile_mysterieuse_3_16_f000025|-- Un homme qui n'avait jamais pris d'engagement envers vous, capitaine Nemo, et qui, par conséquent, ne peut être accusé de trahison.|-- Un homme qui n'avait jamais pris d'engagement envers vous, capitaine Nemo, et qui, par conséquent, ne peut être accusé de trahison.
l_ile_mysterieuse_3_16_f000026|-- Ce français que le hasard jeta à mon bord il y a seize ans?|-- Ce français que le hasard jeta à mon bord il y a seize ans?
l_ile_mysterieuse_3_16_f000027|-- Lui-même.|-- Lui-même.
l_ile_mysterieuse_3_16_f000028|-- Cet homme et ses deux compagnons n'ont donc pas péri dans le Maëlstrom, où le Nautilus s'était engagé?|-- Cet homme et ses deux compagnons n'ont donc pas péri dans le Maëlstrom, où le Nautilus s'était engagé?
l_ile_mysterieuse_3_16_f000029|-- Ils n'ont pas péri, et il a paru, sous le titre de vingt mille lieues sous les mers, un ouvrage qui contient votre histoire.|-- Ils n'ont pas péri, et il a paru, sous le titre de vingt mille lieues sous les mers, un ouvrage qui contient votre histoire.
l_ile_mysterieuse_3_16_f000030|-- Mon histoire de quelques mois seulement, monsieur! répondit vivement le capitaine.|-- Mon histoire de quelques mois seulement, monsieur! répondit vivement le capitaine.
l_ile_mysterieuse_3_16_f000031|-- Il est vrai, reprit Cyrus Smith, mais quelques mois de cette vie étrange ont suffi à vous faire connaître...|-- Il est vrai, reprit Cyrus Smith, mais quelques mois de cette vie étrange ont suffi à vous faire connaître...
l_ile_mysterieuse_3_16_f000032|-- Comme un grand coupable, sans doute? répondit le capitaine Nemo, en laissant passer sur ses lèvres un sourire hautain. Oui, un révolté, mis peut-être au ban de l'humanité!|-- Comme un grand coupable, sans doute? répondit le capitaine Nemo, en laissant passer sur ses lèvres un sourire hautain. Oui, un révolté, mis peut-être au ban de l'humanité!
l_ile_mysterieuse_3_16_f000033|L'ingénieur ne répondit pas.|L'ingénieur ne répondit pas.
l_ile_mysterieuse_3_16_f000034|Eh bien, monsieur?|Eh bien, monsieur?
l_ile_mysterieuse_3_16_f000035|-- Je n'ai point à juger le capitaine Nemo, répondit Cyrus Smith, du moins en ce qui concerne sa vie passée.|-- Je n'ai point à juger le capitaine Nemo, répondit Cyrus Smith, du moins en ce qui concerne sa vie passée.
l_ile_mysterieuse_3_16_f000036|J'ignore, comme tout le monde, quels ont été les mobiles de cette étrange existence, et je ne puis juger des effets sans connaître les causes;|J'ignore, comme tout le monde, quels ont été les mobiles de cette étrange existence, et je ne puis juger des effets sans connaître les causes;
l_ile_mysterieuse_3_16_f000037|mais ce que je sais, c'est qu'une main bienfaisante s'est constamment étendue sur nous depuis notre arrivée à l'île Lincoln, c'est que tous nous devons la vie à un être bon,|mais ce que je sais, c'est qu'une main bienfaisante s'est constamment étendue sur nous depuis notre arrivée à l'île Lincoln, c'est que tous nous devons la vie à un être bon,
l_ile_mysterieuse_3_16_f000038|généreux, puissant, et que cet être puissant, généreux et bon, c'est vous, capitaine Nemo!|généreux, puissant, et que cet être puissant, généreux et bon, c'est vous, capitaine Nemo!
l_ile_mysterieuse_3_16_f000039|-- C'est moi, répondit simplement le capitaine.|-- C'est moi, répondit simplement le capitaine.
l_ile_mysterieuse_3_16_f000040|L'ingénieur et le reporter s'étaient levés. Leurs compagnons s'étaient rapprochés, et la reconnaissance qui débordait de leurs coeurs allait se traduire par les gestes, par les paroles.|L'ingénieur et le reporter s'étaient levés. Leurs compagnons s'étaient rapprochés, et la reconnaissance qui débordait de leurs coeurs allait se traduire par les gestes, par les paroles.
l_ile_mysterieuse_3_16_f000041|le capitaine Nemo les arrêta d'un signe, et d'une voix plus émue qu'il ne l'eût voulu sans doute: Quand vous m'aurez entendu, dit-il.|le capitaine Nemo les arrêta d'un signe, et d'une voix plus émue qu'il ne l'eût voulu sans doute: Quand vous m'aurez entendu, dit-il.
l_ile_mysterieuse_3_16_f000042|Et le capitaine, en quelques phrases nettes et pressées, fit connaître sa vie tout entière.|Et le capitaine, en quelques phrases nettes et pressées, fit connaître sa vie tout entière.
l_ile_mysterieuse_3_16_f000043|Son histoire fut brève, et, cependant, il dut concentrer en lui tout ce qui lui restait d'énergie pour la dire jusqu'au bout.|Son histoire fut brève, et, cependant, il dut concentrer en lui tout ce qui lui restait d'énergie pour la dire jusqu'au bout.
l_ile_mysterieuse_3_16_f000044|Il était évident qu'il luttait contre une extrême faiblesse.|Il était évident qu'il luttait contre une extrême faiblesse.
l_ile_mysterieuse_3_16_f000045|Plusieurs fois, Cyrus Smith l'engagea à prendre quelque repos, mais il secoua la tête en homme auquel le lendemain n'appartient plus, et quand le reporter lui offrit ses soins:|Plusieurs fois, Cyrus Smith l'engagea à prendre quelque repos, mais il secoua la tête en homme auquel le lendemain n'appartient plus, et quand le reporter lui offrit ses soins:
l_ile_mysterieuse_3_16_f000046|Ils sont inutiles, répondit-il, mes heures sont comptées.|Ils sont inutiles, répondit-il, mes heures sont comptées.
l_ile_mysterieuse_3_16_f000047|Le capitaine Nemo était un indien, le prince Dakkar, fils d'un rajah du territoire alors indépendant du Bundelkund et neveu du héros de l'Inde, Tippo-Saïb.|Le capitaine Nemo était un indien, le prince Dakkar, fils d'un rajah du territoire alors indépendant du Bundelkund et neveu du héros de l'Inde, Tippo-Saïb.
