kleine_lord_01_f000001|Erstes Kapitel|Erstes Kapitel
kleine_lord_10_f000166|mein Großvater ist nicht tod aber mein Onkel Bevis und deshalb ist sein son Lord Fauntleroy weil mein fater der jüngste son gewesen ist und meine nahme ist Cedrik Errol ganz wie früher in New York|mein Großvater ist nicht tod aber mein Onkel Bevis und deshalb ist sein son Lord Fauntleroy weil mein fater der jüngste son gewesen ist und meine nahme ist Cedrik Errol ganz wie früher in New York
kleine_lord_10_f000167|und alles gehört dem andern Knaben, im Anfang habe ich gedagt, ich müsse im auch meinen Pony und meinen wahgen geben aber mein Großvater hat gesagt das müsse ich nicht und meinem Großvater tut es ser leid|und alles gehört dem andern Knaben, im Anfang habe ich gedagt, ich müsse im auch meinen Pony und meinen wahgen geben aber mein Großvater hat gesagt das müsse ich nicht und meinem Großvater tut es ser leid
kleine_lord_10_f000168|und ich glaube er hat die Dame gar nicht ser gerne aber filleicht denkt er das herzlieb und ich traurig sein weil ich kein Graf werde ich würde jetz fiel lieber ein Graf werden als im anfang|und ich glaube er hat die Dame gar nicht ser gerne aber filleicht denkt er das herzlieb und ich traurig sein weil ich kein Graf werde ich würde jetz fiel lieber ein Graf werden als im anfang
kleine_lord_10_f000169|weil dis ein schönes schlos ist und ich alle leute lieb habe und wenn man reich ist kann man so fieles tun. und bin jetz nicht reich weil mein Papa nur der jüngste son ist|weil dis ein schönes schlos ist und ich alle leute lieb habe und wenn man reich ist kann man so fieles tun. und bin jetz nicht reich weil mein Papa nur der jüngste son ist
kleine_lord_10_f000170|und der jüngste son ist nie ser reich ich wil deshalb arbeiten lernen damit ich für herzlieb sorgen kann ich habe mit Wilkins gesprochen filleicht kan ich reitknecht werden oder kutscher weil ich die ferde ser lieb habe.|und der jüngste son ist nie ser reich ich wil deshalb arbeiten lernen damit ich für herzlieb sorgen kann ich habe mit Wilkins gesprochen filleicht kan ich reitknecht werden oder kutscher weil ich die ferde ser lieb habe.
kleine_lord_10_f000171|Die Dame hat iren kleinen son in das schlos gebracht und mein Großvater und Mister Havisham haben mit ir gesprochen ich glaube sie ist ser böse geworden und hat ser laut gesprochen|Die Dame hat iren kleinen son in das schlos gebracht und mein Großvater und Mister Havisham haben mit ir gesprochen ich glaube sie ist ser böse geworden und hat ser laut gesprochen
kleine_lord_10_f000172|und mein Großvater ist auch ser böse geworden und forher habe ich in nie böse gesehn ich habe gedagt ich will es inen und Dick nur schnel erzälen weil es sie ser tressiren wird. Herzlich grüst|und mein Großvater ist auch ser böse geworden und forher habe ich in nie böse gesehn ich habe gedagt ich will es inen und Dick nur schnel erzälen weil es sie ser tressiren wird. Herzlich grüst
kleine_lord_10_f000173|ir alter Freund|ir alter Freund
kleine_lord_10_f000174|Cedrik Errol (nicht Lord Fauntleroy).|Cedrik Errol nicht Lord Fauntleroy.
kleine_lord_10_f000175|Mister Hobbs sank in seinen Stuhl zurück, der Brief zitterte in seiner Hand, Federmesser und Couvert glitten an die Erde.|Mister Hobbs sank in seinen Stuhl zurück, der Brief zitterte in seiner Hand, Federmesser und Couvert glitten an die Erde.
kleine_lord_10_f000176|Da bin ich doch gleich geräuchert worden, stieß er hervor.|Da bin ich doch gleich geräuchert worden, stieß er hervor.
kleine_lord_10_f000177|So groß war sein Schreck, daß sein Lieblingsausspruch eine andre Form annahm. Vielleicht war er auch geräuchert in dieser Stunde, kein Mensch kann so etwas wissen.|So groß war sein Schreck, daß sein Lieblingsausspruch eine andre Form annahm. Vielleicht war er auch geräuchert in dieser Stunde, kein Mensch kann so etwas wissen.
kleine_lord_10_f000178|Na, sagte Dick, da wäre also die ganze Herrlichkeit futsch – nicht?|Na, sagte Dick, da wäre also die ganze Herrlichkeit futsch - nicht?
kleine_lord_10_f000179|Futsch! wiederholte Mister Hobbs mit Grabesstimme. Und eine abgekartete Geschichte ist's von dem britischen 'ristokratenvolk,|Futsch! wiederholte Mister Hobbs mit Grabesstimme. Und eine abgekartete Geschichte ist's von dem britischen 'ristokratenvolk,
kleine_lord_10_f000180|den Jungen auszuräubern, weil er ein Amerikaner – das ist meine Meinung.|den Jungen auszuräubern, weil er ein Amerikaner - das ist meine Meinung.
kleine_lord_10_f000181|Die Kerls haben einen Haß gegen uns von der Revolution her, und an ihm lassen sie's aus.|Die Kerls haben einen Haß gegen uns von der Revolution her, und an ihm lassen sie's aus.
kleine_lord_10_f000182|Habe ich's Ihnen nicht gesagt, als wir von der Wirtschaft von den Königinnen da drüben lasen? – Der Junge ist da nicht sicher – na, da haben's wir ja.|Habe ich's Ihnen nicht gesagt, als wir von der Wirtschaft von den Königinnen da drüben lasen? - Der Junge ist da nicht sicher - na, da haben's wir ja.
kleine_lord_10_f000183|Vermutlich steckt die ganze Regierung dahinter, und 's ist eine Verschwörung, um dem Jungen sein Recht zu nehmen.|Vermutlich steckt die ganze Regierung dahinter, und 's ist eine Verschwörung, um dem Jungen sein Recht zu nehmen.
kleine_lord_10_f000184|Die Aufregung war groß. Anfangs hatten ihm die veränderten Lebensumstände seines jungen Freundes keineswegs eingeleuchtet,|Die Aufregung war groß. Anfangs hatten ihm die veränderten Lebensumstände seines jungen Freundes keineswegs eingeleuchtet,
kleine_lord_10_f000185|neuerdings hatte er sich mehr mit dem Gedanken befreundet, und nach Empfang von Cedriks Brief hatte sich sogar eine geheime Genugthuung über dessen Standeserhöhung fühlbar gemacht.|neuerdings hatte er sich mehr mit dem Gedanken befreundet, und nach Empfang von Cedriks Brief hatte sich sogar eine geheime Genugthuung über dessen Standeserhöhung fühlbar gemacht.
kleine_lord_10_f000186|Ueber Grafen konnte man ja denken, wie man wollte, aber daß der Reichtum seine Vorzüge hat, wird sogar in Amerika anerkannt,|Ueber Grafen konnte man ja denken, wie man wollte, aber daß der Reichtum seine Vorzüge hat, wird sogar in Amerika anerkannt,
kleine_lord_10_f000187|und wenn so großer Besitz zu dem Titel gehörte, so war es doch schwer, denselben wieder abzutreten.|und wenn so großer Besitz zu dem Titel gehörte, so war es doch schwer, denselben wieder abzutreten.
kleine_lord_10_f000188|Plündern wollen sie ihn ganz einfach! rief er, und wer das Geld hätte, müßte ohne weiteres nach ihm sehen und ihm zu Hilfe kommen.|Plündern wollen sie ihn ganz einfach! rief er, und wer das Geld hätte, müßte ohne weiteres nach ihm sehen und ihm zu Hilfe kommen.
kleine_lord_10_f000189|Bis tief in die Nacht hinein zog sich diesmal Dicks Besuch hin, und schließlich gab ihm Mister Hobbs noch das Geleit bis an die Ecke der Straße,|Bis tief in die Nacht hinein zog sich diesmal Dicks Besuch hin, und schließlich gab ihm Mister Hobbs noch das Geleit bis an die Ecke der Straße,
kleine_lord_10_f000190|wo er dann eine Weile stehen blieb und auf das wehmütige, immer noch vorhandene Plakat:|wo er dann eine Weile stehen blieb und auf das wehmütige, immer noch vorhandene Plakat:
kleine_lord_10_f000191|Zu vermieten hinstarrte, bis er endlich in tiefer Bekümmernis seine Pfeife zu Ende rauchte.|Zu vermieten hinstarrte, bis er endlich in tiefer Bekümmernis seine Pfeife zu Ende rauchte.
kleine_lord_11_f000001|Elftes Kapitel|Elftes Kapitel
kleine_lord_11_f000002|Die Nebenbuhler|Die Nebenbuhler
kleine_lord_11_f000003|Wenige Tage nach dem großen Diner auf Schloß Dorincourt war jedem Zeitungsleser in England die romanhafte Geschichte,|Wenige Tage nach dem großen Diner auf Schloß Dorincourt war jedem Zeitungsleser in England die romanhafte Geschichte,
kleine_lord_11_f000004|welche sich in der Familie des Grafen zutrug, in allen Einzelheiten bekannt.|welche sich in der Familie des Grafen zutrug, in allen Einzelheiten bekannt.
kleine_lord_11_f000005|Es war ein höchst brauchbarer Stoff für die Presse.|Es war ein höchst brauchbarer Stoff für die Presse.
kleine_lord_11_f000006|Der kleine Amerikaner, der urplötzlich nach England gebracht worden war, um keinen geringeren Namen als den eines Lord Fauntleroy zu tragen,|Der kleine Amerikaner, der urplötzlich nach England gebracht worden war, um keinen geringeren Namen als den eines Lord Fauntleroy zu tragen,
kleine_lord_11_f000007|und der durch seine Schönheit alle Herren gewann, der alte bärbeißige Graf, der so stolz war auf diesen Erben,|und der durch seine Schönheit alle Herren gewann, der alte bärbeißige Graf, der so stolz war auf diesen Erben,
kleine_lord_11_f000008|die schöne Mutter, der nie vergeben worden, daß Kapitän Errol sie geliebt und zu seiner Frau gemacht hatte einerseits,|die schöne Mutter, der nie vergeben worden, daß Kapitän Errol sie geliebt und zu seiner Frau gemacht hatte einerseits,
kleine_lord_11_f000009|und dann die seltsame Heirat des verstorbenen Lord Fauntleroy und die seltsame Frau, von der niemand etwas wußte und die plötzlich auf dem Schauplatz erschienen war,|und dann die seltsame Heirat des verstorbenen Lord Fauntleroy und die seltsame Frau, von der niemand etwas wußte und die plötzlich auf dem Schauplatz erschienen war,
kleine_lord_11_f000010|um die Rechte eines Lord Fauntleroy für ihren Sohn in Anspruch zu nehmen andrerseits, daraus ließen sich die packendsten Feuilletons und sogar Leitartikel mit Leichtigkeit gestalten.|um die Rechte eines Lord Fauntleroy für ihren Sohn in Anspruch zu nehmen andrerseits, daraus ließen sich die packendsten Feuilletons und sogar Leitartikel mit Leichtigkeit gestalten.
kleine_lord_11_f000011|Dann tauchte das Gerücht auf, daß der Graf von Dorincourt mit dieser Wendung der Dinge keineswegs einverstanden und fest entschlossen sei,|Dann tauchte das Gerücht auf, daß der Graf von Dorincourt mit dieser Wendung der Dinge keineswegs einverstanden und fest entschlossen sei,
kleine_lord_11_f000012|die Ansprüche jener Frau mit Hilfe des Gesetzes zu vernichten, so daß ein großer Sensationsprozeß zu erwarten stehe.|die Ansprüche jener Frau mit Hilfe des Gesetzes zu vernichten, so daß ein großer Sensationsprozeß zu erwarten stehe.
kleine_lord_11_f000013|In der Grafschaft selbst hatte man noch nie eine derartige Aufregung erlebt.|In der Grafschaft selbst hatte man noch nie eine derartige Aufregung erlebt.
kleine_lord_11_f000014|An Markttagen standen die Leute stundenlang bei einander und berechneten alle Wahrscheinlichkeiten und Möglichkeiten des unerhörten Falls;|An Markttagen standen die Leute stundenlang bei einander und berechneten alle Wahrscheinlichkeiten und Möglichkeiten des unerhörten Falls;
kleine_lord_11_f000015|die Pächtersfrauen luden einander auffällig häufig zum Thee ein und tauschten aus, was jede gehört hatte,|die Pächtersfrauen luden einander auffällig häufig zum Thee ein und tauschten aus, was jede gehört hatte,
kleine_lord_11_f000016|und teilten einander ihre eignen Ansichten und die von andern Leuten mit.|und teilten einander ihre eignen Ansichten und die von andern Leuten mit.
kleine_lord_11_f000017|Ueber den Zorn des Grafen waren haarsträubende Geschichten im Umlaufe, und daß er um keinen Preis den neuen Erben anerkennen werde,|Ueber den Zorn des Grafen waren haarsträubende Geschichten im Umlaufe, und daß er um keinen Preis den neuen Erben anerkennen werde,
kleine_lord_11_f000018|wußte jedermann, so gut wie, daß er die Mutter desselben tödlich haßte.|wußte jedermann, so gut wie, daß er die Mutter desselben tödlich haßte.
kleine_lord_11_f000019|Am genauesten unterrichtet war natürlich wieder einmal Missis Dibble, und die Frequenz ihres Geschäfts steigerte sich in diesen erregten Tagen abermals bedeutend.|Am genauesten unterrichtet war natürlich wieder einmal Missis Dibble, und die Frequenz ihres Geschäfts steigerte sich in diesen erregten Tagen abermals bedeutend.
kleine_lord_11_f000020|Schief wird's gehen, meinte sie, und wenn Sie mich fragen, so sage ich, 's ist die Strafe dafür, daß er die herzgute junge Kreatur so schlecht behandelt hat und ihr das Kind genommen|Schief wird's gehen, meinte sie, und wenn Sie mich fragen, so sage ich, 's ist die Strafe dafür, daß er die herzgute junge Kreatur so schlecht behandelt hat und ihr das Kind genommen
kleine_lord_11_f000021|in den ist er jetzt ganz vernarrt und hat sein hoffärtiges Herz an ihn gehängt,|in den ist er jetzt ganz vernarrt und hat sein hoffärtiges Herz an ihn gehängt,
kleine_lord_11_f000022|und deshalb bringt ihn die Geschichte schier um. Und was ihm auch hart eingeht, aber ganz recht geschieht, die Neue da, sie ist keine feine Dame, wie des kleinen Lords Mama.|und deshalb bringt ihn die Geschichte schier um. Und was ihm auch hart eingeht, aber ganz recht geschieht, die Neue da, sie ist keine feine Dame, wie des kleinen Lords Mama.
kleine_lord_11_f000023|Ein freches, schwarzäugiges Ding ist's, und Mister Thomas sagt, was ein feiner Diener ist, wird sich von so einer nie nichts sagen lassen,|Ein freches, schwarzäugiges Ding ist's, und Mister Thomas sagt, was ein feiner Diener ist, wird sich von so einer nie nichts sagen lassen,
kleine_lord_11_f000024|und an dem Tage, wo die Madame ins Haus kommt, packt er seine Siebensachen.|und an dem Tage, wo die Madame ins Haus kommt, packt er seine Siebensachen.
kleine_lord_11_f000025|Ach du lieber Gott, und der Jung – so verschieden vom kleinen Lord, wie Tag und Nacht.|Ach du lieber Gott, und der Jung - so verschieden vom kleinen Lord, wie Tag und Nacht.
kleine_lord_11_f000026|Was aus der Sache noch kommen wird, das weiß kein Mensch:|Was aus der Sache noch kommen wird, das weiß kein Mensch:
kleine_lord_11_f000027|Gott stehe uns bei – keinen Blutstropfen hätte ich von mir gegeben, wenn Sie mich mit Nadeln gestochen hätten,|Gott stehe uns bei - keinen Blutstropfen hätte ich von mir gegeben, wenn Sie mich mit Nadeln gestochen hätten,
kleine_lord_11_f000028|so kreideweiß bin ich vor Schreck gewesen, wie die Jane mir's erzählt hat.|so kreideweiß bin ich vor Schreck gewesen, wie die Jane mir's erzählt hat.
kleine_lord_11_f000029|Auch im Schloß selbst trat keine Ruhe ein. In der Bibliothek saßen der Graf und Mister Havisham in endlosen, aufgeregten Beratungen bei einander;|Auch im Schloß selbst trat keine Ruhe ein. In der Bibliothek saßen der Graf und Mister Havisham in endlosen, aufgeregten Beratungen bei einander;
kleine_lord_11_f000030|im Dienerschaftssaal waren Mister Thomas und der Haushofmeister zu allen Tageszeiten in ernstem Gespräche zu treffen,|im Dienerschaftssaal waren Mister Thomas und der Haushofmeister zu allen Tageszeiten in ernstem Gespräche zu treffen,
kleine_lord_11_f000031|dem die andern andächtig lauschten, und im Stalle waltete Wilkins in sehr gedrückter Stimmung seines Amtes,|dem die andern andächtig lauschten, und im Stalle waltete Wilkins in sehr gedrückter Stimmung seines Amtes,
kleine_lord_11_f000032|bürstete den braunen Pony noch viel sorgfältiger als je und versicherte dem Kutscher immer wieder, daß er nie einen jungen Herrn reiten gelehrt habe,|bürstete den braunen Pony noch viel sorgfältiger als je und versicherte dem Kutscher immer wieder, daß er nie einen jungen Herrn reiten gelehrt habe,
kleine_lord_11_f000033|dem die edle Kunst so natürlich gewesen sei, und daß dies ausnahmsweise einer sei, bei dem sich's lohne, hinterdrein zu reiten.|dem die edle Kunst so natürlich gewesen sei, und daß dies ausnahmsweise einer sei, bei dem sich's lohne, hinterdrein zu reiten.
kleine_lord_11_f000034|Inmitten all der Bekümmernis und Not blieb nur ein Herz ruhig und unberührt von Sorge, und das war das kleine Herz Lord Fauntleroys, der nun bald kein Lord mehr sein sollte.|Inmitten all der Bekümmernis und Not blieb nur ein Herz ruhig und unberührt von Sorge, und das war das kleine Herz Lord Fauntleroys, der nun bald kein Lord mehr sein sollte.
kleine_lord_11_f000035|Als man ihm die Lage der Dinge erstmals auseinandergesetzt hatte, war er sehr bestürzt und bekümmert gewesen,|Als man ihm die Lage der Dinge erstmals auseinandergesetzt hatte, war er sehr bestürzt und bekümmert gewesen,
kleine_lord_11_f000036|es zeigte sich jedoch bald, daß diesem Gefühle kein gekränkter Ehrgeiz zu Grunde lag.|es zeigte sich jedoch bald, daß diesem Gefühle kein gekränkter Ehrgeiz zu Grunde lag.
kleine_lord_11_f000037|Auf einem Stuhle sitzend, die Händchen um die Kniee geschlungen, wie es seine Gewohnheit war, hörte er dem Grafen zu,|Auf einem Stuhle sitzend, die Händchen um die Kniee geschlungen, wie es seine Gewohnheit war, hörte er dem Grafen zu,
kleine_lord_11_f000038|als dieser ihm von dem unliebsamen Ereignis mitteilte, soviel er für nötig hielt, wobei Cedrik allmählich immer ernsthafter dreinschaute.|als dieser ihm von dem unliebsamen Ereignis mitteilte, soviel er für nötig hielt, wobei Cedrik allmählich immer ernsthafter dreinschaute.
kleine_lord_11_f000039|Mir – mir ist ganz wunderlich zu Mut, sagte er, als der Graf zu Ende war.|Mir - mir ist ganz wunderlich zu Mut, sagte er, als der Graf zu Ende war.
kleine_lord_11_f000040|Schweigend blickte der alte Mann auf das Kind. Ihm war auch wunderlich zu Mut, so wunderlich, wie nie zuvor im Leben,|Schweigend blickte der alte Mann auf das Kind. Ihm war auch wunderlich zu Mut, so wunderlich, wie nie zuvor im Leben,
kleine_lord_11_f000041|um so mehr, als er nun das sonst so sonnige, glückliche Kindergesicht ängstlich und erschrocken vor sich sah.|um so mehr, als er nun das sonst so sonnige, glückliche Kindergesicht ängstlich und erschrocken vor sich sah.
kleine_lord_11_f000042|Werden sie Herzlieb ihr Haus nehmen und – und ihren Wagen? fragte Cedrik mit etwas unsichrem Stimmchen.|Werden sie Herzlieb ihr Haus nehmen und - und ihren Wagen? fragte Cedrik mit etwas unsichrem Stimmchen.
kleine_lord_11_f000043|Nein! rief der Graf sehr bestimmt und merkwürdig laut. Ihr können sie nichts nehmen.|Nein! rief der Graf sehr bestimmt und merkwürdig laut. Ihr können sie nichts nehmen.
kleine_lord_11_f000044|Ach! sagte Cedrik sichtlich erleichtert. Das können sie nicht?|Ach! sagte Cedrik sichtlich erleichtert. Das können sie nicht?
kleine_lord_11_f000045|Dann sah er den Großvater fest an, und es lag ein tiefer Schatten in den braunen Augen.|Dann sah er den Großvater fest an, und es lag ein tiefer Schatten in den braunen Augen.
kleine_lord_11_f000046|Wird dann, begann er stockend, wird dann der andre – wird der dann dein Junge sein, so wie ich?|Wird dann, begann er stockend, wird dann der andre - wird der dann dein Junge sein, so wie ich?
kleine_lord_11_f000047|Nein! ertönte es mit so mächtiger Stimme, daß Cedrik zusammenschreckte.|Nein! ertönte es mit so mächtiger Stimme, daß Cedrik zusammenschreckte.
kleine_lord_11_f000048|Nein? wiederholte er fragend. Ich – ich habe gedacht, daß –|Nein? wiederholte er fragend. Ich - ich habe gedacht, daß -
kleine_lord_11_f000049|Plötzlich stand er auf.|Plötzlich stand er auf.
kleine_lord_11_f000050|Kann ich dein Junge bleiben, auch wenn ich kein Graf werde? Willst du's, daß ich dein Junge bleibe? Jeder Zug des kleinen Gesichts drückte die höchste Spannung aus.|Kann ich dein Junge bleiben, auch wenn ich kein Graf werde? Willst du's, daß ich dein Junge bleibe? Jeder Zug des kleinen Gesichts drückte die höchste Spannung aus.
kleine_lord_11_f000051|Wie der alte Graf ihn ansah, von Kopf bis zu Fuß! Wie sich die buschigen Augenbrauen zusammenzogen und wie die feurigen Augen so wunderlich drunter hervorleuchteten!|Wie der alte Graf ihn ansah, von Kopf bis zu Fuß! Wie sich die buschigen Augenbrauen zusammenzogen und wie die feurigen Augen so wunderlich drunter hervorleuchteten!
kleine_lord_11_f000052|Mein Junge! sprach er, und seine Stimme klang seltsam gebrochen, rauh und heiser, und trotzdem er noch bestimmter und gebieterischer sprach als vorher,|Mein Junge! sprach er, und seine Stimme klang seltsam gebrochen, rauh und heiser, und trotzdem er noch bestimmter und gebieterischer sprach als vorher,
kleine_lord_11_f000053|wollte sie nicht so ganz fest bleiben – Ja, mein Junge bleibst du, solange ich lebe, und, bei Gott, mir ist's oft, als wärst du der einzige Junge, den ich je gehabt habe.|wollte sie nicht so ganz fest bleiben - Ja, mein Junge bleibst du, solange ich lebe, und, bei Gott, mir ist's oft, als wärst du der einzige Junge, den ich je gehabt habe.
kleine_lord_11_f000054|Bis unter die Haarwurzeln war Cedrik von Glut übergössen – nichts als Freude und Herzenserleichterung.|Bis unter die Haarwurzeln war Cedrik von Glut übergössen - nichts als Freude und Herzenserleichterung.
kleine_lord_11_f000055|Mit sehr entschlossener Miene vergrub er die Händchen in den Tiefen seiner Taschen und sah seinem Großvater ehrlich ins Gesicht.|Mit sehr entschlossener Miene vergrub er die Händchen in den Tiefen seiner Taschen und sah seinem Großvater ehrlich ins Gesicht.
kleine_lord_11_f000056|Nun, dann, weißt du, erklärte er, dann mache ich mir gar nichts daraus, daß ich kein Graf werde – darauf kommt mir's gewiß nicht an.|Nun, dann, weißt du, erklärte er, dann mache ich mir gar nichts daraus, daß ich kein Graf werde - darauf kommt mir's gewiß nicht an.
kleine_lord_11_f000057|Ich habe nur gedacht – siehst du – ich habe gedacht, daß der, welcher Graf wird, auch dein Junge sein müsse und ich's also nicht mehr sein könne.|Ich habe nur gedacht - siehst du - ich habe gedacht, daß der, welcher Graf wird, auch dein Junge sein müsse und ich's also nicht mehr sein könne.
kleine_lord_11_f000058|Deshalb ist mir so – so wunderlich zu Mut gewesen.|Deshalb ist mir so - so wunderlich zu Mut gewesen.
kleine_lord_11_f000059|Der Graf legte die Hand auf seine Schulter und zog ihn zu sich heran.|Der Graf legte die Hand auf seine Schulter und zog ihn zu sich heran.
kleine_lord_11_f000060|Nichts, gar nichts sollen sie dir nehmen von dem, was ich für dich behaupten kann, sagte er, mühsam atmend.|Nichts, gar nichts sollen sie dir nehmen von dem, was ich für dich behaupten kann, sagte er, mühsam atmend.
kleine_lord_11_f000061|Und ich will es nicht glauben, daß sie dir überhaupt etwas nehmen können.|Und ich will es nicht glauben, daß sie dir überhaupt etwas nehmen können.
kleine_lord_11_f000062|Du bist für die Stellung geschaffen – und du sollst sie ausfüllen trotz alledem. Wie es aber auch kommen mag – das, worüber ich frei verfügen kann, sollst du haben – alles!|Du bist für die Stellung geschaffen - und du sollst sie ausfüllen trotz alledem. Wie es aber auch kommen mag - das, worüber ich frei verfügen kann, sollst du haben - alles!
kleine_lord_11_f000063|Es war nicht mehr, als ob er zu dem Knaben spräche, es war, als ob er sich selbst gegenüber ein Gelübde ablege.|Es war nicht mehr, als ob er zu dem Knaben spräche, es war, als ob er sich selbst gegenüber ein Gelübde ablege.
kleine_lord_11_f000064|Wie tief seine Liebe zu dem Enkel und sein Stolz auf ihn bereits Wurzeln geschlagen hatten, davon hatte er vorher eigentlich doch selbst keine Ahnung gehabt,|Wie tief seine Liebe zu dem Enkel und sein Stolz auf ihn bereits Wurzeln geschlagen hatten, davon hatte er vorher eigentlich doch selbst keine Ahnung gehabt,
kleine_lord_11_f000065|und nie waren ihm die Schönheit und die Frische des Kindes und alle seine glücklichen Gaben so leuchtend vor Augen getreten.|und nie waren ihm die Schönheit und die Frische des Kindes und alle seine glücklichen Gaben so leuchtend vor Augen getreten.
kleine_lord_11_f000066|Dieser eigenwilligen Natur erschien es als ein Ding der Unmöglichkeit, aufgeben zu sollen, woran er sein Herz gehängt hatte,|Dieser eigenwilligen Natur erschien es als ein Ding der Unmöglichkeit, aufgeben zu sollen, woran er sein Herz gehängt hatte,
kleine_lord_11_f000067|und er war entschlossen, es sich wenigstens nicht leichten Kaufes entreißen zu lassen.|und er war entschlossen, es sich wenigstens nicht leichten Kaufes entreißen zu lassen.
kleine_lord_11_f000068|Wenige Tage, nachdem sie Mister Havisham aufgesucht hatte, fand sich die Frau, welche die Rechte einer Lady Fauntleroy für sich in Anspruch nahm,|Wenige Tage, nachdem sie Mister Havisham aufgesucht hatte, fand sich die Frau, welche die Rechte einer Lady Fauntleroy für sich in Anspruch nahm,
kleine_lord_11_f000069|im Schlosse ein und zwar in Begleitung ihres Kindes.|im Schlosse ein und zwar in Begleitung ihres Kindes.
kleine_lord_11_f000070|Sie wurde nicht angenommen. Mylord habe die Sache vollständig seinem Anwalt übertragen und wünsche nicht,|Sie wurde nicht angenommen. Mylord habe die Sache vollständig seinem Anwalt übertragen und wünsche nicht,
kleine_lord_11_f000071|in persönlichen Verkehr mit ihr zu treten, lautete der Bescheid, den Mister Thomas mit Hoheit und Würde erteilte.|in persönlichen Verkehr mit ihr zu treten, lautete der Bescheid, den Mister Thomas mit Hoheit und Würde erteilte.
kleine_lord_11_f000072|Den Eindruck, den die Unbekannte auf ihn gemacht, gab er im Dienerschaftssaal rückhaltlos zum besten.|Den Eindruck, den die Unbekannte auf ihn gemacht, gab er im Dienerschaftssaal rückhaltlos zum besten.
kleine_lord_11_f000073|Er hoffe, lange genug Livree in vornehmen Häusern getragen zu haben, sagte er, um zu wissen, was eine Dame sei und was nicht,|Er hoffe, lange genug Livree in vornehmen Häusern getragen zu haben, sagte er, um zu wissen, was eine Dame sei und was nicht,
kleine_lord_11_f000074|und wenn dies eine Dame sei, so könne er Katze und Maus nicht unterscheiden.|und wenn dies eine Dame sei, so könne er Katze und Maus nicht unterscheiden.
kleine_lord_11_f000075|Die draußen in Court Lodge, setzte er selbstbewußt hinzu, Amerikanerin hin oder her, die ist eine vom rechten Schlag – das sieht jeder Gebildete auf den ersten Blick.|Die draußen in Court Lodge, setzte er selbstbewußt hinzu, Amerikanerin hin oder her, die ist eine vom rechten Schlag - das sieht jeder Gebildete auf den ersten Blick.
kleine_lord_11_f000076|Ich hab's zu Henry gesagt, als wir den ersten Besuch dort machten.|Ich hab's zu Henry gesagt, als wir den ersten Besuch dort machten.
kleine_lord_11_f000077|Die Frau war fortgefahren – das hübsche, gewöhnliche Gesicht halb zornig, halb furchtsam.|Die Frau war fortgefahren - das hübsche, gewöhnliche Gesicht halb zornig, halb furchtsam.
kleine_lord_11_f000078|Im Verlaufe der verschiedenen Unterredungen, die er mit ihr haben mußte, war Mister Havisham zu der Ansicht gelangt,|Im Verlaufe der verschiedenen Unterredungen, die er mit ihr haben mußte, war Mister Havisham zu der Ansicht gelangt,
kleine_lord_11_f000079|daß sie, wohl leidenschaftlich und frech, jedoch lange nicht so klug und ausdauernd und mutig war, als sie glaubte.|daß sie, wohl leidenschaftlich und frech, jedoch lange nicht so klug und ausdauernd und mutig war, als sie glaubte.
kleine_lord_11_f000080|Es gab Augenblicke, in denen die Lage, in die sie sich gebracht hatte, ihr über den Kopf zu wachsen schien,|Es gab Augenblicke, in denen die Lage, in die sie sich gebracht hatte, ihr über den Kopf zu wachsen schien,
kleine_lord_11_f000081|und offenbar hatte sie sich keine Vorstellung davon gemacht, auf welch ernsten Widerstand ihre Ansprüche stoßen würden.|und offenbar hatte sie sich keine Vorstellung davon gemacht, auf welch ernsten Widerstand ihre Ansprüche stoßen würden.
kleine_lord_11_f000082|Sie ist entschieden aus den niedersten Regionen des Lebens, bemerkte der Anwalt gegen Missis Errol.|Sie ist entschieden aus den niedersten Regionen des Lebens, bemerkte der Anwalt gegen Missis Errol.
kleine_lord_11_f000083|Ohne alle Erziehung weder durch die Schule noch durch das Leben, ist sie durchaus nicht gewöhnt, mit Leuten wie wir auf gleichem Fuße zu verkehren,|Ohne alle Erziehung weder durch die Schule noch durch das Leben, ist sie durchaus nicht gewöhnt, mit Leuten wie wir auf gleichem Fuße zu verkehren,
kleine_lord_11_f000084|und weiß sich dabei in keiner Weise zu benehmen.|und weiß sich dabei in keiner Weise zu benehmen.
kleine_lord_11_f000085|Der vergebliche Besuch im Schlosse hat sie vollkommen eingeschüchtert – an Toben und Wüten darüber hat sie es natürlich nicht fehlen lassen, aber eingeschüchtert war sie doch.|Der vergebliche Besuch im Schlosse hat sie vollkommen eingeschüchtert - an Toben und Wüten darüber hat sie es natürlich nicht fehlen lassen, aber eingeschüchtert war sie doch.
kleine_lord_11_f000086|Der Graf wollte sie nicht empfangen, hat mich aber dann auf meinen Wunsch in die Dorincourt Arms – Sie kennen ja den kleinen Gasthof – begleitet, wo sie wohnt.|Der Graf wollte sie nicht empfangen, hat mich aber dann auf meinen Wunsch in die Dorincourt Arms - Sie kennen ja den kleinen Gasthof - begleitet, wo sie wohnt.
